ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
110008,RO,202008,1659,2582,368,16,40,426
110008,RO,202009,1659,2539,414,17,84,414
110008,RO,202010,1659,2539,414,7,73,416
110008,RO,202011,1659,2540,414,5,63,417
110008,RO,202012,1659,2540,414,5,57,419
110009,RO,202001,1066,2518,260,45,61,309
110009,RO,202002,1056,2483,271,43,60,304
110009,RO,202003,1102,2548,282,51,63,323
110009,RO,202004,1143,2565,300,51,63,328
110009,RO,202005,1143,2557,311,44,74,332
110009,RO,202006,1146,2559,311,40,50,334
110009,RO,202007,1354,2560,309,28,44,336
110009,RO,202008,1354,2562,309,24,36,337
110009,RO,202009,1359,2518,363,9,58,338
110009,RO,202010,1362,2518,363,4,50,338
110009,RO,202011,1362,2519,363,2,43,338
110009,RO,202012,1362,2519,363,2,39,338
110010,RO,202001,2334,6020,660,81,175,442
110010,RO,202002,2334,5986,684,70,158,444
110010,RO,202003,2345,6014,715,65,151,450
110010,RO,202004,2690,6549,788,80,131,600
110010,RO,202005,2669,6468,819,67,169,597
110010,RO,202006,2682,6477,819,54,127,600
110010,RO,202007,2998,6482,818,40,109,600
110010,RO,202008,2998,6481,819,34,101,601
110010,RO,202009,3013,6363,970,30,141,605
110010,RO,202010,3017,6366,970,16,105,611
110010,RO,202011,3024,6367,970,15,100,611
110010,RO,202012,3024,6368,970,15,91,612
110011,RO,202001,914,3276,364,46,83,43
110011,RO,202002,902,3272,375,37,71,43
110011,RO,202003,893,3260,391,43,73,43
110011,RO,202004,915,3309,402,49,68,47
110011,RO,202005,920,3300,420,43,89,47
110011,RO,202006,928,3297,420,40,62,47
110011,RO,202007,1395,3297,420,27,56,47
110011,RO,202008,1395,3297,420,24,49,47
110011,RO,202009,1414,3212,499,17,93,49
110011,RO,202010,1425,3212,499,7,79,49
110011,RO,202011,1433,3212,499,4,70,49
110011,RO,202012,1433,3212,499,4,67,49
110012,RO,202001,1010,4249,360,49,99,149
110012,RO,202002,998,4188,381,47,78,147
110012,RO,202003,1015,4280,387,50,85,171
110012,RO,202004,1045,4384,421,64,74,186
110012,RO,202005,1051,4378,440,51,97,184
110012,RO,202006,1060,4378,440,46,78,184
110012,RO,202007,1619,4382,440,31,63,184
110012,RO,202008,1619,4382,440,28,53,184
110012,RO,202009,1649,4314,508,22,92,180
110012,RO,202010,1659,4315,508,5,80,181
110012,RO,202011,1668,4315,508,3,74,181
110012,RO,202012,1668,4316,508,3,67,181
110013,RO,202001,843,3244,297,22,89,38
110013,RO,202002,818,3219,307,19,86,37
110013,RO,202003,794,3195,322,21,87,36
110013,RO,202004,807,3229,340,26,79,37
110013,RO,202005,806,3211,352,21,103,38
110013,RO,202006,809,3211,352,18,75,38
110013,RO,202007,1265,3213,352,13,64,38
110013,RO,202008,1265,3213,352,13,58,38
110013,RO,202009,1268,3115,432,13,91,40
110013,RO,202010,1282,3116,432,4,84,41
110013,RO,202011,1286,3116,432,4,70,41
110013,RO,202012,1286,3117,432,4,65,41
110014,RO,202001,1032,1780,196,33,46,164
110014,RO,202002,1035,1768,205,30,44,165
110014,RO,202003,1074,1794,213,34,47,156
110014,RO,202004,1101,1808,225,48,44,160
110014,RO,202005,1100,1790,241,48,50,158
110014,RO,202006,1102,1792,241,40,29,158
110014,RO,202007,1306,1792,241,31,22,159
110014,RO,202008,1306,1792,241,30,17,159
110014,RO,202009,1314,1755,281,25,41,161
110014,RO,202010,1318,1755,281,11,37,161
110014,RO,202011,1318,1755,281,6,33,162
110014,RO,202012,1318,1755,281,6,31,162
110015,RO,202001,599,1675,149,23,42,222
110015,RO,202002,592,1661,154,23,38,220
110015,RO,202003,626,1745,167,27,38,230
110015,RO,202004,659,1792,173,25,37,246
110015,RO,202005,666,1786,180,22,50,246
110015,RO,202006,667,1786,180,20,36,245
110015,RO,202007,883,1786,180,15,30,246
110015,RO,202008,883,1787,180,13,29,245
110015,RO,202009,914,1764,211,16,38,267
110015,RO,202010,914,1765,211,11,32,267
110015,RO,202011,916,1765,211,11,29,267
110015,RO,202012,916,1766,211,11,28,267
110018,RO,202001,595,1431,138,17,34,175
110018,RO,202002,592,1423,149,14,33,176
110018,RO,202003,580,1425,154,18,33,167
110018,RO,202004,606,1459,162,18,31,188
110018,RO,202005,606,1457,166,14,41,186
110018,RO,202006,609,1457,166,14,29,186
110018,RO,202007,729,1457,166,8,25,186
110018,RO,202008,729,1457,166,8,23,186
110018,RO,202009,729,1415,201,2,35,184
110018,RO,202010,731,1415,201,0,32,184
110018,RO,202011,734,1415,201,0,27,184
110018,RO,202012,734,1415,201,0,24,184
110020,RO,202001,17861,36663,3740,434,1032,3676
110020,RO,202002,17757,36434,3880,399,965,3650
110020,RO,202003,17341,35779,3969,359,1011,3558
110020,RO,202004,20923,41535,4476,497,893,4321
110020,RO,202005,20908,41299,4652,422,1105,4303
110020,RO,202006,20959,41335,4653,338,786,4319
110020,RO,202007,22484,41348,4653,269,690,4329
110020,RO,202008,22484,41350,4654,243,614,4335
110020,RO,202009,22540,40529,5385,228,907,4261
110020,RO,202010,22586,40536,5385,45,782,4267
110020,RO,202011,22606,40540,5385,33,691,4271
110020,RO,202012,22607,40544,5385,33,616,4276
110025,RO,202001,1294,1949,209,40,73,388
110025,RO,202002,1292,1946,219,39,65,381
110025,RO,202003,1250,1900,223,36,67,369
110025,RO,202004,1445,2157,244,50,61,453
110025,RO,202005,1442,2144,249,40,77,449
110025,RO,202006,1447,2144,249,34,59,450
110025,RO,202007,1552,2144,249,30,51,450
110025,RO,202008,1552,2144,249,24,46,451
110025,RO,202009,1554,2108,291,31,77,453
110025,RO,202010,1555,2108,291,15,71,455
110025,RO,202011,1559,2108,291,10,63,458
110025,RO,202012,1559,2108,291,10,57,461
110026,RO,202001,128,300,27,6,6,53
110026,RO,202002,127,292,27,5,4,52
110026,RO,202003,130,295,29,7,4,56
110026,RO,202004,141,306,31,7,5,65
110026,RO,202005,139,297,31,5,6,62
110026,RO,202006,139,297,31,4,5,62
110026,RO,202007,159,297,31,4,5,62
110026,RO,202008,159,297,31,4,5,62
110026,RO,202009,162,299,35,6,9,67
110026,RO,202010,162,299,35,5,7,67
110026,RO,202011,162,299,35,5,6,67
110026,RO,202012,162,299,35,5,5,67
110028,RO,202001,680,2400,228,45,73,138
110028,RO,202002,670,2378,243,42,61,137
110028,RO,202003,680,2400,252,43,64,137
110028,RO,202004,696,2419,271,49,56,148
110028,RO,202005,699,2412,279,40,77,151
110028,RO,202006,707,2414,279,35,56,151
110028,RO,202007,1057,2415,279,18,46,152
110028,RO,202008,1057,2415,279,17,40,152
110028,RO,202009,1053,2357,315,11,62,152
110028,RO,202010,1055,2357,315,1,55,153
110028,RO,202011,1062,2357,315,0,50,153
110028,RO,202012,1062,2357,315,0,44,154
110029,RO,202001,321,625,46,13,21,64
110029,RO,202002,321,626,48,10,16,63
110029,RO,202003,328,635,52,12,18,68
110029,RO,202004,333,650,55,14,18,67
110029,RO,202005,334,648,56,12,23,65
110029,RO,202006,337,648,56,9,17,65
110029,RO,202007,367,648,56,6,16,65
110029,RO,202008,367,648,56,6,15,65
110029,RO,202009,371,643,65,7,22,70
110029,RO,202010,371,643,65,4,18,70
110029,RO,202011,372,643,65,4,17,70
110029,RO,202012,372,643,65,4,16,71
110030,RO,202001,1850,4531,444,41,126,298
110030,RO,202002,1846,4513,453,33,119,294
110030,RO,202003,1767,4407,456,32,121,267
110030,RO,202004,1882,4941,504,47,118,297
110030,RO,202005,1883,4922,522,41,137,295
110030,RO,202006,1896,4925,522,36,100,296
110030,RO,202007,2285,4927,522,29,83,296
110030,RO,202008,2285,4927,522,27,74,297
110030,RO,202009,2283,4815,612,16,100,295
110030,RO,202010,2286,4815,612,0,82,296
110030,RO,202011,2300,4815,612,0,68,296
110030,RO,202012,2300,4815,612,0,54,296
110032,RO,202001,452,1208,153,18,32,51
110032,RO,202002,464,1227,157,18,31,47
110032,RO,202003,458,1231,162,20,36,46
110032,RO,202004,460,1228,169,19,27,43
110032,RO,202005,465,1229,177,13,30,42
110032,RO,202006,469,1229,177,10,23,42
110032,RO,202007,641,1229,177,5,20,42
110032,RO,202008,642,1229,177,5,15,42
110032,RO,202009,640,1186,210,2,24,42
110032,RO,202010,644,1186,210,0,20,42
110032,RO,202011,645,1186,210,0,16,42
110032,RO,202012,645,1186,210,0,15,42
110033,RO,202001,745,2441,264,25,60,134
110033,RO,202002,750,2450,274,26,52,137
110033,RO,202003,755,2493,288,32,48,140
110033,RO,202004,783,2545,301,36,38,142
110033,RO,202005,788,2523,312,32,50,142
110033,RO,202006,787,2521,312,28,37,143
110033,RO,202007,1080,2521,312,21,31,143
110033,RO,202008,1080,2523,312,18,23,144
110033,RO,202009,1083,2468,366,6,36,146
110033,RO,202010,1087,2469,366,0,34,146
110033,RO,202011,1090,2469,366,0,32,146
110033,RO,202012,1090,2469,366,0,30,146
110034,RO,202001,809,1658,194,33,58,23
110034,RO,202002,807,1645,199,29,46,22
110034,RO,202003,847,1778,204,38,47,27
110034,RO,202004,850,1788,214,35,40,28
110034,RO,202005,850,1773,226,31,50,28
110034,RO,202006,851,1774,226,27,36,28
110034,RO,202007,1056,1774,226,22,26,28
110034,RO,202008,1056,1774,226,21,24,28
110034,RO,202009,1059,1720,266,10,42,28
110034,RO,202010,1063,1720,266,3,36,28
110034,RO,202011,1064,1720,266,3,34,28
110034,RO,202012,1064,1720,266,3,32,28
110037,RO,202001,622,1163,140,15,35,141
110037,RO,202002,634,1164,141,12,28,142
110037,RO,202003,635,1180,149,15,26,146
110037,RO,202004,644,1173,154,13,29,153
110037,RO,202005,639,1164,166,10,39,154
110037,RO,202006,639,1164,166,9,29,155
110037,RO,202007,709,1164,166,8,27,155
110037,RO,202008,709,1164,166,7,26,156
110037,RO,202009,712,1158,186,12,43,155
110037,RO,202010,714,1158,186,10,39,156
110037,RO,202011,715,1158,186,8,35,156
110037,RO,202012,715,1158,186,8,34,156
110040,RO,202001,673,1677,145,34,55,85
110040,RO,202002,667,1663,147,27,49,86
110040,RO,202003,695,1730,147,35,50,88
110040,RO,202004,694,1718,148,37,43,89
110040,RO,202005,695,1709,153,37,51,86
110040,RO,202006,695,1710,153,34,39,86
110040,RO,202007,886,1711,153,20,35,86
110040,RO,202008,886,1711,153,19,29,86
110040,RO,202009,896,1678,184,21,57,83
110040,RO,202010,900,1680,184,14,47,83
110040,RO,202011,903,1681,184,10,42,83
110040,RO,202012,903,1682,184,10,40,83
110045,RO,202001,1432,3113,328,70,91,220
110045,RO,202002,1410,3058,343,62,69,222
110045,RO,202003,1399,3104,358,65,68,216
110045,RO,202004,1410,3145,370,64,63,216
110045,RO,202005,1406,3121,389,59,99,216
110045,RO,202006,1410,3123,389,53,74,216
110045,RO,202007,1672,3124,389,26,56,218
110045,RO,202008,1673,3125,389,24,44,218
110045,RO,202009,1664,3031,448,17,70,216
110045,RO,202010,1672,3031,448,7,65,217
110045,RO,202011,1674,3031,448,3,64,218
110045,RO,202012,1674,3031,448,3,63,218
110050,RO,202001,304,882,104,23,16,25
110050,RO,202002,302,879,109,21,26,25
110050,RO,202003,308,898,109,20,27,25
110050,RO,202004,306,894,114,19,21,24
110050,RO,202005,307,887,122,17,25,23
110050,RO,202006,308,887,122,15,21,23
110050,RO,202007,488,887,122,6,21,23
110050,RO,202008,488,887,122,4,20,23
110050,RO,202009,498,872,140,5,25,20
110050,RO,202010,502,872,140,3,25,20
110050,RO,202011,503,872,140,3,9,20
110050,RO,202012,503,872,140,3,9,20
110060,RO,202001,94,394,46,5,8,14
110060,RO,202002,93,385,49,3,10,13
110060,RO,202003,94,397,51,6,10,12
110060,RO,202004,96,409,54,7,8,13
110060,RO,202005,95,406,54,7,9,13
110060,RO,202006,95,406,54,7,7,13
110060,RO,202007,176,407,54,6,6,13
110060,RO,202008,176,407,54,6,4,13
110060,RO,202009,177,387,63,5,14,11
110060,RO,202010,178,387,63,3,13,11
110060,RO,202011,178,387,63,3,11,11
110060,RO,202012,178,387,63,3,11,11
110070,RO,202001,305,941,84,10,26,66
110070,RO,202002,298,933,89,8,25,64
110070,RO,202003,291,917,89,7,24,57
110070,RO,202004,299,936,91,10,20,64
110070,RO,202005,301,927,96,10,20,62
110070,RO,202006,302,927,96,10,11,62
110070,RO,202007,434,927,96,6,9,62
110070,RO,202008,434,927,96,6,5,62
110070,RO,202009,440,908,114,6,11,64
110070,RO,202010,452,908,114,1,10,64
110070,RO,202011,452,908,114,0,10,64
110070,RO,202012,452,908,114,0,10,64
110080,RO,202001,2562,4187,455,55,164,307
110080,RO,202002,2559,4166,468,47,144,311
110080,RO,202003,2481,4073,480,46,141,305
110080,RO,202004,2487,4084,493,46,120,306
110080,RO,202005,2495,4059,524,32,145,305
110080,RO,202006,2493,4058,524,26,118,305
110080,RO,202007,2556,4058,524,20,101,308
110080,RO,202008,2556,4059,524,17,88,308
110080,RO,202009,2554,3964,599,16,107,314
110080,RO,202010,2559,3965,599,7,86,315
110080,RO,202011,2560,3966,599,3,77,315
110080,RO,202012,2560,3966,599,3,69,315
110090,RO,202001,163,267,28,3,11,75
110090,RO,202002,171,277,29,3,12,75
110090,RO,202003,172,291,33,3,12,78
110090,RO,202004,176,291,32,4,12,80
110090,RO,202005,179,298,33,5,13,80
110090,RO,202006,179,299,33,5,5,80
110090,RO,202007,199,299,33,4,3,80
110090,RO,202008,199,299,33,3,2,80
110090,RO,202009,201,295,38,2,4,83
110090,RO,202010,202,295,38,1,4,83
110090,RO,202011,202,295,38,0,2,83
110090,RO,202012,202,295,38,0,2,83
110092,RO,202001,345,757,92,8,16,169
110092,RO,202002,344,751,96,8,14,169
110092,RO,202003,364,790,105,5,15,178
110092,RO,202004,377,804,111,9,15,178
110092,RO,202005,379,805,113,7,20,176
110092,RO,202006,381,805,113,6,17,177
110092,RO,202007,421,805,113,6,14,177
110092,RO,202008,421,805,113,6,12,177
110092,RO,202009,425,781,137,6,17,177
110092,RO,202010,426,782,137,1,15,178
110092,RO,202011,426,782,137,1,13,178
110092,RO,202012,426,782,137,1,11,178
110094,RO,202001,593,1818,188,24,72,33
110094,RO,202002,578,1796,197,25,62,33
110094,RO,202003,572,1770,206,27,66,33
110094,RO,202004,597,1939,221,42,54,36
110094,RO,202005,612,1950,227,33,62,38
110094,RO,202006,608,1941,227,25,44,38
110094,RO,202007,857,1932,227,24,35,38
110094,RO,202008,858,1933,227,22,25,38
110094,RO,202009,858,1893,260,21,46,35
110094,RO,202010,862,1895,259,6,41,35
110094,RO,202011,864,1895,260,6,39,35
110094,RO,202012,864,1895,260,6,35,35
110100,RO,202001,652,1115,128,31,31,61
110100,RO,202002,651,1105,135,29,36,61
110100,RO,202003,666,1123,138,29,32,62
110100,RO,202004,662,1122,138,31,27,63
110100,RO,202005,664,1123,140,21,32,64
110100,RO,202006,664,1122,140,15,30,64
110100,RO,202007,754,1122,140,9,27,65
110100,RO,202008,754,1122,140,9,25,65
110100,RO,202009,753,1102,160,5,26,62
110100,RO,202010,754,1102,160,3,23,62
110100,RO,202011,755,1102,160,3,14,63
110100,RO,202012,755,1102,160,3,12,64
110110,RO,202001,355,1062,90,17,49,49
110110,RO,202002,349,1050,96,15,41,49
110110,RO,202003,354,1154,102,23,44,48
110110,RO,202004,358,1166,107,22,36,47
110110,RO,202005,359,1160,115,21,53,47
110110,RO,202006,360,1161,115,19,46,47
110110,RO,202007,478,1163,115,13,38,47
110110,RO,202008,478,1163,115,12,36,47
110110,RO,202009,483,1132,142,4,48,46
110110,RO,202010,486,1133,142,1,40,46
110110,RO,202011,488,1133,142,0,37,46
110110,RO,202012,488,1133,142,0,32,46
110120,RO,202001,303,671,66,11,21,89
110120,RO,202002,301,665,69,10,11,89
110120,RO,202003,306,675,75,14,14,93
110120,RO,202004,311,675,76,11,14,95
110120,RO,202005,313,669,81,10,18,96
110120,RO,202006,313,671,81,6,15,97
110120,RO,202007,391,671,81,4,10,97
110120,RO,202008,391,671,81,4,9,97
110120,RO,202009,394,656,94,5,17,98
110120,RO,202010,395,656,94,5,16,98
110120,RO,202011,395,656,94,4,16,99
110120,RO,202012,395,656,94,4,13,99
110130,RO,202001,600,1080,140,21,44,175
110130,RO,202002,596,1063,145,20,45,171
110130,RO,202003,617,1091,151,22,45,189
110130,RO,202004,632,1103,153,22,42,209
110130,RO,202005,630,1090,159,21,63,205
110130,RO,202006,631,1090,159,19,47,205
110130,RO,202007,734,1091,159,13,40,206
110130,RO,202008,734,1091,159,11,34,206
110130,RO,202009,714,1044,179,17,41,137
110130,RO,202010,715,1044,179,13,39,137
110130,RO,202011,716,1045,179,11,35,137
110130,RO,202012,716,1045,179,11,32,137
110140,RO,202001,375,978,114,16,33,98
110140,RO,202002,372,964,117,16,32,99
110140,RO,202003,374,977,126,19,34,94
110140,RO,202004,378,983,134,18,26,97
110140,RO,202005,380,979,136,17,32,99
110140,RO,202006,380,980,136,16,23,99
110140,RO,202007,521,982,136,10,17,99
110140,RO,202008,521,984,136,7,16,99
110140,RO,202009,518,943,160,2,22,97
110140,RO,202010,518,943,160,1,19,98
110140,RO,202011,518,943,160,0,16,98
110140,RO,202012,518,943,160,0,13,98
110143,RO,202001,203,537,48,9,20,14
110143,RO,202002,209,543,49,9,19,14
110143,RO,202003,202,535,50,9,21,11
110143,RO,202004,202,528,51,10,19,12
110143,RO,202005,201,525,52,8,22,12
110143,RO,202006,201,525,52,8,20,13
110143,RO,202007,272,525,52,4,17,13
110143,RO,202008,272,525,52,3,15,14
110143,RO,202009,278,524,61,8,19,13
110143,RO,202010,278,525,61,7,13,13
110143,RO,202011,279,525,61,7,13,13
110143,RO,202012,279,525,61,7,8,13
110145,RO,202001,182,375,43,10,11,14
110145,RO,202002,183,374,45,11,11,14
110145,RO,202003,186,383,47,10,10,14
110145,RO,202004,194,396,47,9,10,13
110145,RO,202005,192,387,47,7,10,14
110145,RO,202006,192,388,47,6,8,14
110145,RO,202007,221,388,47,5,7,14
110145,RO,202008,221,388,47,4,3,14
110145,RO,202009,221,386,49,6,7,14
110145,RO,202010,221,386,49,4,7,14
110145,RO,202011,221,386,49,3,6,14
110145,RO,202012,221,386,49,3,5,14
110146,RO,202001,135,262,29,2,9,53
110146,RO,202002,136,265,29,3,9,54
110146,RO,202003,129,258,28,2,8,53
110146,RO,202004,143,278,32,8,8,61
110146,RO,202005,144,276,33,8,9,58
110146,RO,202006,146,276,33,8,8,58
110146,RO,202007,154,276,33,8,7,58
110146,RO,202008,154,276,33,7,3,59
110146,RO,202009,155,281,37,11,5,60
110146,RO,202010,156,281,37,5,4,61
110146,RO,202011,156,281,37,4,4,60
110146,RO,202012,156,281,37,4,4,60
110147,RO,202001,141,229,31,2,4,53
110147,RO,202002,144,226,34,2,3,54
110147,RO,202003,150,245,34,7,4,56
110147,RO,202004,157,251,35,7,4,55
110147,RO,202005,156,248,37,6,6,53
110147,RO,202006,156,248,37,5,6,54
110147,RO,202007,171,248,37,3,6,54
110147,RO,202008,171,248,37,3,4,54
110147,RO,202009,169,242,41,,6,53
110147,RO,202010,169,242,41,0,6,53
110147,RO,202011,169,242,41,0,5,53
110147,RO,202012,169,242,41,0,4,53
110148,RO,202001,60,226,23,1,3,3
110148,RO,202002,59,225,24,1,3,3
110148,RO,202003,59,238,24,2,4,4
110148,RO,202004,56,234,25,3,4,4
110148,RO,202005,56,233,26,3,5,4
110148,RO,202006,56,233,26,2,5,4
110148,RO,202007,98,233,26,2,5,4
110148,RO,202008,98,233,26,2,5,4
110148,RO,202009,100,223,34,1,4,4
110148,RO,202010,100,223,34,0,4,4
110148,RO,202011,100,223,34,0,4,4
110148,RO,202012,100,223,34,0,3,4
110149,RO,202001,552,1569,180,28,45,38
110149,RO,202002,545,1560,185,27,43,37
110149,RO,202003,551,1563,194,29,41,38
110149,RO,202004,558,1574,202,32,39,39
110149,RO,202005,557,1562,207,27,52,40
110149,RO,202006,559,1564,207,24,40,40
110149,RO,202007,765,1565,207,17,37,41
110149,RO,202008,765,1566,207,14,28,41
110149,RO,202009,768,1534,237,9,48,39
110149,RO,202010,775,1535,237,4,46,39
110149,RO,202011,777,1536,237,2,39,39
110149,RO,202012,777,1536,237,2,37,39
110150,RO,202001,532,1345,132,19,40,58
110150,RO,202002,529,1304,139,17,31,58
110150,RO,202003,534,1333,139,27,29,57
110150,RO,202004,534,1348,143,30,29,57
110150,RO,202005,541,1352,153,34,35,56
110150,RO,202006,545,1359,153,28,23,57
110150,RO,202007,718,1359,153,22,20,57
110150,RO,202008,718,1359,153,22,17,57
110150,RO,202009,718,1322,187,17,27,53
110150,RO,202010,724,1322,187,12,24,53
110150,RO,202011,724,1322,187,6,23,53
110150,RO,202012,724,1322,187,6,23,53
110155,RO,202001,180,338,33,6,8,76
110155,RO,202002,179,331,36,4,6,79
110155,RO,202003,182,337,36,8,6,79
110155,RO,202004,186,337,37,12,6,84
110155,RO,202005,186,339,39,11,8,84
110155,RO,202006,187,339,39,10,7,84
110155,RO,202007,221,339,39,9,6,85
110155,RO,202008,221,339,39,8,6,85
110155,RO,202009,223,333,45,4,6,86
110155,RO,202010,223,333,45,0,5,86
110155,RO,202011,223,333,45,0,5,86
110155,RO,202012,223,333,45,0,4,86
110160,RO,202001,298,809,100,8,20,38
110160,RO,202002,301,810,100,9,20,38
110160,RO,202003,297,813,99,12,21,38
110160,RO,202004,307,818,110,13,18,43
110160,RO,202005,303,812,114,13,26,42
110160,RO,202006,304,812,114,11,18,42
110160,RO,202007,416,812,114,8,16,42
110160,RO,202008,416,812,114,7,13,42
110160,RO,202009,416,787,134,3,23,45
110160,RO,202010,418,787,134,1,22,45
110160,RO,202011,418,787,134,0,20,45
110160,RO,202012,418,787,134,0,20,45
110170,RO,202001,680,1006,114,17,42,183
110170,RO,202002,679,999,117,16,35,188
110170,RO,202003,669,1003,120,18,36,180
110170,RO,202004,681,1016,125,18,32,187
110170,RO,202005,685,1013,129,12,39,186
110170,RO,202006,681,1008,129,12,37,186
110170,RO,202007,738,1008,129,8,32,186
110170,RO,202008,738,1008,129,8,26,187
110170,RO,202009,734,986,160,14,31,186
110170,RO,202010,735,986,160,11,27,186
110170,RO,202011,735,986,160,10,21,187
110170,RO,202012,735,986,160,10,18,187
110175,RO,202001,538,1022,105,25,37,99
110175,RO,202002,536,1000,110,24,23,99
110175,RO,202003,546,1015,119,26,23,99
110175,RO,202004,561,1020,125,24,22,105
110175,RO,202005,562,1013,132,21,30,106
110175,RO,202006,560,1008,132,17,22,107
110175,RO,202007,602,1009,132,11,22,107
110175,RO,202008,602,1009,132,9,19,107
110175,RO,202009,604,978,152,6,31,103
110175,RO,202010,604,978,152,4,29,103
110175,RO,202011,604,978,152,4,25,103
110175,RO,202012,604,978,152,4,25,103
110180,RO,202001,448,679,77,15,18,217
110180,RO,202002,446,669,79,14,19,218
110180,RO,202003,460,697,82,11,23,230
110180,RO,202004,463,693,86,8,20,239
110180,RO,202005,463,692,88,8,26,239
110180,RO,202006,463,692,88,7,18,240
110180,RO,202007,499,692,88,3,17,242
110180,RO,202008,499,692,88,2,16,242
110180,RO,202009,498,677,102,3,20,234
110180,RO,202010,499,677,102,3,18,234
110180,RO,202011,499,677,102,3,15,234
110180,RO,202012,499,677,102,3,11,234
120001,AC,202001,1439,2555,276,63,98,498
120001,AC,202002,1439,2553,285,61,74,492
120001,AC,202003,1411,2533,301,57,72,490
120001,AC,202004,1595,2713,333,59,70,529
120001,AC,202005,1601,2711,348,54,85,524
120001,AC,202006,1597,2715,348,43,54,528
