ibge,siglauf,anomes,qtd_ben_bas,qtd_ben_var,qtd_ben_bvj,qtd_ben_bvn,qtd_ben_bvg,qtd_ben_bsp
110001,RO,201901,1181,2381,233,41,14,209
110001,RO,201902,1155,2333,244,39,36,209
110001,RO,201903,1157,2350,249,39,49,208
110001,RO,201904,1170,2376,254,42,48,206
110001,RO,201905,1167,2389,264,49,65,221
110001,RO,201906,1151,2352,270,45,64,221
110001,RO,201907,1153,2349,280,44,65,220
110001,RO,201908,1155,2333,287,43,59,215
110001,RO,201909,1141,2318,293,43,69,199
110001,RO,201910,1132,2294,303,36,71,201
110001,RO,201911,1097,2233,294,30,56,198
110001,RO,201912,1094,2255,299,32,49,204
110002,RO,201901,2522,6375,624,146,76,597
110002,RO,201902,2501,6352,650,149,90,585
110002,RO,201903,2536,6442,681,145,140,575
110002,RO,201904,2535,6493,712,142,133,554
110002,RO,201905,2540,6534,729,149,168,537
110002,RO,201906,2462,6285,706,144,161,509
110002,RO,201907,2399,6180,723,140,165,482
110002,RO,201908,2370,6084,742,126,148,465
110002,RO,201909,2282,5785,720,109,176,429
110002,RO,201910,2276,5756,730,98,180,413
110002,RO,201911,2216,5542,694,84,161,383
110002,RO,201912,2213,5539,705,80,126,379
110003,RO,201901,96,288,34,6,3,27
110003,RO,201902,101,299,35,6,3,27
110003,RO,201903,101,298,35,6,3,29
110003,RO,201904,108,305,38,5,3,31
110003,RO,201905,117,321,36,5,7,32
110003,RO,201906,103,299,33,4,5,28
110003,RO,201907,107,330,33,2,5,29
110003,RO,201908,105,297,32,2,4,30
110003,RO,201909,96,290,31,1,5,28
110003,RO,201910,95,290,34,0,6,28
110003,RO,201911,95,298,32,1,6,27
110003,RO,201912,88,278,34,1,6,26
110004,RO,201901,1606,4323,465,86,66,541
110004,RO,201902,1674,4375,484,87,87,576
110004,RO,201903,1699,4422,503,82,95,600
110004,RO,201904,1703,4419,517,73,90,606
110004,RO,201905,1747,4509,535,67,104,628
110004,RO,201906,1651,4289,524,63,110,609
110004,RO,201907,1620,4249,529,63,106,601
110004,RO,201908,1616,4214,544,56,102,588
110004,RO,201909,1557,4041,526,48,116,572
110004,RO,201910,1569,4034,535,49,115,577
110004,RO,201911,1549,3968,519,54,98,566
110004,RO,201912,1547,3947,532,56,98,572
110005,RO,201901,498,1157,106,38,14,38
110005,RO,201902,484,1149,108,36,18,38
110005,RO,201903,487,1156,114,34,23,39
110005,RO,201904,479,1174,116,29,23,40
110005,RO,201905,490,1173,117,23,30,39
110005,RO,201906,475,1130,116,21,28,38
110005,RO,201907,474,1141,118,17,28,38
110005,RO,201908,466,1122,122,20,26,36
110005,RO,201909,456,1086,128,15,36,35
110005,RO,201910,477,1119,131,15,36,37
110005,RO,201911,449,1052,128,10,34,32
110005,RO,201912,459,1070,130,12,32,34
110006,RO,201901,187,625,73,15,10,33
110006,RO,201902,190,613,75,14,10,34
110006,RO,201903,194,617,81,15,8,39
110006,RO,201904,192,592,83,14,8,39
110006,RO,201905,199,603,88,14,12,46
110006,RO,201906,190,573,89,9,12,46
110006,RO,201907,183,547,87,9,13,44
110006,RO,201908,186,540,86,7,12,47
110006,RO,201909,185,521,88,5,12,48
110006,RO,201910,189,527,87,7,14,50
110006,RO,201911,181,509,89,5,12,49
110006,RO,201912,183,514,88,9,19,49
110007,RO,201901,289,677,84,14,24,23
110007,RO,201902,285,674,85,14,23,20
110007,RO,201903,286,673,86,13,20,23
110007,RO,201904,288,679,91,14,18,21
110007,RO,201905,289,671,97,17,22,20
110007,RO,201906,281,659,104,15,25,20
110007,RO,201907,273,646,106,14,23,20
110007,RO,201908,268,644,106,15,16,19
110007,RO,201909,277,630,103,14,20,15
110007,RO,201910,279,625,106,11,21,16
110007,RO,201911,269,594,107,5,23,14
110007,RO,201912,265,596,108,5,25,12
110008,RO,201901,1513,2629,310,65,71,507
110008,RO,201902,1522,2616,323,55,84,496
110008,RO,201903,1526,2635,343,52,80,496
110008,RO,201904,1549,2626,362,54,69,480
110008,RO,201905,1574,2661,370,61,66,454
110008,RO,201906,1557,2641,374,61,75,439
110008,RO,201907,1548,2621,393,56,85,434
110008,RO,201908,1540,2612,403,65,82,426
110008,RO,201909,1514,2549,409,59,95,420
110008,RO,201910,1515,2550,416,52,86,418
110008,RO,201911,1486,2509,419,35,76,404
110008,RO,201912,1481,2475,437,35,79,398
110009,RO,201901,893,2388,264,46,54,212
110009,RO,201902,898,2402,271,55,55,212
110009,RO,201903,936,2452,291,58,57,221
110009,RO,201904,939,2456,306,52,56,226
110009,RO,201905,972,2488,317,51,45,221
110009,RO,201906,943,2399,320,46,46,220
110009,RO,201907,944,2379,335,35,44,222
110009,RO,201908,945,2363,349,31,41,220
110009,RO,201909,929,2326,351,32,53,218
110009,RO,201910,925,2315,350,31,52,221
110009,RO,201911,913,2257,334,34,56,220
110009,RO,201912,923,2279,343,33,54,229
110010,RO,201901,2428,6250,757,65,140,352
110010,RO,201902,2417,6227,776,74,130,354
110010,RO,201903,2451,6421,798,76,141,368
110010,RO,201904,2469,6403,823,71,116,376
110010,RO,201905,2457,6361,851,65,103,389
110010,RO,201906,2405,6208,864,63,124,376
110010,RO,201907,2422,6233,890,70,141,391
110010,RO,201908,2413,6239,915,66,123,382
110010,RO,201909,2386,6151,915,77,147,391
110010,RO,201910,2378,6109,944,70,149,403
110010,RO,201911,2305,5971,924,74,140,404
110010,RO,201912,2341,6006,946,82,138,409
110011,RO,201901,1052,3396,388,77,63,48
110011,RO,201902,1052,3400,393,73,74,49
110011,RO,201903,1029,3414,402,65,71,51
110011,RO,201904,1027,3423,415,64,63,53
110011,RO,201905,1040,3440,421,58,84,50
110011,RO,201906,1005,3351,425,50,82,51
110011,RO,201907,997,3320,439,50,85,45
110011,RO,201908,996,3303,459,57,76,41
110011,RO,201909,957,3189,452,50,90,39
110011,RO,201910,944,3158,471,46,92,37
110011,RO,201911,894,3043,472,43,84,34
110011,RO,201912,874,3003,483,43,73,34
110012,RO,201901,1287,4604,376,71,64,206
110012,RO,201902,1284,4595,397,59,54,201
110012,RO,201903,1281,4609,410,44,64,199
110012,RO,201904,1257,4598,444,50,60,197
110012,RO,201905,1243,4561,455,36,96,193
110012,RO,201906,1181,4309,448,39,97,174
110012,RO,201907,1134,4245,459,42,107,166
110012,RO,201908,1120,4200,462,44,80,162
110012,RO,201909,1037,3901,448,38,89,142
110012,RO,201910,1012,3852,452,33,102,136
110012,RO,201911,977,3748,433,44,96,130
110012,RO,201912,946,3671,452,38,85,125
110013,RO,201901,954,3471,356,66,47,62
110013,RO,201902,934,3420,365,64,73,60
110013,RO,201903,919,3384,381,56,84,59
110013,RO,201904,916,3344,378,44,78,57
110013,RO,201905,960,3395,400,44,85,54
110013,RO,201906,919,3328,394,36,83,49
110013,RO,201907,899,3260,402,37,87,47
110013,RO,201908,896,3241,413,38,83,44
110013,RO,201909,866,3144,411,35,107,39
110013,RO,201910,854,3116,418,35,109,39
110013,RO,201911,823,2977,398,29,85,37
110013,RO,201912,805,2952,395,28,80,36
110014,RO,201901,1067,1833,203,48,38,171
110014,RO,201902,1079,1863,205,47,52,176
110014,RO,201903,1088,1839,210,45,58,172
110014,RO,201904,1096,1847,223,45,51,177
110014,RO,201905,1080,1834,232,46,52,175
110014,RO,201906,1036,1778,234,43,52,170
110014,RO,201907,1009,1753,238,43,56,168
110014,RO,201908,996,1734,249,42,53,158
110014,RO,201909,974,1703,251,44,63,149
110014,RO,201910,972,1693,257,36,61,144
110014,RO,201911,945,1646,253,30,49,141
110014,RO,201912,939,1636,261,29,42,138
110015,RO,201901,469,1615,139,28,30,100
110015,RO,201902,471,1618,142,27,40,103
110015,RO,201903,471,1625,145,36,51,113
110015,RO,201904,477,1635,148,28,35,118
110015,RO,201905,479,1625,158,23,41,114
110015,RO,201906,459,1565,168,21,41,112
110015,RO,201907,467,1570,171,21,43,111
110015,RO,201908,471,1564,179,22,43,113
110015,RO,201909,461,1524,166,18,53,108
110015,RO,201910,462,1493,176,23,48,112
110015,RO,201911,451,1433,168,20,39,113
110015,RO,201912,458,1428,175,20,37,116
110018,RO,201901,529,1383,151,28,23,101
110018,RO,201902,531,1384,157,28,28,102
110018,RO,201903,533,1367,162,22,36,123
110018,RO,201904,562,1395,169,17,26,148
110018,RO,201905,581,1451,180,17,33,154
110018,RO,201906,558,1357,177,18,36,149
110018,RO,201907,555,1357,181,16,37,149
110018,RO,201908,560,1360,186,16,28,149
110018,RO,201909,543,1297,184,16,39,147
110018,RO,201910,540,1295,188,18,41,141
110018,RO,201911,517,1265,176,16,33,142
110018,RO,201912,514,1271,181,11,29,137
110020,RO,201901,18961,40112,4110,709,668,4303
110020,RO,201902,19089,40288,4286,694,698,4305
110020,RO,201903,19374,40717,4470,652,762,4343
110020,RO,201904,19474,40763,4604,634,683,4243
110020,RO,201905,20004,41417,4818,637,767,4315
110020,RO,201906,19484,40389,4697,600,778,4171
110020,RO,201907,19163,39920,4919,600,921,4071
110020,RO,201908,19126,39764,5059,594,798,3985
110020,RO,201909,18681,38659,5077,583,971,3817
110020,RO,201910,18600,38450,5212,536,1019,3783
110020,RO,201911,17944,36978,5048,444,946,3570
110020,RO,201912,17929,36920,5169,449,928,3545
110025,RO,201901,1513,2250,232,64,90,540
110025,RO,201902,1528,2239,246,64,89,532
110025,RO,201903,1529,2234,253,58,90,517
110025,RO,201904,1516,2223,265,61,79,502
110025,RO,201905,1523,2225,274,57,93,494
110025,RO,201906,1480,2167,264,57,90,472
110025,RO,201907,1443,2123,270,54,93,451
110025,RO,201908,1452,2130,279,53,81,444
110025,RO,201909,1397,2049,276,50,79,405
110025,RO,201910,1389,2053,292,42,81,404
110025,RO,201911,1310,1966,287,45,73,376
110025,RO,201912,1303,1962,290,43,66,380
110026,RO,201901,128,252,30,3,14,29
110026,RO,201902,122,245,31,3,13,27
110026,RO,201903,129,266,31,3,12,28
110026,RO,201904,123,245,30,4,11,29
110026,RO,201905,125,256,30,2,13,39
110026,RO,201906,119,257,29,4,13,41
110026,RO,201907,106,249,31,8,10,37
110026,RO,201908,105,247,33,9,9,38
110026,RO,201909,103,238,33,10,7,36
110026,RO,201910,103,243,34,9,4,36
110026,RO,201911,100,242,33,10,5,36
110026,RO,201912,101,247,34,9,5,40
110028,RO,201901,625,2305,243,41,23,106
110028,RO,201902,634,2318,249,40,23,111
110028,RO,201903,644,2374,257,41,40,105
110028,RO,201904,661,2376,266,30,37,106
110028,RO,201905,656,2417,268,34,49,109
110028,RO,201906,654,2350,263,34,54,108
110028,RO,201907,636,2313,267,36,64,106
110028,RO,201908,638,2293,276,28,61,112
110028,RO,201909,622,2215,275,33,75,108
110028,RO,201910,608,2200,285,32,76,105
110028,RO,201911,585,2123,269,29,75,103
110028,RO,201912,585,2115,275,31,65,101
110029,RO,201901,325,578,47,11,15,72
110029,RO,201902,325,585,51,13,16,70
110029,RO,201903,321,587,52,14,19,68
110029,RO,201904,321,592,54,16,16,67
110029,RO,201905,322,601,58,18,22,69
110029,RO,201906,323,600,57,13,21,68
110029,RO,201907,317,588,58,12,21,65
110029,RO,201908,318,589,59,13,18,60
110029,RO,201909,311,579,59,13,19,56
110029,RO,201910,304,571,61,10,19,54
110029,RO,201911,295,559,58,8,18,52
110029,RO,201912,296,553,57,11,17,50
110030,RO,201901,2328,5470,498,97,62,726
110030,RO,201902,2317,5446,521,92,85,702
110030,RO,201903,2313,5487,543,101,133,650
110030,RO,201904,2270,5422,561,102,129,593
110030,RO,201905,2283,5493,576,99,156,562
110030,RO,201906,2195,5272,573,90,160,524
110030,RO,201907,2120,5179,584,90,157,473
110030,RO,201908,2107,5139,605,88,156,435
110030,RO,201909,1964,4795,585,75,149,389
110030,RO,201910,1937,4745,600,62,157,370
110030,RO,201911,1864,4579,563,48,144,333
110030,RO,201912,1849,4543,583,45,113,321
110032,RO,201901,492,1349,144,28,42,66
110032,RO,201902,496,1357,150,29,39,66
110032,RO,201903,497,1376,159,39,36,67
110032,RO,201904,505,1384,162,30,30,66
110032,RO,201905,504,1369,173,24,36,63
110032,RO,201906,493,1297,168,22,32,59
110032,RO,201907,484,1277,177,19,38,54
110032,RO,201908,477,1247,189,19,28,52
110032,RO,201909,458,1200,192,17,27,52
110032,RO,201910,455,1191,198,13,26,51
110032,RO,201911,431,1102,193,15,27,49
110032,RO,201912,429,1096,193,16,27,48
110033,RO,201901,798,2474,290,24,34,146
110033,RO,201902,786,2480,302,26,31,151
110033,RO,201903,788,2494,308,20,33,148
110033,RO,201904,790,2505,318,18,31,149
110033,RO,201905,801,2517,326,22,39,145
110033,RO,201906,780,2446,319,28,40,139
110033,RO,201907,758,2404,321,26,46,132
110033,RO,201908,747,2393,326,25,37,135
110033,RO,201909,725,2333,322,24,47,131
110033,RO,201910,724,2313,340,21,50,132
110033,RO,201911,694,2221,314,22,58,130
110033,RO,201912,700,2226,320,18,59,123
110034,RO,201901,986,1838,220,38,42,35
110034,RO,201902,981,1847,226,37,43,34
110034,RO,201903,965,1858,227,33,48,34
110034,RO,201904,971,1873,237,30,46,36
110034,RO,201905,964,1852,247,32,60,36
110034,RO,201906,932,1811,245,35,63,34
110034,RO,201907,913,1782,255,33,66,33
110034,RO,201908,905,1757,266,34,54,29
110034,RO,201909,876,1735,266,36,53,27
110034,RO,201910,862,1736,269,39,60,26
110034,RO,201911,816,1661,266,32,55,23
110034,RO,201912,816,1665,273,31,52,23
110037,RO,201901,613,1162,127,19,24,121
110037,RO,201902,615,1150,136,20,26,124
110037,RO,201903,614,1159,139,17,33,124
110037,RO,201904,618,1163,151,14,29,126
110037,RO,201905,621,1163,154,17,42,130
110037,RO,201906,610,1140,160,20,41,126
110037,RO,201907,598,1126,165,19,38,122
110037,RO,201908,595,1129,164,21,32,122
110037,RO,201909,585,1107,162,20,37,123
110037,RO,201910,594,1112,167,23,37,123
110037,RO,201911,572,1090,166,19,36,120
110037,RO,201912,576,1103,169,17,32,124
110040,RO,201901,657,1731,164,53,24,62
110040,RO,201902,653,1711,167,51,32,66
110040,RO,201903,637,1713,176,43,54,66
110040,RO,201904,643,1708,184,47,53,65
110040,RO,201905,643,1700,187,40,62,70
110040,RO,201906,637,1704,194,42,62,72
110040,RO,201907,638,1683,187,39,64,65
110040,RO,201908,637,1665,189,46,58,67
110040,RO,201909,628,1626,195,41,64,65
110040,RO,201910,623,1621,196,33,62,62
110040,RO,201911,596,1552,193,33,56,59
110040,RO,201912,597,1547,205,30,44,62
110045,RO,201901,1495,3318,335,60,45,234
110045,RO,201902,1514,3351,344,57,49,235
110045,RO,201903,1506,3339,355,51,64,233
110045,RO,201904,1492,3274,375,44,60,233
110045,RO,201905,1534,3318,396,47,82,238
110045,RO,201906,1500,3201,396,56,79,235
110045,RO,201907,1478,3146,399,49,82,231
110045,RO,201908,1461,3125,410,50,72,226
110045,RO,201909,1439,3066,408,48,97,209
110045,RO,201910,1416,3020,425,56,105,205
110045,RO,201911,1339,2888,404,58,103,188
110045,RO,201912,1315,2881,409,52,86,188
110050,RO,201901,380,923,113,25,31,12
110050,RO,201902,401,963,119,23,39,13
110050,RO,201903,375,935,122,24,40,14
110050,RO,201904,371,926,125,23,31,14
110050,RO,201905,365,927,128,21,33,14
110050,RO,201906,345,896,131,17,31,15
110050,RO,201907,334,880,134,11,33,14
110050,RO,201908,332,885,135,14,33,15
110050,RO,201909,322,858,139,15,31,16
110050,RO,201910,316,854,143,15,22,16
110050,RO,201911,288,824,136,14,18,14
110050,RO,201912,286,827,138,15,16,15
110060,RO,201901,93,385,56,6,5,9
110060,RO,201902,92,381,53,7,10,10
110060,RO,201903,90,379,55,8,14,9
110060,RO,201904,90,385,56,5,11,9
110060,RO,201905,96,415,57,5,14,11
110060,RO,201906,87,394,54,6,13,10
110060,RO,201907,90,394,54,6,14,9
110060,RO,201908,84,384,56,6,13,10
110060,RO,201909,76,366,53,5,13,10
110060,RO,201910,76,367,55,6,12,9
110060,RO,201911,73,350,55,6,10,8
110060,RO,201912,75,343,56,4,6,8
110070,RO,201901,421,1128,113,24,24,53
110070,RO,201902,414,1131,112,22,18,53
110070,RO,201903,398,1124,108,23,12,53
110070,RO,201904,393,1123,110,22,10,56
110070,RO,201905,381,1074,114,16,11,58
110070,RO,201906,369,1041,114,10,11,57
110070,RO,201907,363,1028,118,9,14,59
110070,RO,201908,353,1023,117,10,14,56
110070,RO,201909,347,995,114,9,22,50
110070,RO,201910,342,982,116,8,21,51
110070,RO,201911,306,893,115,9,21,53
110070,RO,201912,303,878,119,9,24,55
110080,RO,201901,2759,4451,466,121,58,265
110080,RO,201902,2792,4497,485,120,52,252
110080,RO,201903,2849,4582,505,119,88,241
110080,RO,201904,2825,4529,526,110,76,228
110080,RO,201905,2870,4550,543,107,103,251
110080,RO,201906,2817,4538,547,114,107,262
110080,RO,201907,2737,4449,556,108,128,256
110080,RO,201908,2715,4427,580,102,126,258
110080,RO,201909,2645,4337,589,90,147,258
110080,RO,201910,2630,4311,610,87,150,262
110080,RO,201911,2578,4234,609,77,159,275
110080,RO,201912,2572,4205,622,62,145,289
110090,RO,201901,148,268,38,3,6,29
110090,RO,201902,157,279,39,4,6,34
110090,RO,201903,161,291,40,8,5,45
110090,RO,201904,165,295,42,7,5,49
110090,RO,201905,175,309,40,9,6,56
110090,RO,201906,177,299,41,7,5,58
110090,RO,201907,162,284,40,8,5,58
110090,RO,201908,169,284,41,9,5,63
110090,RO,201909,162,274,42,6,10,66
110090,RO,201910,156,270,41,6,11,62
110090,RO,201911,142,248,36,4,11,59
110090,RO,201912,141,241,37,4,11,59
110092,RO,201901,391,800,95,7,3,189
110092,RO,201902,397,810,97,8,8,191
110092,RO,201903,396,819,102,13,10,191
110092,RO,201904,397,823,104,14,10,188
110092,RO,201905,396,839,110,13,12,188
110092,RO,201906,386,835,114,12,12,188
110092,RO,201907,376,831,122,13,13,187
110092,RO,201908,371,815,125,13,12,184
110092,RO,201909,370,817,125,10,17,179
110092,RO,201910,366,803,126,8,16,178
110092,RO,201911,352,778,122,8,17,170
110092,RO,201912,349,771,122,9,13,168
110094,RO,201901,725,2092,242,52,45,105
110094,RO,201902,694,2034,251,43,49,104
110094,RO,201903,701,2066,259,36,54,95
110094,RO,201904,704,2070,273,44,41,94
110094,RO,201905,698,2027,274,30,50,81
110094,RO,201906,665,1970,267,31,48,67
110094,RO,201907,652,1967,270,28,57,60
110094,RO,201908,642,1940,272,31,53,56
110094,RO,201909,613,1894,273,30,70,48
110094,RO,201910,604,1870,273,25,72,43
110094,RO,201911,583,1813,262,29,76,38
110094,RO,201912,585,1822,267,25,67,36
110100,RO,201901,699,1158,140,23,10,112
110100,RO,201902,697,1151,141,21,12,112
110100,RO,201903,693,1145,145,25,15,110
110100,RO,201904,688,1138,150,25,11,106
110100,RO,201905,692,1147,152,24,14,98
110100,RO,201906,674,1109,149,24,16,87
110100,RO,201907,671,1104,151,20,24,86
110100,RO,201908,675,1097,159,20,22,83
110100,RO,201909,657,1089,158,21,24,76
110100,RO,201910,639,1068,166,18,25,73
110100,RO,201911,611,1033,157,23,23,66
110100,RO,201912,603,1012,162,26,28,56
110110,RO,201901,352,1143,117,32,19,38
110110,RO,201902,353,1144,126,31,16,40
110110,RO,201903,349,1144,134,26,19,42
110110,RO,201904,352,1147,134,25,18,41
110110,RO,201905,376,1137,134,29,26,37
110110,RO,201906,344,1096,129,28,31,38
110110,RO,201907,335,1081,134,26,35,38
110110,RO,201908,340,1073,132,20,31,38
110110,RO,201909,327,1037,128,18,35,36
110110,RO,201910,326,1029,127,20,37,34
110110,RO,201911,322,1008,118,14,38,33
110110,RO,201912,325,1001,120,13,39,37
110120,RO,201901,289,671,81,13,9,65
110120,RO,201902,287,659,86,9,9,65
110120,RO,201903,287,675,86,12,9,64
110120,RO,201904,294,683,90,12,8,65
110120,RO,201905,295,677,93,10,16,68
110120,RO,201906,293,663,93,9,17,70
110120,RO,201907,288,641,98,10,18,66
110120,RO,201908,287,638,101,11,13,68
110120,RO,201909,280,618,101,7,16,67
110120,RO,201910,278,621,103,6,19,71
110120,RO,201911,266,595,101,6,18,70
110120,RO,201912,266,588,96,8,20,69
110130,RO,201901,529,1014,125,20,23,147
110130,RO,201902,548,1034,134,26,29,150
110130,RO,201903,559,1055,137,27,28,151
110130,RO,201904,585,1122,146,27,29,163
110130,RO,201905,575,1077,157,30,29,167
110130,RO,201906,557,1052,162,24,29,159
110130,RO,201907,543,1032,166,29,30,152
110130,RO,201908,551,1038,172,24,30,149
110130,RO,201909,528,1002,173,24,46,146
110130,RO,201910,532,990,178,22,41,149
110130,RO,201911,525,963,175,18,39,148
110130,RO,201912,527,958,175,22,40,146
110140,RO,201901,374,1049,142,23,19,95
110140,RO,201902,382,1060,149,20,23,99
110140,RO,201903,376,1037,149,15,22,91
110140,RO,201904,375,1020,147,11,17,91
110140,RO,201905,373,1000,147,13,22,90
110140,RO,201906,363,963,142,13,23,87
110140,RO,201907,360,956,144,9,31,83
110140,RO,201908,354,937,148,10,26,80
110140,RO,201909,352,924,146,15,32,83
110140,RO,201910,354,919,151,16,35,82
110140,RO,201911,330,864,144,13,32,76
110140,RO,201912,332,865,143,12,29,75
110143,RO,201901,265,598,65,17,15,31
110143,RO,201902,263,588,70,16,20,29
110143,RO,201903,264,591,70,14,19,30
110143,RO,201904,259,582,71,15,19,29
110143,RO,201905,257,581,67,16,16,28
110143,RO,201906,226,564,65,14,15,26
110143,RO,201907,216,554,63,10,17,22
110143,RO,201908,214,553,66,11,12,20
110143,RO,201909,205,534,65,10,13,15
110143,RO,201910,202,520,62,8,16,15
110143,RO,201911,198,505,64,5,13,14
110143,RO,201912,197,495,62,5,14,14
110145,RO,201901,208,421,61,8,9,17
110145,RO,201902,203,422,66,7,9,16
110145,RO,201903,202,420,65,8,8,16
110145,RO,201904,193,423,65,9,7,15
110145,RO,201905,196,421,68,6,9,13
110145,RO,201906,187,394,66,5,6,13
110145,RO,201907,177,386,62,4,6,13
110145,RO,201908,179,380,64,4,5,13
110145,RO,201909,178,373,60,4,6,12
110145,RO,201910,178,368,59,6,8,12
110145,RO,201911,167,352,61,8,11,10
110145,RO,201912,166,344,59,8,11,10
110146,RO,201901,142,293,27,8,7,55
110146,RO,201902,142,289,28,6,7,55
110146,RO,201903,146,290,29,5,4,61
110146,RO,201904,142,281,29,3,3,60
110146,RO,201905,141,273,31,2,2,63
110146,RO,201906,139,267,32,3,3,60
110146,RO,201907,136,261,33,3,2,58
110146,RO,201908,136,263,35,3,2,58
110146,RO,201909,133,257,37,2,2,53
110146,RO,201910,136,266,38,3,2,52
110146,RO,201911,134,265,37,4,7,51
110146,RO,201912,134,262,39,3,8,51
110147,RO,201901,145,218,28,5,3,64
110147,RO,201902,147,224,28,5,8,68
110147,RO,201903,142,225,30,4,8,67
110147,RO,201904,135,214,32,3,8,64
110147,RO,201905,142,225,35,2,9,64
110147,RO,201906,137,219,33,2,9,61
110147,RO,201907,132,217,35,5,10,55
110147,RO,201908,134,214,34,5,10,57
110147,RO,201909,128,203,33,5,8,53
110147,RO,201910,127,203,35,5,8,55
110147,RO,201911,120,193,36,4,6,48
110147,RO,201912,121,189,36,5,4,45
110148,RO,201901,55,210,21,0,3,0
110148,RO,201902,57,223,22,0,2,0
110148,RO,201903,59,232,23,,2,
110148,RO,201904,57,226,25,0,0,0
110148,RO,201905,54,219,27,0,1,0
110148,RO,201906,53,215,27,1,1,0
110148,RO,201907,53,215,27,1,1,0
110148,RO,201908,57,227,27,1,1,3
110148,RO,201909,53,215,27,1,1,2
110148,RO,201910,57,217,30,1,1,2
110148,RO,201911,54,206,31,1,0,2
110148,RO,201912,57,207,30,1,3,2
110149,RO,201901,621,1647,202,38,37,55
110149,RO,201902,611,1646,213,37,39,53
110149,RO,201903,612,1653,219,32,42,46
110149,RO,201904,609,1659,237,32,39,47
110149,RO,201905,611,1665,244,36,49,42
110149,RO,201906,589,1618,243,38,52,37
110149,RO,201907,573,1585,247,30,49,34
110149,RO,201908,560,1566,250,28,41,34
110149,RO,201909,543,1515,243,30,46,33
110149,RO,201910,532,1492,247,25,44,33
110149,RO,201911,517,1429,243,23,47,32
110149,RO,201912,508,1416,241,17,44,32
110150,RO,201901,597,1339,132,31,19,38
110150,RO,201902,592,1348,138,26,19,40
110150,RO,201903,614,1410,149,26,21,44
110150,RO,201904,603,1400,152,26,18,44
110150,RO,201905,633,1401,164,27,31,56
110150,RO,201906,621,1347,159,25,28,57
110150,RO,201907,605,1352,160,20,27,57
110150,RO,201908,557,1334,172,17,23,58
110150,RO,201909,513,1295,164,14,34,51
110150,RO,201910,519,1299,166,15,31,52
110150,RO,201911,507,1275,167,11,32,52
110150,RO,201912,505,1262,171,15,36,52
110155,RO,201901,181,343,51,4,6,66
110155,RO,201902,177,344,49,4,5,66
110155,RO,201903,178,340,52,5,6,70
110155,RO,201904,182,345,53,4,6,71
110155,RO,201905,188,345,52,4,8,73
110155,RO,201906,178,332,52,4,9,74
110155,RO,201907,172,326,51,6,8,72
110155,RO,201908,175,337,51,8,5,68
110155,RO,201909,171,335,49,6,6,67
110155,RO,201910,167,329,51,6,6,65
110155,RO,201911,163,317,49,6,6,59
110155,RO,201912,159,314,48,7,7,58
110160,RO,201901,345,877,113,17,13,42
110160,RO,201902,349,878,115,18,15,42
110160,RO,201903,351,888,118,13,22,47
110160,RO,201904,350,873,119,12,16,47
110160,RO,201905,354,876,125,13,16,48
110160,RO,201906,348,846,120,15,15,46
110160,RO,201907,339,835,121,15,18,45
110160,RO,201908,333,829,123,13,16,44
110160,RO,201909,320,802,127,13,23,42
110160,RO,201910,310,788,128,13,23,40
110160,RO,201911,298,775,133,7,23,35
110160,RO,201912,277,753,133,7,20,36
110170,RO,201901,711,1041,121,18,28,196
110170,RO,201902,708,1029,127,19,33,192
110170,RO,201903,700,1039,130,22,32,192
110170,RO,201904,704,1051,136,19,32,185
110170,RO,201905,703,1047,143,20,44,184
110170,RO,201906,691,1024,144,22,45,178
110170,RO,201907,678,1002,155,22,48,171
110170,RO,201908,676,998,160,26,43,167
110170,RO,201909,659,976,154,21,39,167
110170,RO,201910,662,982,159,20,37,166
110170,RO,201911,622,938,146,21,34,156
110170,RO,201912,622,935,148,17,41,153
110175,RO,201901,549,1003,123,13,19,94
110175,RO,201902,545,993,129,14,23,96
110175,RO,201903,550,1000,134,15,18,93
110175,RO,201904,564,1037,140,15,16,93
110175,RO,201905,560,1028,145,17,33,96
110175,RO,201906,558,1015,140,18,32,96
110175,RO,201907,545,999,139,16,34,100
110175,RO,201908,540,1012,144,18,30,101
110175,RO,201909,531,985,146,21,37,99
110175,RO,201910,527,974,148,21,34,97
110175,RO,201911,507,955,144,21,33,95
110175,RO,201912,504,954,146,21,37,93
110180,RO,201901,399,641,69,13,7,131
110180,RO,201902,403,647,70,12,7,134
110180,RO,201903,423,676,73,15,12,151
110180,RO,201904,430,671,76,19,12,160
110180,RO,201905,433,678,81,19,15,166
110180,RO,201906,428,659,83,19,14,167
110180,RO,201907,417,643,82,19,19,166
110180,RO,201908,413,631,87,17,18,173
110180,RO,201909,410,624,83,18,24,172
110180,RO,201910,404,621,87,15,22,174
110180,RO,201911,405,608,88,12,20,176
110180,RO,201912,393,599,91,11,15,176
120001,AC,201901,1587,2789,266,69,82,671
120001,AC,201902,1609,2804,288,73,83,652
120001,AC,201903,1583,2747,302,66,79,629
120001,AC,201904,1591,2762,317,64,71,632
120001,AC,201905,1624,2768,323,66,93,630
120001,AC,201906,1573,2741,336,56,99,606
120001,AC,201907,1530,2693,343,65,104,576
120001,AC,201908,1504,2672,354,63,85,564
120001,AC,201909,1496,2628,354,65,96,539
120001,AC,201910,1472,2624,367,71,95,525
120001,AC,201911,1444,2567,364,71,91,499
