ano,uf_sigla,uf_nome,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia,valor_medio_bf,valor_medio_bf_ajustado,qtd_familias_beneficiarias_bolsa_familia_ajustado
2010,AC,Acre,716262.0,77746624.0,108.54,231.49,59688.0
2010,AL,Alagoas,4889485.0,482955041.0,98.77,210.65,407457.0
2010,AM,Amazonas,3326493.0,363029883.0,109.13,232.74,277208.0
2010,AP,Amapá,541028.0,60244984.0,111.35,237.48,45086.0
2010,BA,Bahia,19731090.0,1938969367.0,98.27,209.58,1644258.0
2010,CE,Ceará,12072826.0,1174401644.0,97.28,207.47,1006069.0
2010,DF,Distrito Federal,918117.0,74719218.0,81.38,173.56,76510.0
2010,ES,Espírito Santo,2248395.0,198301764.0,88.2,188.11,187366.0
2010,GO,Goiás,3800108.0,333388973.0,87.73,187.1,316676.0
2010,MA,Maranhão,10438643.0,1089091298.0,104.33,222.51,869887.0
2010,MG,Minas Gerais,13570058.0,1189570569.0,87.66,186.95,1130838.0
2010,MS,Mato Grosso do Sul,1537115.0,137463646.0,89.43,190.73,128093.0
2010,MT,Mato Grosso,2008880.0,176342099.0,87.78,187.21,167407.0
2010,PA,Pará,8033483.0,860577255.0,107.12,228.46,669457.0
2010,PB,Paraíba,5430694.0,529979555.0,97.59,208.13,452558.0
2010,PE,Pernambuco,12478836.0,1216004851.0,97.45,207.83,1039903.0
2010,PI,Piauí,5012978.0,494678237.0,98.68,210.46,417748.0
2010,PR,Paraná,5685184.0,466013885.0,81.97,174.82,473765.0
2010,RJ,Rio de Janeiro,8102439.0,743584718.0,91.77,195.72,675203.0
2010,RN,Rio Grande do Norte,4028310.0,383736583.0,95.26,203.16,335692.0
2010,RO,Rondônia,1381263.0,134018952.0,97.03,206.94,115105.0
2010,RR,Roraima,502677.0,54983920.0,109.38,233.28,41890.0
2010,RS,Rio Grande do Sul,5419207.0,484177081.0,89.34,190.54,451601.0
2010,SC,Santa Catarina,1768737.0,146604158.0,82.89,176.78,147395.0
2010,SE,Sergipe,2734555.0,272641222.0,99.7,212.63,227880.0
2010,SP,São Paulo,13346131.0,1145282091.0,85.81,183.01,1112178.0
2010,TO,Tocantins,1530179.0,144195247.0,94.23,200.97,127515.0
