ano,uf_sigla,uf_nome,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia,valor_medio_bf,valor_medio_bf_ajustado,qtd_familias_beneficiarias_bolsa_familia_ajustado
2008,AC,Acre,681277.0,60563878.0,88.9,208.73,56773.0
2008,AL,Alagoas,4241516.0,351696815.0,82.92,194.69,353460.0
2008,AM,Amazonas,2673043.0,242908837.0,90.87,213.36,222754.0
2008,AP,Amapá,477149.0,43733436.0,91.66,215.21,39762.0
2008,BA,Bahia,16891298.0,1423078114.0,84.25,197.81,1407608.0
2008,CE,Ceará,10700379.0,891827792.0,83.35,195.7,891698.0
2008,DF,Distrito Federal,920395.0,65316680.0,70.97,166.63,76700.0
2008,ES,Espírito Santo,2187437.0,161518145.0,73.84,173.37,182286.0
2008,GO,Goiás,3079598.0,222049352.0,72.1,169.29,256633.0
2008,MA,Maranhão,8853805.0,802131232.0,90.6,212.72,737817.0
2008,MG,Minas Gerais,12541840.0,937274637.0,74.73,175.46,1045153.0
2008,MS,Mato Grosso do Sul,1302183.0,97638440.0,74.98,176.05,108515.0
2008,MT,Mato Grosso,1536488.0,114421367.0,74.47,174.85,128041.0
2008,PA,Pará,6447037.0,591852085.0,91.8,215.54,537253.0
2008,PB,Paraíba,4975728.0,420649317.0,84.54,198.5,414644.0
2008,PE,Pernambuco,10881781.0,904677146.0,83.14,195.21,906815.0
2008,PI,Piauí,4408374.0,378091695.0,85.77,201.38,367364.0
2008,PR,Paraná,4679825.0,332727194.0,71.1,166.94,389985.0
2008,RJ,Rio de Janeiro,6064881.0,469944175.0,77.49,181.94,505407.0
2008,RN,Rio Grande do Norte,3591147.0,288424121.0,80.32,188.59,299262.0
2008,RO,Rondônia,1150878.0,95337594.0,82.84,194.5,95906.0
2008,RR,Roraima,403195.0,37135525.0,92.1,216.25,33600.0
2008,RS,Rio Grande do Sul,4717102.0,357820394.0,75.86,178.12,393092.0
2008,SC,Santa Catarina,1519290.0,109394246.0,72.0,169.05,126608.0
2008,SE,Sergipe,2206903.0,192078898.0,87.04,204.37,183909.0
2008,SP,São Paulo,12616410.0,910879065.0,72.2,169.52,1051368.0
2008,TO,Tocantins,1273748.0,103330013.0,81.12,190.47,106146.0
