ano,uf_sigla,uf_nome,qtd_familias_beneficiarias_bolsa_familia,valor_repassado_bolsa_familia,valor_medio_bf,valor_medio_bf_ajustado,qtd_familias_beneficiarias_bolsa_familia_ajustado
2011,AC,Acre,693470.0,89185536.0,128.61,257.21,57789.0
2011,AL,Alagoas,5036422.0,574287768.0,114.03,228.05,419702.0
2011,AM,Amazonas,3544348.0,453135908.0,127.85,255.69,295362.0
2011,AP,Amapá,595326.0,78132944.0,131.24,262.47,49610.0
2011,BA,Bahia,20257654.0,2261751025.0,111.65,223.29,1688138.0
2011,CE,Ceará,12581910.0,1393899428.0,110.79,221.57,1048492.0
2011,DF,Distrito Federal,1103814.0,98903976.0,89.6,179.19,91984.0
2011,ES,Espírito Santo,2265893.0,241486561.0,106.57,213.13,188824.0
2011,GO,Goiás,3947186.0,417281223.0,105.72,211.43,328932.0
2011,MA,Maranhão,10830270.0,1296049020.0,119.67,239.33,902522.0
2011,MG,Minas Gerais,13634460.0,1439147557.0,105.55,211.09,1136205.0
2011,MS,Mato Grosso do Sul,1597609.0,172729331.0,108.12,216.23,133134.0
2011,MT,Mato Grosso,2014242.0,217803350.0,108.13,216.25,167854.0
2011,PA,Pará,8576881.0,1065831631.0,124.27,248.53,714740.0
2011,PB,Paraíba,5711691.0,633403412.0,110.9,221.79,475974.0
2011,PE,Pernambuco,13180521.0,1466134573.0,111.23,222.45,1098377.0
2011,PI,Piauí,5264398.0,588808798.0,111.85,223.69,438700.0
2011,PR,Paraná,5420755.0,550938563.0,101.64,203.27,451730.0
2011,RJ,Rio de Janeiro,8441829.0,913166606.0,108.17,216.33,703486.0
2011,RN,Rio Grande do Norte,4100901.0,447792800.0,109.19,218.37,341742.0
2011,RO,Rondônia,1331631.0,151643438.0,113.88,227.75,110969.0
2011,RR,Roraima,541308.0,68796356.0,127.09,254.17,45109.0
2011,RS,Rio Grande do Sul,5360134.0,571783025.0,106.67,213.33,446678.0
2011,SC,Santa Catarina,1683428.0,173824203.0,103.26,206.51,140286.0
2011,SE,Sergipe,2907857.0,330596140.0,113.69,227.37,242321.0
2011,SP,São Paulo,14383203.0,1493753207.0,103.85,207.69,1198600.0
2011,TO,Tocantins,1556872.0,174011530.0,111.77,223.53,129739.0
