Ano,Região,UF,Código do Município,Nome do Município,Localização,Total_abandono_EF2011,Total_abandono_EM2011
2011,Norte,RO,1100080,COSTA MARQUES,Urbana,2.6,13.1
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,3,16.8
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,3,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,0,0
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,3.2,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,2.9,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,6.6,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,6.6,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,3.9,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,14,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.1,16.8
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.2,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,0,0
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,2.3,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,0.8,17.7
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,2.1,13.5
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,2.3,14.3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,0.5,3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,1.4,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,2.8,14.3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,0.7,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,0.7,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,2.4,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,0.3,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,2.5,13.5
2011,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,2.7,14.3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,0.5,3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,1.3,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,3.5,14.3
2011,Norte,RO,1100114,JARU,Total,2.5,10
2011,Norte,RO,1100114,JARU,Total,2.6,10.3
2011,Norte,RO,1100114,JARU,Total,0.4,0
2011,Norte,RO,1100114,JARU,Total,2.4,--
2011,Norte,RO,1100114,JARU,Total,2.8,10.3
2011,Norte,RO,1100114,JARU,Rural,3,11.3
2011,Norte,RO,1100114,JARU,Rural,3,11.3
2011,Norte,RO,1100114,JARU,Rural,2.7,--
2011,Norte,RO,1100114,JARU,Rural,3.6,11.3
2011,Norte,RO,1100114,JARU,Urbana,2.4,9.6
2011,Norte,RO,1100114,JARU,Urbana,2.4,10
2011,Norte,RO,1100114,JARU,Urbana,0.4,0
2011,Norte,RO,1100114,JARU,Urbana,2,--
2011,Norte,RO,1100114,JARU,Urbana,2.7,10
2011,Norte,RO,1100122,JI-PARANA,Total,2.9,11.1
2011,Norte,RO,1100122,JI-PARANA,Total,3,12
2011,Norte,RO,1100122,JI-PARANA,Total,0,1.3
2011,Norte,RO,1100122,JI-PARANA,Total,0.3,--
2011,Norte,RO,1100122,JI-PARANA,Total,--,0.4
2011,Norte,RO,1100122,JI-PARANA,Total,3.7,13.4
2011,Norte,RO,1100122,JI-PARANA,Rural,2.3,5.7
2011,Norte,RO,1100122,JI-PARANA,Rural,2.3,9.6
2011,Norte,RO,1100122,JI-PARANA,Rural,--,2
2011,Norte,RO,1100122,JI-PARANA,Rural,0.4,--
2011,Norte,RO,1100122,JI-PARANA,Rural,5.6,9.6
2011,Norte,RO,1100122,JI-PARANA,Urbana,2.9,11.6
2011,Norte,RO,1100122,JI-PARANA,Urbana,3.2,12.1
2011,Norte,RO,1100122,JI-PARANA,Urbana,0,0.6
2011,Norte,RO,1100122,JI-PARANA,Urbana,0.1,--
2011,Norte,RO,1100122,JI-PARANA,Urbana,--,0.4
2011,Norte,RO,1100122,JI-PARANA,Urbana,3.5,13.6
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Total,3,8.9
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Total,3.1,8.9
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Total,0,--
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Total,3.4,--
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Total,2.4,8.9
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,4.6,14.3
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,4.6,14.3
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,4.6,--
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,--,14.3
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,1.6,8.1
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,1.6,8.1
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,0,--
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,0.3,--
2011,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,2.4,8.1
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,1.2,22.9
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,1.2,22.9
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,1.2,--
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,1,22.9
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,1.4,--
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,1.4,--
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,1.4,--
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,1.1,22.9
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,1.1,22.9
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,1,--
2011,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,1,22.9
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Total,3.1,10.3
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Total,3.2,10.9
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Total,0.8,0
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Total,3.8,--
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Total,2.7,10.9
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,4.7,--
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,4.7,--
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,4.7,--
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,2.8,10.3
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,2.9,10.9
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,0.8,0
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,3.3,--
2011,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,2.7,10.9
2011,Norte,RO,1100189,PIMENTA BUENO,Total,1.9,12.2
2011,Norte,RO,1100189,PIMENTA BUENO,Total,2.1,12.7
2011,Norte,RO,1100189,PIMENTA BUENO,Total,0,0
2011,Norte,RO,1100189,PIMENTA BUENO,Total,0.7,--
2011,Norte,RO,1100189,PIMENTA BUENO,Total,2.8,12.7
2011,Norte,RO,1100189,PIMENTA BUENO,Rural,2.1,--
2011,Norte,RO,1100189,PIMENTA BUENO,Rural,2.1,--
2011,Norte,RO,1100189,PIMENTA BUENO,Rural,2.1,--
2011,Norte,RO,1100189,PIMENTA BUENO,Urbana,1.9,12.2
2011,Norte,RO,1100189,PIMENTA BUENO,Urbana,2,12.7
2011,Norte,RO,1100189,PIMENTA BUENO,Urbana,0,0
2011,Norte,RO,1100189,PIMENTA BUENO,Urbana,0.1,--
2011,Norte,RO,1100189,PIMENTA BUENO,Urbana,2.8,12.7
2011,Norte,RO,1100205,PORTO VELHO,Total,3.7,10.4
2011,Norte,RO,1100205,PORTO VELHO,Total,4.1,12.3
2011,Norte,RO,1100205,PORTO VELHO,Total,0.4,0.6
2011,Norte,RO,1100205,PORTO VELHO,Total,3.2,--
2011,Norte,RO,1100205,PORTO VELHO,Total,--,8.4
2011,Norte,RO,1100205,PORTO VELHO,Total,4.8,12.5
2011,Norte,RO,1100205,PORTO VELHO,Rural,5.2,15.5
2011,Norte,RO,1100205,PORTO VELHO,Rural,5.3,16.3
2011,Norte,RO,1100205,PORTO VELHO,Rural,0,0
2011,Norte,RO,1100205,PORTO VELHO,Rural,5.6,--
2011,Norte,RO,1100205,PORTO VELHO,Rural,4.2,16.3
2011,Norte,RO,1100205,PORTO VELHO,Urbana,3.4,10.1
2011,Norte,RO,1100205,PORTO VELHO,Urbana,3.8,12.1
2011,Norte,RO,1100205,PORTO VELHO,Urbana,0.4,0.6
2011,Norte,RO,1100205,PORTO VELHO,Urbana,1.9,--
2011,Norte,RO,1100205,PORTO VELHO,Urbana,--,8.4
2011,Norte,RO,1100205,PORTO VELHO,Urbana,4.9,12.2
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Total,2.5,6.4
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Total,2.6,6.4
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Total,0,--
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Total,1.9,--
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Total,3,6.4
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,3.1,7.3
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,3.1,7.3
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,2.9,--
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,3.2,7.3
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,2.3,6.2
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,2.4,6.2
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,0,--
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,0.5,--
2011,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,2.8,6.2
2011,Norte,RO,1100262,RIO CRESPO,Total,1.7,11.5
2011,Norte,RO,1100262,RIO CRESPO,Total,1.7,11.5
2011,Norte,RO,1100262,RIO CRESPO,Total,0.3,--
2011,Norte,RO,1100262,RIO CRESPO,Total,3.1,11.5
2011,Norte,RO,1100262,RIO CRESPO,Urbana,1.7,11.5
2011,Norte,RO,1100262,RIO CRESPO,Urbana,1.7,11.5
2011,Norte,RO,1100262,RIO CRESPO,Urbana,0.3,--
2011,Norte,RO,1100262,RIO CRESPO,Urbana,3.1,11.5
2011,Norte,RO,1100288,ROLIM DE MOURA,Total,1.6,11.7
2011,Norte,RO,1100288,ROLIM DE MOURA,Total,1.6,12.1
2011,Norte,RO,1100288,ROLIM DE MOURA,Total,0,0
2011,Norte,RO,1100288,ROLIM DE MOURA,Total,0.4,--
2011,Norte,RO,1100288,ROLIM DE MOURA,Total,2.1,12.1
2011,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2011,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2011,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2011,Norte,RO,1100288,ROLIM DE MOURA,Urbana,1.8,11.7
2011,Norte,RO,1100288,ROLIM DE MOURA,Urbana,1.9,12.1
2011,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0,0
2011,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0.9,--
2011,Norte,RO,1100288,ROLIM DE MOURA,Urbana,2.1,12.1
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,1.1,6.6
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,1.1,6.6
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,0,--
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,1.7,6.6
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,0,--
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,0,--
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,0,--
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,1.3,6.6
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,1.3,6.6
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,0,--
2011,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,1.7,6.6
2011,Norte,RO,1100304,VILHENA,Total,1.1,11
2011,Norte,RO,1100304,VILHENA,Total,1.2,12
2011,Norte,RO,1100304,VILHENA,Total,0,0
2011,Norte,RO,1100304,VILHENA,Total,0.5,--
2011,Norte,RO,1100304,VILHENA,Total,--,0.5
2011,Norte,RO,1100304,VILHENA,Total,1.9,12.9
2011,Norte,RO,1100304,VILHENA,Rural,0.5,--
2011,Norte,RO,1100304,VILHENA,Rural,0.5,--
2011,Norte,RO,1100304,VILHENA,Rural,0.4,--
2011,Norte,RO,1100304,VILHENA,Rural,2.6,--
2011,Norte,RO,1100304,VILHENA,Urbana,1.1,11
2011,Norte,RO,1100304,VILHENA,Urbana,1.1,12
2011,Norte,RO,1100304,VILHENA,Urbana,0,0
2011,Norte,RO,1100304,VILHENA,Urbana,0.5,--
2011,Norte,RO,1100304,VILHENA,Urbana,--,0.5
2011,Norte,RO,1100304,VILHENA,Urbana,1.9,12.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0.6,8.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0.6,8.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0.5,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0.8,8.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,0.5,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,0.5,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,0.5,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0.7,8.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0.7,8.9
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0.6,--
2011,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0.8,8.9
2011,Norte,RO,1100338,NOVA MAMORE,Total,6.3,10.3
2011,Norte,RO,1100338,NOVA MAMORE,Total,6.5,10.3
2011,Norte,RO,1100338,NOVA MAMORE,Total,0,--
2011,Norte,RO,1100338,NOVA MAMORE,Total,6.7,--
2011,Norte,RO,1100338,NOVA MAMORE,Total,6.1,10.3
2011,Norte,RO,1100338,NOVA MAMORE,Rural,7.6,10.6
2011,Norte,RO,1100338,NOVA MAMORE,Rural,7.6,10.6
2011,Norte,RO,1100338,NOVA MAMORE,Rural,7,--
2011,Norte,RO,1100338,NOVA MAMORE,Rural,12.8,10.6
2011,Norte,RO,1100338,NOVA MAMORE,Urbana,4.8,10.1
2011,Norte,RO,1100338,NOVA MAMORE,Urbana,4.9,10.1
2011,Norte,RO,1100338,NOVA MAMORE,Urbana,0,--
2011,Norte,RO,1100338,NOVA MAMORE,Urbana,5.4,--
2011,Norte,RO,1100338,NOVA MAMORE,Urbana,4.8,10.1
2011,Norte,RO,1100346,ALVORADA D'OESTE,Total,0.9,8.9
2011,Norte,RO,1100346,ALVORADA D'OESTE,Total,0.9,8.9
2011,Norte,RO,1100346,ALVORADA D'OESTE,Total,0.8,--
2011,Norte,RO,1100346,ALVORADA D'OESTE,Total,1.1,8.9
2011,Norte,RO,1100346,ALVORADA D'OESTE,Rural,1.5,--
2011,Norte,RO,1100346,ALVORADA D'OESTE,Rural,1.5,--
2011,Norte,RO,1100346,ALVORADA D'OESTE,Rural,1.5,--
2011,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0.8,8.9
2011,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0.8,8.9
2011,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0.3,--
2011,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,1.1,8.9
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,1.7,11.6
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,1.7,11.6
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,1.5,--
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,3.1,11.6
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,2.4,--
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,2.4,--
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,2.4,--
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,1,11.6
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,1,11.6
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,0.1,--
2011,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,3.1,11.6
2011,Norte,RO,1100403,ALTO PARAISO,Total,3.1,16.9
2011,Norte,RO,1100403,ALTO PARAISO,Total,3.1,16.9
2011,Norte,RO,1100403,ALTO PARAISO,Total,3.1,--
2011,Norte,RO,1100403,ALTO PARAISO,Total,3.2,16.9
2011,Norte,RO,1100403,ALTO PARAISO,Rural,3.5,--
2011,Norte,RO,1100403,ALTO PARAISO,Rural,3.5,--
2011,Norte,RO,1100403,ALTO PARAISO,Rural,3.5,--
2011,Norte,RO,1100403,ALTO PARAISO,Urbana,2.9,16.9
2011,Norte,RO,1100403,ALTO PARAISO,Urbana,2.9,16.9
2011,Norte,RO,1100403,ALTO PARAISO,Urbana,2.4,--
2011,Norte,RO,1100403,ALTO PARAISO,Urbana,3.2,16.9
2011,Norte,RO,1100452,BURITIS,Total,4.5,12.1
2011,Norte,RO,1100452,BURITIS,Total,4.6,12.1
2011,Norte,RO,1100452,BURITIS,Total,0,--
2011,Norte,RO,1100452,BURITIS,Total,2.7,--
2011,Norte,RO,1100452,BURITIS,Total,7,12.1
2011,Norte,RO,1100452,BURITIS,Rural,4,--
2011,Norte,RO,1100452,BURITIS,Rural,4,--
2011,Norte,RO,1100452,BURITIS,Rural,4,--
2011,Norte,RO,1100452,BURITIS,Urbana,4.8,12.1
2011,Norte,RO,1100452,BURITIS,Urbana,4.8,12.1
2011,Norte,RO,1100452,BURITIS,Urbana,0,--
2011,Norte,RO,1100452,BURITIS,Urbana,1.1,--
2011,Norte,RO,1100452,BURITIS,Urbana,7,12.1
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,1.5,6.3
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,1.5,7.5
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,--,0.9
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,0.3,--
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,2.4,7.5
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,0,0.9
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,0,--
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,--,0.9
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,0,--
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,1.6,7.5
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,1.6,7.5
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,0.3,--
2011,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,2.4,7.5
2011,Norte,RO,1100601,CACAULANDIA,Total,1.9,4.1
