Ano;Região;UF;Código do Município;Nome do Município;Localização;Total Abandono Ens. Fundamental;Total Abandono no Ens. Médio
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;14.8;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;0.6;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;2.5;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;2.5;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;3.8;19.1
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0.7;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;1.6;19.1
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;1.6;19.1
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;1;19.1
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0.8;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;--
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0.9;19.1
2009;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0.8;19.1
2009;Norte;RO;1100023;ARIQUEMES;Rural;2.9;--
2009;Norte;RO;1100023;ARIQUEMES;Rural;2.9;--
2009;Norte;RO;1100023;ARIQUEMES;Rural;2.9;--
2009;Norte;RO;1100023;ARIQUEMES;Total;0.5;10.5
2009;Norte;RO;1100023;ARIQUEMES;Total;1.8;--
2009;Norte;RO;1100023;ARIQUEMES;Total;0;0
2009;Norte;RO;1100023;ARIQUEMES;Total;1.7;10.5
2009;Norte;RO;1100023;ARIQUEMES;Total;1.6;9.9
2009;Norte;RO;1100023;ARIQUEMES;Urbana;0.5;10.5
2009;Norte;RO;1100023;ARIQUEMES;Urbana;1.6;--
2009;Norte;RO;1100023;ARIQUEMES;Urbana;0;0
2009;Norte;RO;1100023;ARIQUEMES;Urbana;1.4;10.5
2009;Norte;RO;1100023;ARIQUEMES;Urbana;1.4;9.9
2009;Norte;RO;1100031;CABIXI;Total;0;13
2009;Norte;RO;1100031;CABIXI;Total;0;--
2009;Norte;RO;1100031;CABIXI;Total;0;13
2009;Norte;RO;1100031;CABIXI;Total;0;13
2009;Norte;RO;1100031;CABIXI;Urbana;0;13
2009;Norte;RO;1100031;CABIXI;Urbana;0;--
2009;Norte;RO;1100031;CABIXI;Urbana;0;13
2009;Norte;RO;1100031;CABIXI;Urbana;0;13
2009;Norte;RO;1100049;CACOAL;Rural;0;--
2009;Norte;RO;1100049;CACOAL;Rural;1.3;--
2009;Norte;RO;1100049;CACOAL;Rural;--;0
2009;Norte;RO;1100049;CACOAL;Rural;1.2;--
2009;Norte;RO;1100049;CACOAL;Rural;1.2;0
2009;Norte;RO;1100049;CACOAL;Total;1.6;15.7
2009;Norte;RO;1100049;CACOAL;Total;1;--
2009;Norte;RO;1100049;CACOAL;Total;0;0
2009;Norte;RO;1100049;CACOAL;Total;1.2;15.7
2009;Norte;RO;1100049;CACOAL;Total;1;13.5
2009;Norte;RO;1100049;CACOAL;Urbana;1.8;15.7
2009;Norte;RO;1100049;CACOAL;Urbana;0.9;--
2009;Norte;RO;1100049;CACOAL;Urbana;0;0
2009;Norte;RO;1100049;CACOAL;Urbana;1.2;15.7
2009;Norte;RO;1100049;CACOAL;Urbana;1;13.9
2009;Norte;RO;1100056;CEREJEIRAS;Rural;6.2;--
2009;Norte;RO;1100056;CEREJEIRAS;Rural;6.2;--
2009;Norte;RO;1100056;CEREJEIRAS;Rural;6.2;--
2009;Norte;RO;1100056;CEREJEIRAS;Total;0;11.6
2009;Norte;RO;1100056;CEREJEIRAS;Total;2.2;--
2009;Norte;RO;1100056;CEREJEIRAS;Total;--;0
2009;Norte;RO;1100056;CEREJEIRAS;Total;1.3;11.6
2009;Norte;RO;1100056;CEREJEIRAS;Total;1.3;11.2
2009;Norte;RO;1100056;CEREJEIRAS;Urbana;0;11.6
2009;Norte;RO;1100056;CEREJEIRAS;Urbana;0.9;--
2009;Norte;RO;1100056;CEREJEIRAS;Urbana;--;0
2009;Norte;RO;1100056;CEREJEIRAS;Urbana;0.5;11.6
2009;Norte;RO;1100056;CEREJEIRAS;Urbana;0.5;11.2
2009;Norte;RO;1100064;COLORADO DO OESTE;Rural;--;0.8
2009;Norte;RO;1100064;COLORADO DO OESTE;Rural;0;--
2009;Norte;RO;1100064;COLORADO DO OESTE;Rural;0;0.8
2009;Norte;RO;1100064;COLORADO DO OESTE;Rural;0;0.8
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;0;2.5
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;--;0.8
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;0;--
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;0;--
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;0;2
2009;Norte;RO;1100064;COLORADO DO OESTE;Total;0;2
2009;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;2.5
2009;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;--
2009;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;--
2009;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;2.5
