Ano;Região;UF;Código do Município;Nome do Município;Localização;Total.2;Total  .2
2021;Nordeste;RN;2414209;Tibau do Sul;Rural;20;--
2021;Nordeste;RN;2414209;Tibau do Sul;Total;2.5;--
2021;Nordeste;RN;2414209;Tibau do Sul;Urbana;3.9;--
2021;Nordeste;RN;2414209;Tibau do Sul;Rural;0.7;--
2021;Nordeste;RN;2414209;Tibau do Sul;Total;0.3;--
2021;Nordeste;RN;2414209;Tibau do Sul;Urbana;0.3;--
2021;Nordeste;RN;2414209;Tibau do Sul;Total;4;22
2021;Nordeste;RN;2414209;Tibau do Sul;Urbana;3.9;22
2021;Nordeste;RN;2414209;Tibau do Sul;Rural;4;--
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Total;3.2;0
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Urbana;3.2;0
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Total;--;0
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Urbana;--;0
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Total;3.2;--
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Urbana;3.2;--
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Total;3.2;0
2021;Nordeste;RN;2414308;Timbaúba dos Batistas;Urbana;3.2;0
2021;Nordeste;RN;2414407;Touros;Total;2.1;1.1
2021;Nordeste;RN;2414407;Touros;Urbana;0.8;1.1
2021;Nordeste;RN;2414407;Touros;Rural;3.1;--
2021;Nordeste;RN;2414407;Touros;Total;0.9;1.1
2021;Nordeste;RN;2414407;Touros;Urbana;0.9;1.1
2021;Nordeste;RN;2414407;Touros;Total;2.6;--
2021;Nordeste;RN;2414407;Touros;Urbana;0.9;--
2021;Nordeste;RN;2414407;Touros;Rural;3.2;--
2021;Nordeste;RN;2414407;Touros;Total;0.7;--
2021;Nordeste;RN;2414407;Touros;Urbana;0.7;--
2021;Nordeste;RN;2414407;Touros;Rural;0;--
2021;Nordeste;RN;2414407;Touros;Total;2.4;1.1
2021;Nordeste;RN;2414407;Touros;Urbana;1;1.1
2021;Nordeste;RN;2414407;Touros;Rural;3.2;--
2021;Nordeste;RN;2414456;Triunfo Potiguar;Total;8.2;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Urbana;7.8;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Rural;9.2;--
2021;Nordeste;RN;2414456;Triunfo Potiguar;Total;8;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Urbana;8;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Total;8.3;--
2021;Nordeste;RN;2414456;Triunfo Potiguar;Urbana;7.6;--
2021;Nordeste;RN;2414456;Triunfo Potiguar;Rural;9.2;--
2021;Nordeste;RN;2414456;Triunfo Potiguar;Total;8.2;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Urbana;7.8;38.7
2021;Nordeste;RN;2414456;Triunfo Potiguar;Rural;9.2;--
2021;Nordeste;RN;2414506;Umarizal;Total;4.1;14
2021;Nordeste;RN;2414506;Umarizal;Urbana;4.2;14
2021;Nordeste;RN;2414506;Umarizal;Rural;0;--
2021;Nordeste;RN;2414506;Umarizal;Total;7.8;14.4
2021;Nordeste;RN;2414506;Umarizal;Urbana;7.8;14.4
2021;Nordeste;RN;2414506;Umarizal;Total;2.3;--
2021;Nordeste;RN;2414506;Umarizal;Urbana;2.6;--
2021;Nordeste;RN;2414506;Umarizal;Rural;0;--
2021;Nordeste;RN;2414506;Umarizal;Total;0.4;0
2021;Nordeste;RN;2414506;Umarizal;Urbana;0.4;0
2021;Nordeste;RN;2414506;Umarizal;Total;5;14.4
2021;Nordeste;RN;2414506;Umarizal;Urbana;5.3;14.4
2021;Nordeste;RN;2414506;Umarizal;Rural;0;--
2021;Nordeste;RN;2414605;Upanema;Total;2.2;3
2021;Nordeste;RN;2414605;Upanema;Urbana;0.8;3
2021;Nordeste;RN;2414605;Upanema;Rural;5.3;--
2021;Nordeste;RN;2414605;Upanema;Total;2.4;3
2021;Nordeste;RN;2414605;Upanema;Urbana;2.4;3
2021;Nordeste;RN;2414605;Upanema;Total;2.5;--
2021;Nordeste;RN;2414605;Upanema;Urbana;0.2;--
2021;Nordeste;RN;2414605;Upanema;Rural;5.3;--
2021;Nordeste;RN;2414605;Upanema;Total;0;--
2021;Nordeste;RN;2414605;Upanema;Urbana;0;--
2021;Nordeste;RN;2414605;Upanema;Total;2.5;3
2021;Nordeste;RN;2414605;Upanema;Urbana;0.9;3
2021;Nordeste;RN;2414605;Upanema;Rural;5.3;--
2021;Nordeste;RN;2414704;Várzea;Total;4.6;15.4
2021;Nordeste;RN;2414704;Várzea;Urbana;4.6;15.4
2021;Nordeste;RN;2414704;Várzea;Total;1.3;15.4
2021;Nordeste;RN;2414704;Várzea;Urbana;1.3;15.4
2021;Nordeste;RN;2414704;Várzea;Total;8.4;--
2021;Nordeste;RN;2414704;Várzea;Urbana;8.4;--
2021;Nordeste;RN;2414704;Várzea;Total;0.3;--
2021;Nordeste;RN;2414704;Várzea;Urbana;0.3;--
2021;Nordeste;RN;2414704;Várzea;Total;7.3;15.4
2021;Nordeste;RN;2414704;Várzea;Urbana;7.3;15.4
2021;Nordeste;RN;2414753;Venha-Ver;Total;2.8;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Urbana;3.8;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Rural;0;--
2021;Nordeste;RN;2414753;Venha-Ver;Total;--;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Urbana;--;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Total;2.8;--
2021;Nordeste;RN;2414753;Venha-Ver;Urbana;3.8;--
2021;Nordeste;RN;2414753;Venha-Ver;Rural;0;--
2021;Nordeste;RN;2414753;Venha-Ver;Total;2.8;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Urbana;3.8;22.4
2021;Nordeste;RN;2414753;Venha-Ver;Rural;0;--
2021;Nordeste;RN;2414803;Vera Cruz;Total;1.1;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Urbana;0;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Rural;2.2;--
2021;Nordeste;RN;2414803;Vera Cruz;Total;4.9;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Urbana;--;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Rural;4.9;--
2021;Nordeste;RN;2414803;Vera Cruz;Total;0.8;--
2021;Nordeste;RN;2414803;Vera Cruz;Urbana;0;--
2021;Nordeste;RN;2414803;Vera Cruz;Rural;1.7;--
2021;Nordeste;RN;2414803;Vera Cruz;Total;0;--
2021;Nordeste;RN;2414803;Vera Cruz;Urbana;0;--
2021;Nordeste;RN;2414803;Vera Cruz;Total;1.2;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Urbana;0;9.4
2021;Nordeste;RN;2414803;Vera Cruz;Rural;2.2;--
2021;Nordeste;RN;2414902;Viçosa;Total;0;23.4
2021;Nordeste;RN;2414902;Viçosa;Urbana;0;23.4
2021;Nordeste;RN;2414902;Viçosa;Total;--;23.4
2021;Nordeste;RN;2414902;Viçosa;Urbana;--;23.4
2021;Nordeste;RN;2414902;Viçosa;Total;0;--
2021;Nordeste;RN;2414902;Viçosa;Urbana;0;--
2021;Nordeste;RN;2414902;Viçosa;Total;0;23.4
2021;Nordeste;RN;2414902;Viçosa;Urbana;0;23.4
2021;Nordeste;RN;2415008;Vila Flor;Total;9.3;14.3
2021;Nordeste;RN;2415008;Vila Flor;Urbana;9.3;14.3
2021;Nordeste;RN;2415008;Vila Flor;Total;16.7;14.3
2021;Nordeste;RN;2415008;Vila Flor;Urbana;16.7;14.3
2021;Nordeste;RN;2415008;Vila Flor;Total;8;--
2021;Nordeste;RN;2415008;Vila Flor;Urbana;8;--
2021;Nordeste;RN;2415008;Vila Flor;Total;4.5;--
2021;Nordeste;RN;2415008;Vila Flor;Urbana;4.5;--
2021;Nordeste;RN;2415008;Vila Flor;Total;9.5;14.3
2021;Nordeste;RN;2415008;Vila Flor;Urbana;9.5;14.3
2021;Nordeste;PB;2500106;Água Branca;Total;0.2;0
2021;Nordeste;PB;2500106;Água Branca;Urbana;0.4;0
2021;Nordeste;PB;2500106;Água Branca;Rural;0;--
2021;Nordeste;PB;2500106;Água Branca;Total;0;0
2021;Nordeste;PB;2500106;Água Branca;Urbana;0;0
2021;Nordeste;PB;2500106;Água Branca;Total;0.3;--
2021;Nordeste;PB;2500106;Água Branca;Urbana;0.4;--
2021;Nordeste;PB;2500106;Água Branca;Rural;0;--
2021;Nordeste;PB;2500106;Água Branca;Total;0.2;0
2021;Nordeste;PB;2500106;Água Branca;Urbana;0.4;0
2021;Nordeste;PB;2500106;Água Branca;Rural;0;--
2021;Nordeste;PB;2500205;Aguiar;Total;2.5;1.3
2021;Nordeste;PB;2500205;Aguiar;Urbana;2.9;1.3
2021;Nordeste;PB;2500205;Aguiar;Rural;0;--
2021;Nordeste;PB;2500205;Aguiar;Total;2.9;1.3
2021;Nordeste;PB;2500205;Aguiar;Urbana;2.9;1.3
2021;Nordeste;PB;2500205;Aguiar;Total;2.5;--
2021;Nordeste;PB;2500205;Aguiar;Urbana;2.8;--
2021;Nordeste;PB;2500205;Aguiar;Rural;0;--
2021;Nordeste;PB;2500205;Aguiar;Total;2.5;1.3
2021;Nordeste;PB;2500205;Aguiar;Urbana;2.9;1.3
2021;Nordeste;PB;2500205;Aguiar;Rural;0;--
2021;Nordeste;PB;2500304;Alagoa Grande;Total;4.8;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Urbana;4;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Rural;6.7;--
2021;Nordeste;PB;2500304;Alagoa Grande;Total;0.2;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Urbana;0.2;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Total;7.1;--
2021;Nordeste;PB;2500304;Alagoa Grande;Urbana;7.5;--
2021;Nordeste;PB;2500304;Alagoa Grande;Rural;6.7;--
2021;Nordeste;PB;2500304;Alagoa Grande;Total;0.2;0.9
2021;Nordeste;PB;2500304;Alagoa Grande;Urbana;0.2;0.9
2021;Nordeste;PB;2500304;Alagoa Grande;Total;5.4;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Urbana;4.7;0.8
2021;Nordeste;PB;2500304;Alagoa Grande;Rural;6.7;--
2021;Nordeste;PB;2500403;Alagoa Nova;Total;0.8;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Urbana;0.7;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Rural;1;--
2021;Nordeste;PB;2500403;Alagoa Nova;Total;0.7;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Urbana;0.7;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Total;0.9;--
2021;Nordeste;PB;2500403;Alagoa Nova;Urbana;0.8;--
2021;Nordeste;PB;2500403;Alagoa Nova;Rural;1;--
2021;Nordeste;PB;2500403;Alagoa Nova;Total;0.6;--
2021;Nordeste;PB;2500403;Alagoa Nova;Urbana;0.6;--
2021;Nordeste;PB;2500403;Alagoa Nova;Total;0.8;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Urbana;0.7;7.6
2021;Nordeste;PB;2500403;Alagoa Nova;Rural;1;--
2021;Nordeste;PB;2500502;Alagoinha;Total;1;1.2
2021;Nordeste;PB;2500502;Alagoinha;Urbana;1.1;1.2
2021;Nordeste;PB;2500502;Alagoinha;Rural;0.8;--
2021;Nordeste;PB;2500502;Alagoinha;Total;0;1.2
2021;Nordeste;PB;2500502;Alagoinha;Urbana;0;1.2
2021;Nordeste;PB;2500502;Alagoinha;Total;1.2;--
2021;Nordeste;PB;2500502;Alagoinha;Urbana;1.3;--
2021;Nordeste;PB;2500502;Alagoinha;Rural;0.8;--
2021;Nordeste;PB;2500502;Alagoinha;Total;0;--
2021;Nordeste;PB;2500502;Alagoinha;Urbana;0;--
2021;Nordeste;PB;2500502;Alagoinha;Total;1.2;1.2
2021;Nordeste;PB;2500502;Alagoinha;Urbana;1.2;1.2
2021;Nordeste;PB;2500502;Alagoinha;Rural;0.8;--
2021;Nordeste;PB;2500536;Alcantil;Total;0.3;5.8
2021;Nordeste;PB;2500536;Alcantil;Urbana;0.4;5.8
2021;Nordeste;PB;2500536;Alcantil;Rural;0.4;--
2021;Nordeste;PB;2500536;Alcantil;Total;--;5.8
2021;Nordeste;PB;2500536;Alcantil;Urbana;--;5.8
2021;Nordeste;PB;2500536;Alcantil;Total;0.3;--
2021;Nordeste;PB;2500536;Alcantil;Urbana;0.4;--
2021;Nordeste;PB;2500536;Alcantil;Rural;0.4;--
2021;Nordeste;PB;2500536;Alcantil;Total;0.3;5.8
2021;Nordeste;PB;2500536;Alcantil;Urbana;0.4;5.8
2021;Nordeste;PB;2500536;Alcantil;Rural;0.4;--
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Total;3;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Urbana;3.4;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Rural;0;--
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Total;--;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Urbana;--;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Total;3;--
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Urbana;3.4;--
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Rural;0;--
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Total;3;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Urbana;3.4;0
2021;Nordeste;PB;2500577;Algodão de Jandaíra;Rural;0;--
2021;Nordeste;PB;2500601;Alhandra;Total;3.2;8.5
2021;Nordeste;PB;2500601;Alhandra;Urbana;5.8;16
2021;Nordeste;PB;2500601;Alhandra;Rural;1.4;0
2021;Nordeste;PB;2500601;Alhandra;Total;0.8;8.5
2021;Nordeste;PB;2500601;Alhandra;Urbana;4.7;16
2021;Nordeste;PB;2500601;Alhandra;Rural;0;0
2021;Nordeste;PB;2500601;Alhandra;Total;4.6;--
2021;Nordeste;PB;2500601;Alhandra;Urbana;7.1;--
2021;Nordeste;PB;2500601;Alhandra;Rural;2.3;--
2021;Nordeste;PB;2500601;Alhandra;Total;0;--
2021;Nordeste;PB;2500601;Alhandra;Urbana;0;--
2021;Nordeste;PB;2500601;Alhandra;Total;3.5;8.5
2021;Nordeste;PB;2500601;Alhandra;Urbana;6.9;16
2021;Nordeste;PB;2500601;Alhandra;Rural;1.4;0
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Total;0.4;0.7
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Urbana;0.5;0.8
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Rural;0;0
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Total;1.1;0.7
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Urbana;1.2;0.8
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Rural;0;0
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Total;0;--
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Urbana;0;--
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Rural;0;--
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Total;0.6;--
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Urbana;0.6;--
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Total;0.4;0.7
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Urbana;0.6;0.8
2021;Nordeste;PB;2500700;São João do Rio do Peixe;Rural;0;0
2021;Nordeste;PB;2500734;Amparo;Total;0.3;1.5
2021;Nordeste;PB;2500734;Amparo;Urbana;0.3;1.5
2021;Nordeste;PB;2500734;Amparo;Rural;0;--
2021;Nordeste;PB;2500734;Amparo;Total;--;1.5
2021;Nordeste;PB;2500734;Amparo;Urbana;--;1.5
2021;Nordeste;PB;2500734;Amparo;Total;0.3;--
2021;Nordeste;PB;2500734;Amparo;Urbana;0.3;--
2021;Nordeste;PB;2500734;Amparo;Rural;0;--
2021;Nordeste;PB;2500734;Amparo;Total;0.3;1.5
2021;Nordeste;PB;2500734;Amparo;Urbana;0.3;1.5
2021;Nordeste;PB;2500734;Amparo;Rural;0;--
2021;Nordeste;PB;2500775;Aparecida;Total;0.3;0.9
2021;Nordeste;PB;2500775;Aparecida;Urbana;0.4;0.9
2021;Nordeste;PB;2500775;Aparecida;Rural;0;--
2021;Nordeste;PB;2500775;Aparecida;Total;1;0.9
2021;Nordeste;PB;2500775;Aparecida;Urbana;1;0.9
2021;Nordeste;PB;2500775;Aparecida;Total;0.2;--
2021;Nordeste;PB;2500775;Aparecida;Urbana;0.3;--
2021;Nordeste;PB;2500775;Aparecida;Rural;0;--
2021;Nordeste;PB;2500775;Aparecida;Total;0;--
2021;Nordeste;PB;2500775;Aparecida;Urbana;0;--
2021;Nordeste;PB;2500775;Aparecida;Total;0.3;0.9
2021;Nordeste;PB;2500775;Aparecida;Urbana;0.4;0.9
2021;Nordeste;PB;2500775;Aparecida;Rural;0;--
2021;Nordeste;PB;2500809;Araçagi;Total;2.1;0.8
2021;Nordeste;PB;2500809;Araçagi;Urbana;1.9;0.8
2021;Nordeste;PB;2500809;Araçagi;Rural;2.5;--
2021;Nordeste;PB;2500809;Araçagi;Total;0;0.8
2021;Nordeste;PB;2500809;Araçagi;Urbana;0;0.8
2021;Nordeste;PB;2500809;Araçagi;Total;2.5;--
2021;Nordeste;PB;2500809;Araçagi;Urbana;2.4;--
2021;Nordeste;PB;2500809;Araçagi;Rural;2.5;--
2021;Nordeste;PB;2500809;Araçagi;Total;0.7;--
2021;Nordeste;PB;2500809;Araçagi;Urbana;0.7;--
2021;Nordeste;PB;2500809;Araçagi;Total;2.3;0.8
2021;Nordeste;PB;2500809;Araçagi;Urbana;2.1;0.8
2021;Nordeste;PB;2500809;Araçagi;Rural;2.5;--
2021;Nordeste;PB;2500908;Arara;Total;0.6;3
2021;Nordeste;PB;2500908;Arara;Urbana;0.4;3
2021;Nordeste;PB;2500908;Arara;Rural;3;--
2021;Nordeste;PB;2500908;Arara;Total;0.5;3
2021;Nordeste;PB;2500908;Arara;Urbana;0.5;3
2021;Nordeste;PB;2500908;Arara;Total;0.6;--
2021;Nordeste;PB;2500908;Arara;Urbana;0.3;--
2021;Nordeste;PB;2500908;Arara;Rural;3;--
2021;Nordeste;PB;2500908;Arara;Total;0.8;--
2021;Nordeste;PB;2500908;Arara;Urbana;0.8;--
2021;Nordeste;PB;2500908;Arara;Total;0.5;3
2021;Nordeste;PB;2500908;Arara;Urbana;0.3;3
2021;Nordeste;PB;2500908;Arara;Rural;3;--
2021;Nordeste;PB;2501005;Araruna;Total;4;0.5
2021;Nordeste;PB;2501005;Araruna;Urbana;5.9;0.5
2021;Nordeste;PB;2501005;Araruna;Rural;0.1;--
2021;Nordeste;PB;2501005;Araruna;Total;0;0.5
2021;Nordeste;PB;2501005;Araruna;Urbana;0;0.5
2021;Nordeste;PB;2501005;Araruna;Total;4.5;--
2021;Nordeste;PB;2501005;Araruna;Urbana;6.9;--
2021;Nordeste;PB;2501005;Araruna;Rural;0.1;--
2021;Nordeste;PB;2501005;Araruna;Total;0;--
2021;Nordeste;PB;2501005;Araruna;Urbana;0;--
2021;Nordeste;PB;2501005;Araruna;Total;4.3;0.5
2021;Nordeste;PB;2501005;Araruna;Urbana;6.6;0.5
2021;Nordeste;PB;2501005;Araruna;Rural;0.1;--
2021;Nordeste;PB;2501104;Areia;Total;0.3;0.1
2021;Nordeste;PB;2501104;Areia;Urbana;0.5;0.1
2021;Nordeste;PB;2501104;Areia;Rural;0;--
2021;Nordeste;PB;2501104;Areia;Total;0.7;0.1
2021;Nordeste;PB;2501104;Areia;Urbana;0.7;0.1
2021;Nordeste;PB;2501104;Areia;Total;0;--
2021;Nordeste;PB;2501104;Areia;Urbana;0;--
2021;Nordeste;PB;2501104;Areia;Rural;0;--
2021;Nordeste;PB;2501104;Areia;Total;0.4;0
2021;Nordeste;PB;2501104;Areia;Urbana;0.4;0
2021;Nordeste;PB;2501104;Areia;Total;0.3;0.1
2021;Nordeste;PB;2501104;Areia;Urbana;0.5;0.1
2021;Nordeste;PB;2501104;Areia;Rural;0;--
2021;Nordeste;PB;2501153;Areia de Baraúnas;Total;2.1;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Urbana;4.5;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Rural;0;--
2021;Nordeste;PB;2501153;Areia de Baraúnas;Total;--;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Urbana;--;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Total;2.1;--
2021;Nordeste;PB;2501153;Areia de Baraúnas;Urbana;4.5;--
2021;Nordeste;PB;2501153;Areia de Baraúnas;Rural;0;--
2021;Nordeste;PB;2501153;Areia de Baraúnas;Total;2.1;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Urbana;4.5;0
2021;Nordeste;PB;2501153;Areia de Baraúnas;Rural;0;--
2021;Nordeste;PB;2501203;Areial;Total;0.2;5
2021;Nordeste;PB;2501203;Areial;Urbana;0.3;5
2021;Nordeste;PB;2501203;Areial;Rural;0;--
2021;Nordeste;PB;2501203;Areial;Total;--;5
2021;Nordeste;PB;2501203;Areial;Urbana;--;5
2021;Nordeste;PB;2501203;Areial;Total;0.3;--
2021;Nordeste;PB;2501203;Areial;Urbana;0.3;--
2021;Nordeste;PB;2501203;Areial;Rural;0;--
2021;Nordeste;PB;2501203;Areial;Total;0;--
2021;Nordeste;PB;2501203;Areial;Urbana;0;--
2021;Nordeste;PB;2501203;Areial;Total;0.3;5
2021;Nordeste;PB;2501203;Areial;Urbana;0.3;5
2021;Nordeste;PB;2501203;Areial;Rural;0;--
2021;Nordeste;PB;2501302;Aroeiras;Total;1.4;0
2021;Nordeste;PB;2501302;Aroeiras;Urbana;0.4;0
2021;Nordeste;PB;2501302;Aroeiras;Rural;2.5;--
2021;Nordeste;PB;2501302;Aroeiras;Total;0;0
2021;Nordeste;PB;2501302;Aroeiras;Urbana;0;0
2021;Nordeste;PB;2501302;Aroeiras;Total;1.6;--
2021;Nordeste;PB;2501302;Aroeiras;Urbana;0.4;--
2021;Nordeste;PB;2501302;Aroeiras;Rural;2.5;--
2021;Nordeste;PB;2501302;Aroeiras;Total;0.7;0
2021;Nordeste;PB;2501302;Aroeiras;Urbana;0.7;0
2021;Nordeste;PB;2501302;Aroeiras;Total;1.4;0
2021;Nordeste;PB;2501302;Aroeiras;Urbana;0.3;0
2021;Nordeste;PB;2501302;Aroeiras;Rural;2.5;--
2021;Nordeste;PB;2501351;Assunção;Total;0.4;0
2021;Nordeste;PB;2501351;Assunção;Urbana;0.4;0
2021;Nordeste;PB;2501351;Assunção;Rural;0;--
2021;Nordeste;PB;2501351;Assunção;Total;--;0
2021;Nordeste;PB;2501351;Assunção;Urbana;--;0
2021;Nordeste;PB;2501351;Assunção;Total;0.4;--
2021;Nordeste;PB;2501351;Assunção;Urbana;0.4;--
2021;Nordeste;PB;2501351;Assunção;Rural;0;--
2021;Nordeste;PB;2501351;Assunção;Total;0.4;0
2021;Nordeste;PB;2501351;Assunção;Urbana;0.4;0
2021;Nordeste;PB;2501351;Assunção;Rural;0;--
2021;Nordeste;PB;2501401;Baía da Traição;Total;3.5;3.4
2021;Nordeste;PB;2501401;Baía da Traição;Urbana;2.9;0
2021;Nordeste;PB;2501401;Baía da Traição;Rural;4;5.1
2021;Nordeste;PB;2501401;Baía da Traição;Total;6.2;3.4
2021;Nordeste;PB;2501401;Baía da Traição;Urbana;0;0
2021;Nordeste;PB;2501401;Baía da Traição;Rural;7.3;5.1
2021;Nordeste;PB;2501401;Baía da Traição;Total;2.7;--
2021;Nordeste;PB;2501401;Baía da Traição;Urbana;3.2;--
2021;Nordeste;PB;2501401;Baía da Traição;Rural;2.2;--
2021;Nordeste;PB;2501401;Baía da Traição;Total;3.5;3.4
2021;Nordeste;PB;2501401;Baía da Traição;Urbana;2.9;0
2021;Nordeste;PB;2501401;Baía da Traição;Rural;4;5.1
2021;Nordeste;PB;2501500;Bananeiras;Total;2.9;9.2
2021;Nordeste;PB;2501500;Bananeiras;Urbana;3;9.6
2021;Nordeste;PB;2501500;Bananeiras;Rural;2.7;5.4
2021;Nordeste;PB;2501500;Bananeiras;Total;--;5.4
2021;Nordeste;PB;2501500;Bananeiras;Rural;--;5.4
2021;Nordeste;PB;2501500;Bananeiras;Total;--;10.5
2021;Nordeste;PB;2501500;Bananeiras;Urbana;--;10.5
2021;Nordeste;PB;2501500;Bananeiras;Total;3.2;--
2021;Nordeste;PB;2501500;Bananeiras;Urbana;4.1;--
2021;Nordeste;PB;2501500;Bananeiras;Rural;2.4;--
2021;Nordeste;PB;2501500;Bananeiras;Total;1.6;0
2021;Nordeste;PB;2501500;Bananeiras;Urbana;0;0
2021;Nordeste;PB;2501500;Bananeiras;Rural;5.5;--
2021;Nordeste;PB;2501500;Bananeiras;Total;3.2;9.9
2021;Nordeste;PB;2501500;Bananeiras;Urbana;4.1;10.5
2021;Nordeste;PB;2501500;Bananeiras;Rural;2.4;5.4
2021;Nordeste;PB;2501534;Baraúna;Total;0;2.9
2021;Nordeste;PB;2501534;Baraúna;Urbana;0;2.9
2021;Nordeste;PB;2501534;Baraúna;Rural;0;--
2021;Nordeste;PB;2501534;Baraúna;Total;--;2.9
2021;Nordeste;PB;2501534;Baraúna;Urbana;--;2.9
2021;Nordeste;PB;2501534;Baraúna;Total;0;--
2021;Nordeste;PB;2501534;Baraúna;Urbana;0;--
2021;Nordeste;PB;2501534;Baraúna;Rural;0;--
2021;Nordeste;PB;2501534;Baraúna;Total;0;2.9
2021;Nordeste;PB;2501534;Baraúna;Urbana;0;2.9
2021;Nordeste;PB;2501534;Baraúna;Rural;0;--
2021;Nordeste;PB;2501575;Barra de Santana;Total;0.1;0
2021;Nordeste;PB;2501575;Barra de Santana;Urbana;0;0
2021;Nordeste;PB;2501575;Barra de Santana;Rural;0.1;--
2021;Nordeste;PB;2501575;Barra de Santana;Total;--;0
2021;Nordeste;PB;2501575;Barra de Santana;Urbana;--;0
2021;Nordeste;PB;2501575;Barra de Santana;Total;0.1;--
2021;Nordeste;PB;2501575;Barra de Santana;Urbana;0;--
2021;Nordeste;PB;2501575;Barra de Santana;Rural;0.1;--
2021;Nordeste;PB;2501575;Barra de Santana;Total;0.1;0
2021;Nordeste;PB;2501575;Barra de Santana;Urbana;0;0
2021;Nordeste;PB;2501575;Barra de Santana;Rural;0.1;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Total;0.1;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Urbana;0;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Rural;0.4;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Total;--;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Urbana;--;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Total;0.2;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Urbana;0;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Rural;0.4;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Total;0;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Urbana;0;--
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Total;0.2;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Urbana;0;4.3
2021;Nordeste;PB;2501609;Barra de Santa Rosa;Rural;0.4;--
2021;Nordeste;PB;2501708;Barra de São Miguel;Total;0;6.1
2021;Nordeste;PB;2501708;Barra de São Miguel;Urbana;0;6.1
