Ano,Região,UF,Código do Município,Nome do Município,Localização,Total_abandono_EF2007,Total_abandono_EM2007
2007,Norte,RO,1100056,CEREJEIRAS,Rural,0,--
2007,Norte,RO,1100056,CEREJEIRAS,Rural,0,--
2007,Norte,RO,1100056,CEREJEIRAS,Total,0,19.7
2007,Norte,RO,1100056,CEREJEIRAS,Total,0,--
2007,Norte,RO,1100056,CEREJEIRAS,Total,--,--
2007,Norte,RO,1100056,CEREJEIRAS,Total,0,19.7
2007,Norte,RO,1100056,CEREJEIRAS,Total,0,19.7
2007,Norte,RO,1100056,CEREJEIRAS,Urbana,0,19.7
2007,Norte,RO,1100056,CEREJEIRAS,Urbana,0,--
2007,Norte,RO,1100056,CEREJEIRAS,Urbana,--,--
2007,Norte,RO,1100056,CEREJEIRAS,Urbana,0,19.7
2007,Norte,RO,1100056,CEREJEIRAS,Urbana,0,19.7
2007,Norte,RO,1100064,COLORADO DO OESTE,Rural,--,0
2007,Norte,RO,1100064,COLORADO DO OESTE,Rural,--,--
2007,Norte,RO,1100064,COLORADO DO OESTE,Rural,--,0
2007,Norte,RO,1100064,COLORADO DO OESTE,Rural,--,0
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,0,7
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,--,0
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,--,--
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,--,--
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,0,4.5
2007,Norte,RO,1100064,COLORADO DO OESTE,Total,0,4.5
2007,Norte,RO,1100064,COLORADO DO OESTE,Urbana,0,7
2007,Norte,RO,1100064,COLORADO DO OESTE,Urbana,--,--
2007,Norte,RO,1100064,COLORADO DO OESTE,Urbana,--,--
2007,Norte,RO,1100064,COLORADO DO OESTE,Urbana,0,7
2007,Norte,RO,1100064,COLORADO DO OESTE,Urbana,0,7
2007,Norte,RO,1100072,CORUMBIARA,Rural,1.6,--
2007,Norte,RO,1100072,CORUMBIARA,Rural,1.6,--
2007,Norte,RO,1100072,CORUMBIARA,Rural,1.6,--
2007,Norte,RO,1100072,CORUMBIARA,Total,0,27.1
2007,Norte,RO,1100072,CORUMBIARA,Total,1.4,--
2007,Norte,RO,1100072,CORUMBIARA,Total,1,27.1
2007,Norte,RO,1100072,CORUMBIARA,Total,1,27.1
2007,Norte,RO,1100072,CORUMBIARA,Urbana,0,27.1
2007,Norte,RO,1100072,CORUMBIARA,Urbana,0,--
2007,Norte,RO,1100072,CORUMBIARA,Urbana,0,27.1
2007,Norte,RO,1100072,CORUMBIARA,Urbana,0,27.1
2007,Norte,RO,1100080,COSTA MARQUES,Rural,13.2,--
2007,Norte,RO,1100080,COSTA MARQUES,Rural,13.2,--
2007,Norte,RO,1100080,COSTA MARQUES,Rural,13.2,--
2007,Norte,RO,1100080,COSTA MARQUES,Total,0,23.6
2007,Norte,RO,1100080,COSTA MARQUES,Total,7.3,--
2007,Norte,RO,1100080,COSTA MARQUES,Total,--,--
2007,Norte,RO,1100080,COSTA MARQUES,Total,6.5,23.6
2007,Norte,RO,1100080,COSTA MARQUES,Total,6.5,23.6
2007,Norte,RO,1100080,COSTA MARQUES,Urbana,0,23.6
2007,Norte,RO,1100080,COSTA MARQUES,Urbana,4.2,--
2007,Norte,RO,1100080,COSTA MARQUES,Urbana,--,--
2007,Norte,RO,1100080,COSTA MARQUES,Urbana,3.5,23.6
2007,Norte,RO,1100080,COSTA MARQUES,Urbana,3.5,23.6
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,78.9,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,--,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,78.9,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,78.9,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Total,7.2,24
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Total,1.2,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Total,--,6.7
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Total,5.8,24
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Total,5.8,23.4
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.9,24
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.2,--
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,--,6.7
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.7,24
2007,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,1.7,23.4
2007,Norte,RO,1100106,GUAJARA-MIRIM,Rural,--,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Rural,--,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Rural,--,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Rural,--,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Total,5.3,16.9
2007,Norte,RO,1100106,GUAJARA-MIRIM,Total,0,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Total,--,0
2007,Norte,RO,1100106,GUAJARA-MIRIM,Total,2.3,16.9
2007,Norte,RO,1100106,GUAJARA-MIRIM,Total,2.3,16.1
2007,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,5.3,16.9
2007,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,0,--
2007,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,--,0
2007,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,2.3,16.9
2007,Norte,RO,1100106,GUAJARA-MIRIM,Urbana,2.3,16.1
2007,Norte,RO,1100114,JARU,Rural,--,20.5
2007,Norte,RO,1100114,JARU,Rural,--,--
2007,Norte,RO,1100114,JARU,Rural,--,20.5
2007,Norte,RO,1100114,JARU,Rural,--,20.5
2007,Norte,RO,1100114,JARU,Total,1.5,18.2
2007,Norte,RO,1100114,JARU,Total,--,--
2007,Norte,RO,1100114,JARU,Total,0,0
2007,Norte,RO,1100114,JARU,Total,1.5,18.2
2007,Norte,RO,1100114,JARU,Total,1.3,17.9
2007,Norte,RO,1100114,JARU,Urbana,1.5,18.1
2007,Norte,RO,1100114,JARU,Urbana,--,--
2007,Norte,RO,1100114,JARU,Urbana,0,0
2007,Norte,RO,1100114,JARU,Urbana,1.5,18.1
2007,Norte,RO,1100114,JARU,Urbana,1.3,17.7
2007,Norte,RO,1100122,JI-PARANA,Rural,5,9.4
2007,Norte,RO,1100122,JI-PARANA,Rural,--,--
2007,Norte,RO,1100122,JI-PARANA,Rural,--,0
2007,Norte,RO,1100122,JI-PARANA,Rural,5,9.4
2007,Norte,RO,1100122,JI-PARANA,Rural,5,7.1
2007,Norte,RO,1100122,JI-PARANA,Total,2.1,17.8
2007,Norte,RO,1100122,JI-PARANA,Total,--,--
2007,Norte,RO,1100122,JI-PARANA,Total,0,0.3
2007,Norte,RO,1100122,JI-PARANA,Total,2.1,17.8
2007,Norte,RO,1100122,JI-PARANA,Total,2,15.4
2007,Norte,RO,1100122,JI-PARANA,Urbana,1.7,18.4
2007,Norte,RO,1100122,JI-PARANA,Urbana,--,--
2007,Norte,RO,1100122,JI-PARANA,Urbana,0,0.4
2007,Norte,RO,1100122,JI-PARANA,Urbana,1.7,18.4
2007,Norte,RO,1100122,JI-PARANA,Urbana,1.6,16.1
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,5.1,17
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,5.1,17
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Rural,5.1,17
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Total,--,5.2
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Total,5.5,17
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Total,--,--
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Total,5.5,8.9
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Total,5.5,8.9
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,--,5.2
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,5.8,--
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,--,--
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,5.8,5.2
2007,Norte,RO,1100130,MACHADINHO D'OESTE,Urbana,5.8,5.2
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,--,--
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,--,--
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Rural,--,--
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,0.7,29.3
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,--,--
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,0.7,29.3
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Total,0.7,29.3
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,0.7,29.3
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,--,--
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,0.7,29.3
2007,Norte,RO,1100148,NOVA BRASILANDIA D'OESTE,Urbana,0.7,29.3
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,3,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,--,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,3,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Rural,3,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Total,0,19.5
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Total,4,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Total,0,0
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Total,3.9,19.5
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Total,3.8,18.7
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,0,19.5
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,4.5,--
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,0,0
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,4.3,19.5
2007,Norte,RO,1100155,OURO PRETO DO OESTE,Urbana,4.2,18.7
2007,Norte,RO,1100189,PIMENTA BUENO,Rural,4.8,--
2007,Norte,RO,1100189,PIMENTA BUENO,Rural,4.8,--
2007,Norte,RO,1100189,PIMENTA BUENO,Rural,4.8,--
2007,Norte,RO,1100189,PIMENTA BUENO,Total,1.4,23.9
2007,Norte,RO,1100189,PIMENTA BUENO,Total,1.2,--
2007,Norte,RO,1100189,PIMENTA BUENO,Total,0,0
2007,Norte,RO,1100189,PIMENTA BUENO,Total,1.3,23.9
2007,Norte,RO,1100189,PIMENTA BUENO,Total,1.2,22
2007,Norte,RO,1100189,PIMENTA BUENO,Urbana,1.4,23.9
2007,Norte,RO,1100189,PIMENTA BUENO,Urbana,0.6,--
2007,Norte,RO,1100189,PIMENTA BUENO,Urbana,0,0
2007,Norte,RO,1100189,PIMENTA BUENO,Urbana,0.7,23.9
2007,Norte,RO,1100189,PIMENTA BUENO,Urbana,0.7,22
2007,Norte,RO,1100205,PORTO VELHO,Rural,0,16
2007,Norte,RO,1100205,PORTO VELHO,Rural,5.4,23.7
2007,Norte,RO,1100205,PORTO VELHO,Rural,5.2,17.9
2007,Norte,RO,1100205,PORTO VELHO,Rural,5.2,17.9
2007,Norte,RO,1100205,PORTO VELHO,Total,5.4,11.4
2007,Norte,RO,1100205,PORTO VELHO,Total,4.7,23.7
2007,Norte,RO,1100205,PORTO VELHO,Total,0.7,0.6
2007,Norte,RO,1100205,PORTO VELHO,Total,4.8,11.6
2007,Norte,RO,1100205,PORTO VELHO,Total,4.6,9.8
2007,Norte,RO,1100205,PORTO VELHO,Urbana,5.8,11.2
2007,Norte,RO,1100205,PORTO VELHO,Urbana,4.6,--
2007,Norte,RO,1100205,PORTO VELHO,Urbana,0.7,0.6
2007,Norte,RO,1100205,PORTO VELHO,Urbana,4.8,11.2
2007,Norte,RO,1100205,PORTO VELHO,Urbana,4.5,9.4
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,2.9,13
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,2.6,--
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,2.8,13
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Rural,2.8,13
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Total,3.2,10.4
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Total,1.2,--
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Total,--,--
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Total,2.1,10.4
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Total,2.1,10.4
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,3.4,9.8
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,0,--
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,--,--
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,1.4,9.8
2007,Norte,RO,1100254,PRESIDENTE MEDICI,Urbana,1.4,9.8
2007,Norte,RO,1100262,RIO CRESPO,Rural,--,--
2007,Norte,RO,1100262,RIO CRESPO,Rural,--,--
2007,Norte,RO,1100262,RIO CRESPO,Rural,--,--
2007,Norte,RO,1100262,RIO CRESPO,Total,--,18.4
2007,Norte,RO,1100262,RIO CRESPO,Total,--,--
2007,Norte,RO,1100262,RIO CRESPO,Total,--,18.4
2007,Norte,RO,1100262,RIO CRESPO,Total,--,18.4
2007,Norte,RO,1100262,RIO CRESPO,Urbana,--,18.4
2007,Norte,RO,1100262,RIO CRESPO,Urbana,--,--
2007,Norte,RO,1100262,RIO CRESPO,Urbana,--,18.4
2007,Norte,RO,1100262,RIO CRESPO,Urbana,--,18.4
2007,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2007,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2007,Norte,RO,1100288,ROLIM DE MOURA,Rural,0,--
2007,Norte,RO,1100288,ROLIM DE MOURA,Total,0.4,15.1
2007,Norte,RO,1100288,ROLIM DE MOURA,Total,1,--
2007,Norte,RO,1100288,ROLIM DE MOURA,Total,0,0
2007,Norte,RO,1100288,ROLIM DE MOURA,Total,0.7,15.1
2007,Norte,RO,1100288,ROLIM DE MOURA,Total,0.7,14.8
2007,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0.4,15.1
2007,Norte,RO,1100288,ROLIM DE MOURA,Urbana,1.4,--
2007,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0,0
2007,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0.9,15.1
2007,Norte,RO,1100288,ROLIM DE MOURA,Urbana,0.8,14.8
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,4.3,--
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,4.3,--
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Rural,4.3,--
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,0,13
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,3.7,--
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,2,13
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Total,2,13
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,0,13
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,3.2,--
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,1.3,13
2007,Norte,RO,1100296,SANTA LUZIA D'OESTE,Urbana,1.3,13
2007,Norte,RO,1100304,VILHENA,Rural,--,--
2007,Norte,RO,1100304,VILHENA,Rural,--,--
2007,Norte,RO,1100304,VILHENA,Rural,--,--
2007,Norte,RO,1100304,VILHENA,Rural,--,--
2007,Norte,RO,1100304,VILHENA,Total,2.4,19.2
2007,Norte,RO,1100304,VILHENA,Total,--,--
2007,Norte,RO,1100304,VILHENA,Total,6.3,0
2007,Norte,RO,1100304,VILHENA,Total,2.4,19.2
2007,Norte,RO,1100304,VILHENA,Total,2.9,17.7
2007,Norte,RO,1100304,VILHENA,Urbana,2.4,19.2
2007,Norte,RO,1100304,VILHENA,Urbana,--,--
2007,Norte,RO,1100304,VILHENA,Urbana,6.3,0
2007,Norte,RO,1100304,VILHENA,Urbana,2.4,19.2
2007,Norte,RO,1100304,VILHENA,Urbana,2.9,17.7
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Rural,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0,16.6
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0,16.6
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Total,0,16.6
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0,16.6
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,--,--
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0,16.6
2007,Norte,RO,1100320,SAO MIGUEL DO GUAPORE,Urbana,0,16.6
2007,Norte,RO,1100338,NOVA MAMORE,Rural,--,18.2
2007,Norte,RO,1100338,NOVA MAMORE,Rural,2,--
2007,Norte,RO,1100338,NOVA MAMORE,Rural,--,--
2007,Norte,RO,1100338,NOVA MAMORE,Rural,2,18.2
2007,Norte,RO,1100338,NOVA MAMORE,Rural,2,18.2
2007,Norte,RO,1100338,NOVA MAMORE,Total,1.6,21.9
2007,Norte,RO,1100338,NOVA MAMORE,Total,3.6,--
2007,Norte,RO,1100338,NOVA MAMORE,Total,0,--
2007,Norte,RO,1100338,NOVA MAMORE,Total,3.2,21.9
2007,Norte,RO,1100338,NOVA MAMORE,Total,3,21.9
2007,Norte,RO,1100338,NOVA MAMORE,Urbana,1.6,23.5
2007,Norte,RO,1100338,NOVA MAMORE,Urbana,9.1,--
2007,Norte,RO,1100338,NOVA MAMORE,Urbana,0,--
2007,Norte,RO,1100338,NOVA MAMORE,Urbana,5.1,23.5
2007,Norte,RO,1100338,NOVA MAMORE,Urbana,4.3,23.5
2007,Norte,RO,1100346,ALVORADA D'OESTE,Rural,--,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Rural,--,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Rural,--,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Total,0,19.7
2007,Norte,RO,1100346,ALVORADA D'OESTE,Total,--,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Total,0,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Total,0,19.7
2007,Norte,RO,1100346,ALVORADA D'OESTE,Total,0,19.7
2007,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0,19.7
2007,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,--,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0,--
2007,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0,19.7
2007,Norte,RO,1100346,ALVORADA D'OESTE,Urbana,0,19.7
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,--,--
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,--,--
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Rural,--,--
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,--,9.3
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,--,--
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,--,9.3
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Total,--,9.3
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,--,9.3
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,--,--
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,--,9.3
2007,Norte,RO,1100379,ALTO ALEGRE DOS PARECIS,Urbana,--,9.3
2007,Norte,RO,1100403,ALTO PARAISO,Rural,0,--
2007,Norte,RO,1100403,ALTO PARAISO,Rural,0,--
2007,Norte,RO,1100403,ALTO PARAISO,Rural,0,--
2007,Norte,RO,1100403,ALTO PARAISO,Total,0.4,17.2
2007,Norte,RO,1100403,ALTO PARAISO,Total,0,--
2007,Norte,RO,1100403,ALTO PARAISO,Total,0.3,17.2
2007,Norte,RO,1100403,ALTO PARAISO,Total,0.3,17.2
2007,Norte,RO,1100403,ALTO PARAISO,Urbana,0.4,17.2
2007,Norte,RO,1100403,ALTO PARAISO,Urbana,0,--
2007,Norte,RO,1100403,ALTO PARAISO,Urbana,0.3,17.2
2007,Norte,RO,1100403,ALTO PARAISO,Urbana,0.3,17.2
2007,Norte,RO,1100452,BURITIS,Rural,1.4,--
2007,Norte,RO,1100452,BURITIS,Rural,1.4,--
2007,Norte,RO,1100452,BURITIS,Rural,1.4,--
2007,Norte,RO,1100452,BURITIS,Total,--,31.5
2007,Norte,RO,1100452,BURITIS,Total,1.2,--
2007,Norte,RO,1100452,BURITIS,Total,0,--
2007,Norte,RO,1100452,BURITIS,Total,1.2,31.5
2007,Norte,RO,1100452,BURITIS,Total,1.2,31.5
2007,Norte,RO,1100452,BURITIS,Urbana,--,31.5
2007,Norte,RO,1100452,BURITIS,Urbana,1.1,--
2007,Norte,RO,1100452,BURITIS,Urbana,0,--
2007,Norte,RO,1100452,BURITIS,Urbana,1.1,31.5
2007,Norte,RO,1100452,BURITIS,Urbana,1.1,31.5
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,2.4,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,--,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,2.4,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Rural,2.4,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,--,22.4
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,1.1,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,--,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,1.1,22.4
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Total,1.1,22.4
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,--,22.4
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,0,--
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,0,22.4
2007,Norte,RO,1100502,NOVO HORIZONTE DO OESTE,Urbana,0,22.4
2007,Norte,RO,1100601,CACAULANDIA,Rural,--,--
2007,Norte,RO,1100601,CACAULANDIA,Rural,--,--
2007,Norte,RO,1100601,CACAULANDIA,Rural,--,--
2007,Norte,RO,1100601,CACAULANDIA,Total,--,7.4
2007,Norte,RO,1100601,CACAULANDIA,Total,--,--
2007,Norte,RO,1100601,CACAULANDIA,Total,--,7.4
2007,Norte,RO,1100601,CACAULANDIA,Total,--,7.4
2007,Norte,RO,1100601,CACAULANDIA,Urbana,--,7.4
2007,Norte,RO,1100601,CACAULANDIA,Urbana,--,--
2007,Norte,RO,1100601,CACAULANDIA,Urbana,--,7.4
2007,Norte,RO,1100601,CACAULANDIA,Urbana,--,7.4
2007,Norte,RO,1100700,CAMPO NOVO DE RONDONIA,Rural,--,--
2007,Norte,RO,1100700,CAMPO NOVO DE RONDONIA,Rural,--,--
