Ano;Região;UF;Código do Município;Nome do Município;Localização;Total Abandono Ens. Fundamental;Total Abandono no Ens. Médio
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Rural;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;19.7
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;19.7
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Total;0;19.7
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;19.7
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;--
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;19.7
2008;Norte;RO;1100015;ALTA FLORESTA D'OESTE;Urbana;0;19.7
2008;Norte;RO;1100023;ARIQUEMES;Rural;3.4;--
2008;Norte;RO;1100023;ARIQUEMES;Rural;3.4;--
2008;Norte;RO;1100023;ARIQUEMES;Rural;3.4;--
2008;Norte;RO;1100023;ARIQUEMES;Total;0;21.6
2008;Norte;RO;1100023;ARIQUEMES;Total;1.7;--
2008;Norte;RO;1100023;ARIQUEMES;Total;0;0
2008;Norte;RO;1100023;ARIQUEMES;Total;1.5;21.6
2008;Norte;RO;1100023;ARIQUEMES;Total;1.4;20.4
2008;Norte;RO;1100023;ARIQUEMES;Urbana;0;21.6
2008;Norte;RO;1100023;ARIQUEMES;Urbana;1.4;--
2008;Norte;RO;1100023;ARIQUEMES;Urbana;0;0
2008;Norte;RO;1100023;ARIQUEMES;Urbana;1.2;21.6
2008;Norte;RO;1100023;ARIQUEMES;Urbana;1.1;20.4
2008;Norte;RO;1100031;CABIXI;Total;0;10.6
2008;Norte;RO;1100031;CABIXI;Total;0;--
2008;Norte;RO;1100031;CABIXI;Total;0;10.6
2008;Norte;RO;1100031;CABIXI;Total;0;10.6
2008;Norte;RO;1100031;CABIXI;Urbana;0;10.6
2008;Norte;RO;1100031;CABIXI;Urbana;0;--
2008;Norte;RO;1100031;CABIXI;Urbana;0;10.6
2008;Norte;RO;1100031;CABIXI;Urbana;0;10.6
2008;Norte;RO;1100049;CACOAL;Rural;17.4;--
2008;Norte;RO;1100049;CACOAL;Rural;3.7;--
2008;Norte;RO;1100049;CACOAL;Rural;--;6.5
2008;Norte;RO;1100049;CACOAL;Rural;4.9;--
2008;Norte;RO;1100049;CACOAL;Rural;4.9;6.5
2008;Norte;RO;1100049;CACOAL;Total;1.9;20.3
2008;Norte;RO;1100049;CACOAL;Total;2.7;--
2008;Norte;RO;1100049;CACOAL;Total;0.6;1.2
2008;Norte;RO;1100049;CACOAL;Total;2.6;20.3
2008;Norte;RO;1100049;CACOAL;Total;2.2;16.7
2008;Norte;RO;1100049;CACOAL;Urbana;0;20.3
2008;Norte;RO;1100049;CACOAL;Urbana;2.3;--
2008;Norte;RO;1100049;CACOAL;Urbana;0.6;0
2008;Norte;RO;1100049;CACOAL;Urbana;1.7;20.3
