Ano;Região;UF;Código do Município;Nome do Município;Localização;Total Abandono Ens. Fundamental;Total Abandono no Ens. Médio
2013;Norte;RO;1100049;CACOAL;Urbana;2.2;14.4
2013;Norte;RO;1100056;CEREJEIRAS;Total;1.9;11.3
2013;Norte;RO;1100056;CEREJEIRAS;Total;1.9;11.4
2013;Norte;RO;1100056;CEREJEIRAS;Total;1.3;5.6
2013;Norte;RO;1100056;CEREJEIRAS;Total;0.5;--
2013;Norte;RO;1100056;CEREJEIRAS;Total;2.9;11.4
2013;Norte;RO;1100056;CEREJEIRAS;Rural;0.3;--
2013;Norte;RO;1100056;CEREJEIRAS;Rural;0.3;--
2013;Norte;RO;1100056;CEREJEIRAS;Rural;0.3;--
2013;Norte;RO;1100056;CEREJEIRAS;Urbana;2.1;11.3
2013;Norte;RO;1100056;CEREJEIRAS;Urbana;2.1;11.4
2013;Norte;RO;1100056;CEREJEIRAS;Urbana;1.3;5.6
2013;Norte;RO;1100056;CEREJEIRAS;Urbana;0.6;--
2013;Norte;RO;1100056;CEREJEIRAS;Urbana;2.9;11.4
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;0.8;4.1
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;0.8;4.1
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;0;--
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;0.2;--
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;--;0.9
2013;Norte;RO;1100064;COLORADO DO OESTE;Total;1.1;6.1
2013;Norte;RO;1100064;COLORADO DO OESTE;Rural;0.2;0.9
2013;Norte;RO;1100064;COLORADO DO OESTE;Rural;0.2;0.9
2013;Norte;RO;1100064;COLORADO DO OESTE;Rural;0.2;--
2013;Norte;RO;1100064;COLORADO DO OESTE;Rural;--;0.9
2013;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0.9;6.1
2013;Norte;RO;1100064;COLORADO DO OESTE;Urbana;1;6.1
2013;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;--
2013;Norte;RO;1100064;COLORADO DO OESTE;Urbana;0;--
2013;Norte;RO;1100064;COLORADO DO OESTE;Urbana;1.1;6.1
2013;Norte;RO;1100072;CORUMBIARA;Total;1.8;6.4
2013;Norte;RO;1100072;CORUMBIARA;Total;1.8;6.4
2013;Norte;RO;1100072;CORUMBIARA;Total;1.6;--
2013;Norte;RO;1100072;CORUMBIARA;Total;2.1;6.4
2013;Norte;RO;1100072;CORUMBIARA;Rural;2.8;4.3
2013;Norte;RO;1100072;CORUMBIARA;Rural;2.8;4.3
2013;Norte;RO;1100072;CORUMBIARA;Rural;2.6;--
2013;Norte;RO;1100072;CORUMBIARA;Rural;3.1;4.3
2013;Norte;RO;1100072;CORUMBIARA;Urbana;0.4;7.5
2013;Norte;RO;1100072;CORUMBIARA;Urbana;0.4;7.5
2013;Norte;RO;1100072;CORUMBIARA;Urbana;0;--
2013;Norte;RO;1100072;CORUMBIARA;Urbana;0.7;7.5
2013;Norte;RO;1100080;COSTA MARQUES;Total;3.5;16.6
2013;Norte;RO;1100080;COSTA MARQUES;Total;3.5;16.6
2013;Norte;RO;1100080;COSTA MARQUES;Total;3.2;--
2013;Norte;RO;1100080;COSTA MARQUES;Total;4;16.6
2013;Norte;RO;1100080;COSTA MARQUES;Rural;4.2;23.8
2013;Norte;RO;1100080;COSTA MARQUES;Rural;4.2;23.8
2013;Norte;RO;1100080;COSTA MARQUES;Rural;4.1;--
2013;Norte;RO;1100080;COSTA MARQUES;Rural;3.9;23.8
2013;Norte;RO;1100080;COSTA MARQUES;Urbana;3.2;12.4
2013;Norte;RO;1100080;COSTA MARQUES;Urbana;3.2;12.4
2013;Norte;RO;1100080;COSTA MARQUES;Urbana;0;--
2013;Norte;RO;1100080;COSTA MARQUES;Urbana;4;12.4
2013;Norte;RO;1100098;ESPIGAO D OESTE;Total;1.4;9.7
2013;Norte;RO;1100098;ESPIGAO D OESTE;Total;1.5;10.1
2013;Norte;RO;1100098;ESPIGAO D OESTE;Total;0;0
2013;Norte;RO;1100098;ESPIGAO D OESTE;Total;1.5;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Total;1.5;10.1
2013;Norte;RO;1100098;ESPIGAO D OESTE;Rural;3.5;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Rural;3.5;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Rural;1.6;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Rural;8.4;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Urbana;0.5;9.7
2013;Norte;RO;1100098;ESPIGAO D OESTE;Urbana;0.5;10.1
2013;Norte;RO;1100098;ESPIGAO D OESTE;Urbana;0;0
2013;Norte;RO;1100098;ESPIGAO D OESTE;Urbana;1.2;--
2013;Norte;RO;1100098;ESPIGAO D OESTE;Urbana;0.1;10.1
2013;Norte;RO;1100106;GUAJARA-MIRIM;Total;2.9;9.5
2013;Norte;RO;1100106;GUAJARA-MIRIM;Total;3.2;10.3
2013;Norte;RO;1100106;GUAJARA-MIRIM;Total;0;0
2013;Norte;RO;1100106;GUAJARA-MIRIM;Total;1.2;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Total;4.1;10.3
2013;Norte;RO;1100106;GUAJARA-MIRIM;Rural;6.6;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Rural;6.6;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Rural;0.7;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Rural;7.7;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Urbana;2;9.5
2013;Norte;RO;1100106;GUAJARA-MIRIM;Urbana;2.2;10.3
2013;Norte;RO;1100106;GUAJARA-MIRIM;Urbana;0;0
2013;Norte;RO;1100106;GUAJARA-MIRIM;Urbana;1.3;--
2013;Norte;RO;1100106;GUAJARA-MIRIM;Urbana;2.7;10.3
2013;Norte;RO;1100114;JARU;Total;2;12.1
2013;Norte;RO;1100114;JARU;Total;2.1;12.7
2013;Norte;RO;1100114;JARU;Total;0;0
2013;Norte;RO;1100114;JARU;Total;2.3;--
2013;Norte;RO;1100114;JARU;Total;2;12.7
2013;Norte;RO;1100114;JARU;Rural;2.5;9.3
2013;Norte;RO;1100114;JARU;Rural;2.5;10.4
2013;Norte;RO;1100114;JARU;Rural;--;0
2013;Norte;RO;1100114;JARU;Rural;2.1;--
2013;Norte;RO;1100114;JARU;Rural;3.6;10.4
2013;Norte;RO;1100114;JARU;Urbana;1.9;12.9
2013;Norte;RO;1100114;JARU;Urbana;2;13.3
2013;Norte;RO;1100114;JARU;Urbana;0;0
2013;Norte;RO;1100114;JARU;Urbana;2.5;--
2013;Norte;RO;1100114;JARU;Urbana;1.7;13.3
2013;Norte;RO;1100122;JI-PARANA;Total;2.1;10.4
2013;Norte;RO;1100122;JI-PARANA;Total;2.2;11.1
2013;Norte;RO;1100122;JI-PARANA;Total;0.1;1
2013;Norte;RO;1100122;JI-PARANA;Total;0.4;--
2013;Norte;RO;1100122;JI-PARANA;Total;--;0.9
2013;Norte;RO;1100122;JI-PARANA;Total;2.7;12.8
2013;Norte;RO;1100122;JI-PARANA;Rural;4.7;4.7
2013;Norte;RO;1100122;JI-PARANA;Rural;4.7;8
2013;Norte;RO;1100122;JI-PARANA;Rural;--;1.1
2013;Norte;RO;1100122;JI-PARANA;Rural;0.7;--
2013;Norte;RO;1100122;JI-PARANA;Rural;11.3;8
2013;Norte;RO;1100122;JI-PARANA;Urbana;1.7;10.9
2013;Norte;RO;1100122;JI-PARANA;Urbana;1.8;11.3
2013;Norte;RO;1100122;JI-PARANA;Urbana;0.1;0.6
2013;Norte;RO;1100122;JI-PARANA;Urbana;0.2;--
2013;Norte;RO;1100122;JI-PARANA;Urbana;--;0.9
2013;Norte;RO;1100122;JI-PARANA;Urbana;2.1;13.1
2013;Norte;RO;1100130;MACHADINHO D OESTE;Total;1.7;10.9
2013;Norte;RO;1100130;MACHADINHO D OESTE;Total;1.7;11.4
2013;Norte;RO;1100130;MACHADINHO D OESTE;Total;0.8;0
2013;Norte;RO;1100130;MACHADINHO D OESTE;Total;1.1;--
2013;Norte;RO;1100130;MACHADINHO D OESTE;Total;3.5;11.4
2013;Norte;RO;1100130;MACHADINHO D OESTE;Rural;1.4;0.6
2013;Norte;RO;1100130;MACHADINHO D OESTE;Rural;1.4;0.6
2013;Norte;RO;1100130;MACHADINHO D OESTE;Rural;1.4;--
2013;Norte;RO;1100130;MACHADINHO D OESTE;Rural;--;0.6
2013;Norte;RO;1100130;MACHADINHO D OESTE;Urbana;2;12.7
2013;Norte;RO;1100130;MACHADINHO D OESTE;Urbana;2;13.3
2013;Norte;RO;1100130;MACHADINHO D OESTE;Urbana;0.8;0
2013;Norte;RO;1100130;MACHADINHO D OESTE;Urbana;0.3;--
2013;Norte;RO;1100130;MACHADINHO D OESTE;Urbana;3.5;13.3
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Total;0.2;25.4
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Total;0.2;25.4
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Total;0.3;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Total;0.1;25.4
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Rural;0.2;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Rural;0.2;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Rural;0.2;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Rural;0;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Urbana;0.2;25.4
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Urbana;0.2;25.4
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Urbana;0.3;--
2013;Norte;RO;1100148;NOVA BRASILANDIA D OESTE;Urbana;0.1;25.4
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Total;2.7;9.5
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Total;2.9;9.9
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Total;0;0
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Total;3.4;--
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Total;2.5;9.9
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Rural;2.8;--
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Rural;2.8;--
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Rural;2.8;--
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Urbana;2.8;9.5
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Urbana;3;9.9
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Urbana;0;0
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Urbana;3.6;--
2013;Norte;RO;1100155;OURO PRETO DO OESTE;Urbana;2.5;9.9
2013;Norte;RO;1100189;PIMENTA BUENO;Total;1.9;11.2
2013;Norte;RO;1100189;PIMENTA BUENO;Total;2.1;11.9
2013;Norte;RO;1100189;PIMENTA BUENO;Total;0;0
2013;Norte;RO;1100189;PIMENTA BUENO;Total;0.7;--
2013;Norte;RO;1100189;PIMENTA BUENO;Total;2.9;11.9
2013;Norte;RO;1100189;PIMENTA BUENO;Rural;1.7;4
2013;Norte;RO;1100189;PIMENTA BUENO;Rural;1.7;4
2013;Norte;RO;1100189;PIMENTA BUENO;Rural;1.7;--
2013;Norte;RO;1100189;PIMENTA BUENO;Rural;--;4
2013;Norte;RO;1100189;PIMENTA BUENO;Urbana;2;11.8
2013;Norte;RO;1100189;PIMENTA BUENO;Urbana;2.1;12.4
2013;Norte;RO;1100189;PIMENTA BUENO;Urbana;0;0
2013;Norte;RO;1100189;PIMENTA BUENO;Urbana;0.2;--
2013;Norte;RO;1100189;PIMENTA BUENO;Urbana;2.9;12.4
2013;Norte;RO;1100205;PORTO VELHO;Total;3.4;9.7
2013;Norte;RO;1100205;PORTO VELHO;Total;3.9;11.2
2013;Norte;RO;1100205;PORTO VELHO;Total;0.1;0.3
2013;Norte;RO;1100205;PORTO VELHO;Total;3;--
2013;Norte;RO;1100205;PORTO VELHO;Total;--;3.5
2013;Norte;RO;1100205;PORTO VELHO;Total;4.6;11.5
2013;Norte;RO;1100205;PORTO VELHO;Rural;5;15.2
2013;Norte;RO;1100205;PORTO VELHO;Rural;5.1;15.8
2013;Norte;RO;1100205;PORTO VELHO;Rural;0;0
2013;Norte;RO;1100205;PORTO VELHO;Rural;5.1;--
2013;Norte;RO;1100205;PORTO VELHO;Rural;4.9;15.8
2013;Norte;RO;1100205;PORTO VELHO;Urbana;3.1;9.3
2013;Norte;RO;1100205;PORTO VELHO;Urbana;3.7;10.8
2013;Norte;RO;1100205;PORTO VELHO;Urbana;0.1;0.4
2013;Norte;RO;1100205;PORTO VELHO;Urbana;1.9;--
2013;Norte;RO;1100205;PORTO VELHO;Urbana;--;3.5
2013;Norte;RO;1100205;PORTO VELHO;Urbana;4.6;11.1
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Total;1.4;7.4
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Total;1.4;7.4
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Total;0.9;--
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Total;1.6;7.4
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Rural;1.4;2.6
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Rural;1.4;2.6
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Rural;1.1;--
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Rural;1.6;2.6
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Urbana;1.5;8.2
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Urbana;1.5;8.2
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Urbana;0.6;--
2013;Norte;RO;1100254;PRESIDENTE MEDICI;Urbana;1.6;8.2
2013;Norte;RO;1100262;RIO CRESPO;Total;3.8;12.6
2013;Norte;RO;1100262;RIO CRESPO;Total;3.8;12.6
2013;Norte;RO;1100262;RIO CRESPO;Total;2.9;--
2013;Norte;RO;1100262;RIO CRESPO;Total;4.5;12.6
2013;Norte;RO;1100262;RIO CRESPO;Urbana;3.8;12.6
2013;Norte;RO;1100262;RIO CRESPO;Urbana;3.8;12.6
2013;Norte;RO;1100262;RIO CRESPO;Urbana;2.9;--
2013;Norte;RO;1100262;RIO CRESPO;Urbana;4.5;12.6
2013;Norte;RO;1100288;ROLIM DE MOURA;Total;0.6;11.9
2013;Norte;RO;1100288;ROLIM DE MOURA;Total;0.7;12.4
2013;Norte;RO;1100288;ROLIM DE MOURA;Total;0;0
2013;Norte;RO;1100288;ROLIM DE MOURA;Total;0.2;--
2013;Norte;RO;1100288;ROLIM DE MOURA;Total;0.7;12.4
2013;Norte;RO;1100288;ROLIM DE MOURA;Rural;0;--
2013;Norte;RO;1100288;ROLIM DE MOURA;Rural;0;--
2013;Norte;RO;1100288;ROLIM DE MOURA;Rural;0;--
2013;Norte;RO;1100288;ROLIM DE MOURA;Urbana;0.7;11.9
2013;Norte;RO;1100288;ROLIM DE MOURA;Urbana;0.7;12.4
2013;Norte;RO;1100288;ROLIM DE MOURA;Urbana;0;0
2013;Norte;RO;1100288;ROLIM DE MOURA;Urbana;0.5;--
2013;Norte;RO;1100288;ROLIM DE MOURA;Urbana;0.7;12.4
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Total;0.3;6.6
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Total;0.3;6.6
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Total;0;--
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Total;0.5;6.6
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Rural;0;--
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Rural;0;--
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Rural;0;--
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Urbana;0.4;6.6
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Urbana;0.4;6.6
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Urbana;0;--
2013;Norte;RO;1100296;SANTA LUZIA D OESTE;Urbana;0.5;6.6
2013;Norte;RO;1100304;VILHENA;Total;1.6;11.2
2013;Norte;RO;1100304;VILHENA;Total;1.8;12.5
2013;Norte;RO;1100304;VILHENA;Total;0;0
2013;Norte;RO;1100304;VILHENA;Total;0.4;--
2013;Norte;RO;1100304;VILHENA;Total;--;0.5
2013;Norte;RO;1100304;VILHENA;Total;3.4;14.6
2013;Norte;RO;1100304;VILHENA;Rural;1.4;0
2013;Norte;RO;1100304;VILHENA;Rural;1.4;0
2013;Norte;RO;1100304;VILHENA;Rural;0.2;--
2013;Norte;RO;1100304;VILHENA;Rural;17.6;0
2013;Norte;RO;1100304;VILHENA;Urbana;1.6;11.3
2013;Norte;RO;1100304;VILHENA;Urbana;1.8;12.6
2013;Norte;RO;1100304;VILHENA;Urbana;0;0
2013;Norte;RO;1100304;VILHENA;Urbana;0.5;--
2013;Norte;RO;1100304;VILHENA;Urbana;--;0.5
2013;Norte;RO;1100304;VILHENA;Urbana;3.3;14.6
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Total;0.3;2.3
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Total;0.3;2.3
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Total;0;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Total;0.3;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Total;0.4;2.3
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Rural;0.3;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Rural;0.3;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Rural;0.3;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Urbana;0.3;2.3
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Urbana;0.4;2.3
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Urbana;0;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Urbana;0.3;--
2013;Norte;RO;1100320;SAO MIGUEL DO GUAPORE;Urbana;0.4;2.3
2013;Norte;RO;1100338;NOVA MAMORE;Total;3.8;9.7
2013;Norte;RO;1100338;NOVA MAMORE;Total;3.9;9.7
2013;Norte;RO;1100338;NOVA MAMORE;Total;0;--
2013;Norte;RO;1100338;NOVA MAMORE;Total;4.3;--
2013;Norte;RO;1100338;NOVA MAMORE;Total;3.2;9.7
2013;Norte;RO;1100338;NOVA MAMORE;Rural;4.9;14.9
2013;Norte;RO;1100338;NOVA MAMORE;Rural;4.9;14.9
2013;Norte;RO;1100338;NOVA MAMORE;Rural;4.7;--
2013;Norte;RO;1100338;NOVA MAMORE;Rural;5.7;14.9
2013;Norte;RO;1100338;NOVA MAMORE;Urbana;2.4;6.1
2013;Norte;RO;1100338;NOVA MAMORE;Urbana;2.5;6.1
2013;Norte;RO;1100338;NOVA MAMORE;Urbana;0;--
2013;Norte;RO;1100338;NOVA MAMORE;Urbana;2.7;--
2013;Norte;RO;1100338;NOVA MAMORE;Urbana;2.5;6.1
2013;Norte;RO;1100346;ALVORADA D OESTE;Total;0.4;5.9
2013;Norte;RO;1100346;ALVORADA D OESTE;Total;0.4;5.9
2013;Norte;RO;1100346;ALVORADA D OESTE;Total;0.5;--
2013;Norte;RO;1100346;ALVORADA D OESTE;Total;0.2;5.9
2013;Norte;RO;1100346;ALVORADA D OESTE;Rural;0.6;--
2013;Norte;RO;1100346;ALVORADA D OESTE;Rural;0.6;--
2013;Norte;RO;1100346;ALVORADA D OESTE;Rural;0.6;--
2013;Norte;RO;1100346;ALVORADA D OESTE;Urbana;0.3;5.9
2013;Norte;RO;1100346;ALVORADA D OESTE;Urbana;0.3;5.9
2013;Norte;RO;1100346;ALVORADA D OESTE;Urbana;0.4;--
2013;Norte;RO;1100346;ALVORADA D OESTE;Urbana;0.2;5.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Total;1.3;9.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Total;1.3;9.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Total;1.3;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Total;0.8;9.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Rural;1.5;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Rural;1.5;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Rural;1.5;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Rural;0;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Urbana;1.1;9.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Urbana;1.1;9.9
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Urbana;1.2;--
2013;Norte;RO;1100379;ALTO ALEGRE DOS PARECIS;Urbana;0.7;9.9
2013;Norte;RO;1100403;ALTO PARAISO;Total;1.8;13.6
2013;Norte;RO;1100403;ALTO PARAISO;Total;1.8;13.6
2013;Norte;RO;1100403;ALTO PARAISO;Total;1.8;--
2013;Norte;RO;1100403;ALTO PARAISO;Total;1.3;13.6
2013;Norte;RO;1100403;ALTO PARAISO;Rural;2.3;--
2013;Norte;RO;1100403;ALTO PARAISO;Rural;2.3;--
2013;Norte;RO;1100403;ALTO PARAISO;Rural;2.3;--
2013;Norte;RO;1100403;ALTO PARAISO;Urbana;1.2;13.6
2013;Norte;RO;1100403;ALTO PARAISO;Urbana;1.2;13.6
2013;Norte;RO;1100403;ALTO PARAISO;Urbana;1.1;--
2013;Norte;RO;1100403;ALTO PARAISO;Urbana;1.3;13.6
2013;Norte;RO;1100452;BURITIS;Total;2.9;8.6
2013;Norte;RO;1100452;BURITIS;Total;3;8.6
2013;Norte;RO;1100452;BURITIS;Total;0;--
2013;Norte;RO;1100452;BURITIS;Total;1.5;--
2013;Norte;RO;1100452;BURITIS;Total;4.9;8.6
2013;Norte;RO;1100452;BURITIS;Rural;2.5;--
2013;Norte;RO;1100452;BURITIS;Rural;2.5;--
2013;Norte;RO;1100452;BURITIS;Rural;2.5;--
2013;Norte;RO;1100452;BURITIS;Urbana;3.1;8.6
2013;Norte;RO;1100452;BURITIS;Urbana;3.1;8.6
2013;Norte;RO;1100452;BURITIS;Urbana;0;--
2013;Norte;RO;1100452;BURITIS;Urbana;0.5;--
2013;Norte;RO;1100452;BURITIS;Urbana;4.9;8.6
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Total;0.7;9.2
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Total;0.7;11.6
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Total;--;0.8
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Total;0.5;--
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Total;0.8;11.6
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Rural;1.8;0.8
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Rural;1.8;--
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Rural;--;0.8
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Rural;1.8;--
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Urbana;0.7;11.6
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Urbana;0.7;11.6
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Urbana;0.3;--
2013;Norte;RO;1100502;NOVO HORIZONTE DO OESTE;Urbana;0.8;11.6
