Ano,Região,UF,Código do Município,Nome do Município,Localização,Rede,Total_Abandono_EF2015,Total_Abandono_EM2015
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Total,Total,2.2,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Total,Pública,2.2,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Total,Estadual,2.4,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Total,Municipal,2,--
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Total,2.2,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Pública,2.2,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Estadual,2.6,11.2
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Urbana,Municipal,1,--
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Total,2.2,--
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Pública,2.2,--
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Estadual,0,--
2015,Norte,RO,1100015,Alta Floresta D'Oeste,Rural,Municipal,2.6,--
2015,Norte,RO,1100023,Ariquemes,Total,Total,1.5,10.3
2015,Norte,RO,1100023,Ariquemes,Total,Pública,1.7,10.7
2015,Norte,RO,1100023,Ariquemes,Total,Federal,--,3.3
2015,Norte,RO,1100023,Ariquemes,Total,Estadual,2.2,11.9
2015,Norte,RO,1100023,Ariquemes,Total,Municipal,1.3,--
2015,Norte,RO,1100023,Ariquemes,Total,Particular,0.2,1.1
2015,Norte,RO,1100023,Ariquemes,Urbana,Total,1.5,11.3
2015,Norte,RO,1100023,Ariquemes,Urbana,Pública,1.6,11.9
2015,Norte,RO,1100023,Ariquemes,Urbana,Estadual,2.2,11.9
2015,Norte,RO,1100023,Ariquemes,Urbana,Municipal,1.1,--
2015,Norte,RO,1100023,Ariquemes,Urbana,Particular,0.2,1.1
2015,Norte,RO,1100023,Ariquemes,Rural,Total,1.7,3.3
2015,Norte,RO,1100023,Ariquemes,Rural,Pública,1.7,3.3
2015,Norte,RO,1100023,Ariquemes,Rural,Federal,--,3.3
2015,Norte,RO,1100023,Ariquemes,Rural,Municipal,1.7,--
2015,Norte,RO,1100031,Cabixi,Total,Total,0.5,12.7
2015,Norte,RO,1100031,Cabixi,Total,Pública,0.5,12.7
2015,Norte,RO,1100031,Cabixi,Total,Estadual,0.8,12.7
2015,Norte,RO,1100031,Cabixi,Total,Municipal,0.3,--
2015,Norte,RO,1100031,Cabixi,Urbana,Total,0.5,11.4
2015,Norte,RO,1100031,Cabixi,Urbana,Pública,0.5,11.4
2015,Norte,RO,1100031,Cabixi,Urbana,Estadual,1,11.4
2015,Norte,RO,1100031,Cabixi,Urbana,Municipal,0.3,--
2015,Norte,RO,1100031,Cabixi,Rural,Total,0,26.3
2015,Norte,RO,1100031,Cabixi,Rural,Pública,0,26.3
2015,Norte,RO,1100031,Cabixi,Rural,Estadual,0,26.3
2015,Norte,RO,1100049,Cacoal,Total,Total,0.7,7.6
2015,Norte,RO,1100049,Cacoal,Total,Pública,0.8,9.2
2015,Norte,RO,1100049,Cacoal,Total,Federal,--,1.8
2015,Norte,RO,1100049,Cacoal,Total,Estadual,1.2,9.7
2015,Norte,RO,1100049,Cacoal,Total,Municipal,0.1,--
2015,Norte,RO,1100049,Cacoal,Total,Particular,0.1,0.4
2015,Norte,RO,1100049,Cacoal,Urbana,Total,0.6,7.7
2015,Norte,RO,1100049,Cacoal,Urbana,Pública,0.7,9.2
2015,Norte,RO,1100049,Cacoal,Urbana,Federal,--,1.8
2015,Norte,RO,1100049,Cacoal,Urbana,Estadual,1,9.6
2015,Norte,RO,1100049,Cacoal,Urbana,Municipal,0.1,--
2015,Norte,RO,1100049,Cacoal,Urbana,Particular,0.1,0.5
2015,Norte,RO,1100049,Cacoal,Rural,Total,1.1,4.6
2015,Norte,RO,1100049,Cacoal,Rural,Pública,1.1,11.3
2015,Norte,RO,1100049,Cacoal,Rural,Estadual,6.8,11.3
2015,Norte,RO,1100049,Cacoal,Rural,Municipal,0.2,--
2015,Norte,RO,1100049,Cacoal,Rural,Particular,8.3,0
2015,Norte,RO,1100056,Cerejeiras,Total,Total,0.6,5.5
2015,Norte,RO,1100056,Cerejeiras,Total,Pública,0.6,5.7
2015,Norte,RO,1100056,Cerejeiras,Total,Estadual,0.6,5.7
2015,Norte,RO,1100056,Cerejeiras,Total,Municipal,0.6,--
2015,Norte,RO,1100056,Cerejeiras,Total,Particular,0,0
2015,Norte,RO,1100056,Cerejeiras,Urbana,Total,0.4,5.5
2015,Norte,RO,1100056,Cerejeiras,Urbana,Pública,0.5,5.7
2015,Norte,RO,1100056,Cerejeiras,Urbana,Estadual,0.6,5.7
2015,Norte,RO,1100056,Cerejeiras,Urbana,Municipal,0.2,--
2015,Norte,RO,1100056,Cerejeiras,Urbana,Particular,0,0
2015,Norte,RO,1100056,Cerejeiras,Rural,Total,1.6,--
2015,Norte,RO,1100056,Cerejeiras,Rural,Pública,1.6,--
2015,Norte,RO,1100056,Cerejeiras,Rural,Municipal,1.6,--
2015,Norte,RO,1100064,Colorado do Oeste,Total,Total,0.6,2
2015,Norte,RO,1100064,Colorado do Oeste,Total,Pública,0.6,2
2015,Norte,RO,1100064,Colorado do Oeste,Total,Federal,--,0
2015,Norte,RO,1100064,Colorado do Oeste,Total,Estadual,0.7,3.5
2015,Norte,RO,1100064,Colorado do Oeste,Total,Municipal,0.1,--
2015,Norte,RO,1100064,Colorado do Oeste,Total,Particular,0,--
2015,Norte,RO,1100064,Colorado do Oeste,Urbana,Total,0.7,3.5
2015,Norte,RO,1100064,Colorado do Oeste,Urbana,Pública,0.7,3.5
2015,Norte,RO,1100064,Colorado do Oeste,Urbana,Estadual,0.7,3.5
2015,Norte,RO,1100064,Colorado do Oeste,Urbana,Municipal,0,--
2015,Norte,RO,1100064,Colorado do Oeste,Urbana,Particular,0,--
2015,Norte,RO,1100064,Colorado do Oeste,Rural,Total,0.2,0
2015,Norte,RO,1100064,Colorado do Oeste,Rural,Pública,0.2,0
2015,Norte,RO,1100064,Colorado do Oeste,Rural,Federal,--,0
2015,Norte,RO,1100064,Colorado do Oeste,Rural,Municipal,0.2,--
2015,Norte,RO,1100072,Corumbiara,Total,Total,2.2,9.5
2015,Norte,RO,1100072,Corumbiara,Total,Pública,2.2,9.5
2015,Norte,RO,1100072,Corumbiara,Total,Estadual,1.8,9.5
2015,Norte,RO,1100072,Corumbiara,Total,Municipal,2.5,--
2015,Norte,RO,1100072,Corumbiara,Urbana,Total,0.2,10.5
2015,Norte,RO,1100072,Corumbiara,Urbana,Pública,0.2,10.5
2015,Norte,RO,1100072,Corumbiara,Urbana,Estadual,0.4,10.5
2015,Norte,RO,1100072,Corumbiara,Urbana,Municipal,0,--
2015,Norte,RO,1100072,Corumbiara,Rural,Total,3.5,7.8
2015,Norte,RO,1100072,Corumbiara,Rural,Pública,3.5,7.8
2015,Norte,RO,1100072,Corumbiara,Rural,Estadual,2.5,7.8
2015,Norte,RO,1100072,Corumbiara,Rural,Municipal,4.3,--
2015,Norte,RO,1100080,Costa Marques,Total,Total,2.5,13.1
2015,Norte,RO,1100080,Costa Marques,Total,Pública,2.5,13.1
2015,Norte,RO,1100080,Costa Marques,Total,Estadual,3,13.1
2015,Norte,RO,1100080,Costa Marques,Total,Municipal,2.1,--
2015,Norte,RO,1100080,Costa Marques,Urbana,Total,1.8,12.4
2015,Norte,RO,1100080,Costa Marques,Urbana,Pública,1.8,12.4
2015,Norte,RO,1100080,Costa Marques,Urbana,Estadual,2.5,12.4
2015,Norte,RO,1100080,Costa Marques,Urbana,Municipal,0.2,--
2015,Norte,RO,1100080,Costa Marques,Rural,Total,3.5,14.5
2015,Norte,RO,1100080,Costa Marques,Rural,Pública,3.5,14.5
2015,Norte,RO,1100080,Costa Marques,Rural,Estadual,14.3,14.5
2015,Norte,RO,1100080,Costa Marques,Rural,Municipal,3,--
2015,Norte,RO,1100098,Espigão D'Oeste,Total,Total,1.3,13
2015,Norte,RO,1100098,Espigão D'Oeste,Total,Pública,1.4,13.8
2015,Norte,RO,1100098,Espigão D'Oeste,Total,Estadual,1.7,13.8
2015,Norte,RO,1100098,Espigão D'Oeste,Total,Municipal,1.1,--
2015,Norte,RO,1100098,Espigão D'Oeste,Total,Particular,0,0
2015,Norte,RO,1100098,Espigão D'Oeste,Urbana,Total,0.4,12.5
2015,Norte,RO,1100098,Espigão D'Oeste,Urbana,Pública,0.4,13.3
2015,Norte,RO,1100098,Espigão D'Oeste,Urbana,Estadual,0.4,13.3
2015,Norte,RO,1100098,Espigão D'Oeste,Urbana,Municipal,0.4,--
2015,Norte,RO,1100098,Espigão D'Oeste,Urbana,Particular,0,0
2015,Norte,RO,1100098,Espigão D'Oeste,Rural,Total,3.5,37
2015,Norte,RO,1100098,Espigão D'Oeste,Rural,Pública,3.5,37
2015,Norte,RO,1100098,Espigão D'Oeste,Rural,Estadual,7.7,37
2015,Norte,RO,1100098,Espigão D'Oeste,Rural,Municipal,1.7,--
2015,Norte,RO,1100106,Guajará-Mirim,Total,Total,2.7,5.1
2015,Norte,RO,1100106,Guajará-Mirim,Total,Pública,2.9,5.4
2015,Norte,RO,1100106,Guajará-Mirim,Total,Estadual,3.6,5.4
2015,Norte,RO,1100106,Guajará-Mirim,Total,Municipal,1.6,--
2015,Norte,RO,1100106,Guajará-Mirim,Total,Particular,0,1.8
2015,Norte,RO,1100106,Guajará-Mirim,Urbana,Total,1.4,5.1
2015,Norte,RO,1100106,Guajará-Mirim,Urbana,Pública,1.6,5.4
2015,Norte,RO,1100106,Guajará-Mirim,Urbana,Estadual,1.5,5.4
2015,Norte,RO,1100106,Guajará-Mirim,Urbana,Municipal,1.6,--
2015,Norte,RO,1100106,Guajará-Mirim,Urbana,Particular,0,1.8
2015,Norte,RO,1100106,Guajará-Mirim,Rural,Total,6.9,--
2015,Norte,RO,1100106,Guajará-Mirim,Rural,Pública,6.9,--
2015,Norte,RO,1100106,Guajará-Mirim,Rural,Estadual,7.7,--
2015,Norte,RO,1100106,Guajará-Mirim,Rural,Municipal,2.3,--
2015,Norte,RO,1100114,Jaru,Total,Total,1.7,9.8
2015,Norte,RO,1100114,Jaru,Total,Pública,1.8,10.4
2015,Norte,RO,1100114,Jaru,Total,Estadual,2.1,10.4
2015,Norte,RO,1100114,Jaru,Total,Municipal,1.3,--
2015,Norte,RO,1100114,Jaru,Total,Particular,0,2.6
2015,Norte,RO,1100114,Jaru,Urbana,Total,1.2,10.1
2015,Norte,RO,1100114,Jaru,Urbana,Pública,1.3,10.3
2015,Norte,RO,1100114,Jaru,Urbana,Estadual,1.3,10.3
2015,Norte,RO,1100114,Jaru,Urbana,Municipal,1.3,--
2015,Norte,RO,1100114,Jaru,Urbana,Particular,0,0
2015,Norte,RO,1100114,Jaru,Rural,Total,3.1,8.9
2015,Norte,RO,1100114,Jaru,Rural,Pública,3.1,10.7
2015,Norte,RO,1100114,Jaru,Rural,Estadual,6.7,10.7
2015,Norte,RO,1100114,Jaru,Rural,Municipal,1.3,--
2015,Norte,RO,1100114,Jaru,Rural,Particular,--,3.3
2015,Norte,RO,1100122,Ji-Paraná,Total,Total,1.7,8.4
2015,Norte,RO,1100122,Ji-Paraná,Total,Pública,1.8,9
2015,Norte,RO,1100122,Ji-Paraná,Total,Federal,--,0.6
2015,Norte,RO,1100122,Ji-Paraná,Total,Estadual,2.4,10.6
2015,Norte,RO,1100122,Ji-Paraná,Total,Municipal,0,--
2015,Norte,RO,1100122,Ji-Paraná,Total,Particular,0,0.3
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Total,1.3,8.8
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Pública,1.4,9.2
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Federal,--,0.6
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Estadual,1.7,10.8
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Municipal,0,--
2015,Norte,RO,1100122,Ji-Paraná,Urbana,Particular,0,0
2015,Norte,RO,1100122,Ji-Paraná,Rural,Total,4.5,3.6
2015,Norte,RO,1100122,Ji-Paraná,Rural,Pública,4.5,6.4
2015,Norte,RO,1100122,Ji-Paraná,Rural,Estadual,11,6.4
2015,Norte,RO,1100122,Ji-Paraná,Rural,Municipal,0,--
2015,Norte,RO,1100122,Ji-Paraná,Rural,Particular,--,0.6
2015,Norte,RO,1100130,Machadinho D'Oeste,Total,Total,2.1,8.8
