Ano,Região,UF,Código do Município,Nome do Município,Localização,Rede,Total_Abandono_EF2011,Total_Abandono_EM2011
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Total,4.5,11.1
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Publico,4.4,11.1
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Particular,4.5,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Municipal,4,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Estadual,4.8,11.1
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Total,4.9,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Publico,4.9,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Municipal,4.8,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Estadual,6,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Total,4.1,11.1
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Publico,4.1,11.1
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Particular,4.5,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Municipal,0.3,--
2011,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Estadual,4.7,11.1
2011,Norte,RO,1100023,ARIQUEMES,Total,Total,2.4,14.6
2011,Norte,RO,1100023,ARIQUEMES,Total,Publico,2.5,15.6
2011,Norte,RO,1100023,ARIQUEMES,Total,Particular,0.1,0
2011,Norte,RO,1100023,ARIQUEMES,Total,Municipal,2.5,--
2011,Norte,RO,1100023,ARIQUEMES,Total,Federal,--,3.6
2011,Norte,RO,1100023,ARIQUEMES,Total,Estadual,2.4,16.7
2011,Norte,RO,1100023,ARIQUEMES,Rural,Total,2.7,3.6
2011,Norte,RO,1100023,ARIQUEMES,Rural,Publico,2.7,3.6
2011,Norte,RO,1100023,ARIQUEMES,Rural,Municipal,2.7,--
2011,Norte,RO,1100023,ARIQUEMES,Rural,Federal,--,3.6
2011,Norte,RO,1100023,ARIQUEMES,Urbana,Total,2.2,15.7
2011,Norte,RO,1100023,ARIQUEMES,Urbana,Publico,2.4,16.7
2011,Norte,RO,1100023,ARIQUEMES,Urbana,Particular,0.1,0
2011,Norte,RO,1100023,ARIQUEMES,Urbana,Municipal,2.5,--
2011,Norte,RO,1100023,ARIQUEMES,Urbana,Estadual,2.4,16.7
2011,Norte,RO,1100031,CABIXI,Total,Total,1,6.1
2011,Norte,RO,1100031,CABIXI,Total,Publico,1,6.1
2011,Norte,RO,1100031,CABIXI,Total,Municipal,0.2,--
2011,Norte,RO,1100031,CABIXI,Total,Estadual,1.6,6.1
2011,Norte,RO,1100031,CABIXI,Rural,Total,0.8,15.2
2011,Norte,RO,1100031,CABIXI,Rural,Publico,0.8,15.2
2011,Norte,RO,1100031,CABIXI,Rural,Estadual,0.8,15.2
2011,Norte,RO,1100031,CABIXI,Urbana,Total,1,4.9
2011,Norte,RO,1100031,CABIXI,Urbana,Publico,1,4.9
2011,Norte,RO,1100031,CABIXI,Urbana,Municipal,0.2,--
2011,Norte,RO,1100031,CABIXI,Urbana,Estadual,1.8,4.9
2011,Norte,RO,1100049,CACOAL,Total,Total,2.2,12
2011,Norte,RO,1100049,CACOAL,Total,Publico,2.5,14
2011,Norte,RO,1100049,CACOAL,Total,Particular,0.1,0.3
2011,Norte,RO,1100049,CACOAL,Total,Municipal,1,--
2011,Norte,RO,1100049,CACOAL,Total,Federal,--,2.5
2011,Norte,RO,1100049,CACOAL,Total,Estadual,3.8,14.1
2011,Norte,RO,1100049,CACOAL,Rural,Total,2.4,0.6
2011,Norte,RO,1100049,CACOAL,Rural,Publico,2.4,--
2011,Norte,RO,1100049,CACOAL,Rural,Particular,0,0.6
2011,Norte,RO,1100049,CACOAL,Rural,Municipal,1.5,--
2011,Norte,RO,1100049,CACOAL,Rural,Estadual,9.3,--
2011,Norte,RO,1100049,CACOAL,Urbana,Total,2.1,12.4
2011,Norte,RO,1100049,CACOAL,Urbana,Publico,2.5,14
2011,Norte,RO,1100049,CACOAL,Urbana,Particular,0.1,0.3
2011,Norte,RO,1100049,CACOAL,Urbana,Municipal,0.6,--
2011,Norte,RO,1100049,CACOAL,Urbana,Federal,--,2.5
2011,Norte,RO,1100049,CACOAL,Urbana,Estadual,3.5,14.1
2011,Norte,RO,1100056,CEREJEIRAS,Total,Total,2.2,10.1
2011,Norte,RO,1100056,CEREJEIRAS,Total,Publico,2.2,10.6
2011,Norte,RO,1100056,CEREJEIRAS,Total,Particular,0,0
2011,Norte,RO,1100056,CEREJEIRAS,Total,Municipal,0.6,--
2011,Norte,RO,1100056,CEREJEIRAS,Total,Estadual,3.4,10.6
2011,Norte,RO,1100056,CEREJEIRAS,Rural,Total,0.7,--
2011,Norte,RO,1100056,CEREJEIRAS,Rural,Publico,0.7,--
2011,Norte,RO,1100056,CEREJEIRAS,Rural,Municipal,0.7,--
2011,Norte,RO,1100056,CEREJEIRAS,Urbana,Total,2.4,10.1
2011,Norte,RO,1100056,CEREJEIRAS,Urbana,Publico,2.6,10.6
2011,Norte,RO,1100056,CEREJEIRAS,Urbana,Particular,0,0
2011,Norte,RO,1100056,CEREJEIRAS,Urbana,Municipal,0.4,--
2011,Norte,RO,1100056,CEREJEIRAS,Urbana,Estadual,3.4,10.6
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Total,0.3,3.6
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Publico,0.3,3.6
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Particular,0,--
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Municipal,0.6,--
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Federal,--,0.3
2011,Norte,RO,1100064,COLORADO DO OESTE,Total,Estadual,0.3,5.1
2011,Norte,RO,1100064,COLORADO DO OESTE,Rural,Total,0.6,0.3
2011,Norte,RO,1100064,COLORADO DO OESTE,Rural,Publico,0.6,0.3
2011,Norte,RO,1100064,COLORADO DO OESTE,Rural,Municipal,0.6,--
2011,Norte,RO,1100064,COLORADO DO OESTE,Rural,Federal,--,0.3
2011,Norte,RO,1100064,COLORADO DO OESTE,Urbana,Total,0.3,5.1
2011,Norte,RO,1100064,COLORADO DO OESTE,Urbana,Publico,0.3,5.1
2011,Norte,RO,1100064,COLORADO DO OESTE,Urbana,Particular,0,--
2011,Norte,RO,1100064,COLORADO DO OESTE,Urbana,Municipal,0,--
2011,Norte,RO,1100064,COLORADO DO OESTE,Urbana,Estadual,0.3,5.1
2011,Norte,RO,1100072,CORUMBIARA,Total,Total,3.3,13.9
2011,Norte,RO,1100072,CORUMBIARA,Total,Publico,3.3,13.9
2011,Norte,RO,1100072,CORUMBIARA,Total,Municipal,2.8,--
2011,Norte,RO,1100072,CORUMBIARA,Total,Estadual,3.7,13.9
2011,Norte,RO,1100072,CORUMBIARA,Rural,Total,4.3,9.8
2011,Norte,RO,1100072,CORUMBIARA,Rural,Publico,4.3,9.8
2011,Norte,RO,1100072,CORUMBIARA,Rural,Municipal,4.2,--
2011,Norte,RO,1100072,CORUMBIARA,Rural,Estadual,4.6,9.8
2011,Norte,RO,1100072,CORUMBIARA,Urbana,Total,1.8,16.7
2011,Norte,RO,1100072,CORUMBIARA,Urbana,Publico,1.8,16.7
2011,Norte,RO,1100072,CORUMBIARA,Urbana,Municipal,0,--
2011,Norte,RO,1100072,CORUMBIARA,Urbana,Estadual,2.9,16.7
2011,Norte,RO,1100080,COSTA MARQUES,Total,Total,4.5,15.1
2011,Norte,RO,1100080,COSTA MARQUES,Total,Publico,4.5,15.1
2011,Norte,RO,1100080,COSTA MARQUES,Total,Municipal,6.3,--
2011,Norte,RO,1100080,COSTA MARQUES,Total,Estadual,2.7,15.1
2011,Norte,RO,1100080,COSTA MARQUES,Rural,Total,7.6,19.6
2011,Norte,RO,1100080,COSTA MARQUES,Rural,Publico,7.6,19.6
2011,Norte,RO,1100080,COSTA MARQUES,Rural,Municipal,8.1,--
2011,Norte,RO,1100080,COSTA MARQUES,Rural,Estadual,3.8,19.6
2011,Norte,RO,1100080,COSTA MARQUES,Urbana,Total,2.1,13.1
2011,Norte,RO,1100080,COSTA MARQUES,Urbana,Publico,2.1,13.1
2011,Norte,RO,1100080,COSTA MARQUES,Urbana,Municipal,0,--
2011,Norte,RO,1100080,COSTA MARQUES,Urbana,Estadual,2.6,13.1
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,Total,3,16.8
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,Publico,3,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,Particular,0,0
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,Municipal,3.2,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Total,Estadual,2.9,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,Total,6.6,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,Publico,6.6,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,Municipal,3.9,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Rural,Estadual,14,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,Total,1.1,16.8
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,Publico,1.2,17.7
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,Particular,0,0
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,Municipal,2.3,--
2011,Norte,RO,1100098,ESPIGAO D'OESTE,Urbana,Estadual,0.8,17.7
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,Total,2.1,13.5
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,Publico,2.3,14.3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,Particular,0.5,3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,Municipal,1.4,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Total,Estadual,2.8,14.3
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,Total,0.7,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,Publico,0.7,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,Municipal,2.4,--
2011,Norte,RO,1100106,GUAJARA-MIRIM,Rural,Estadual,0.3,--
