Ano,Região,UF,Código do Município,Nome do Município,Localização,Rede,Total_Abandono_EF2009,Total_Abandono_EM2009
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Estadual,14.4,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Municipal,5.4,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Publico,6.3,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Total,6.3,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Estadual,6.9,14.1
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Municipal,4.7,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Particular,0,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Publico,5.8,14.1
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Total,5.8,14.1
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Estadual,6.2,14.1
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Municipal,0.3,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Particular,0,--
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Publico,5.4,14.1
2009,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Total,5.4,14.1
2009,Norte,RO,1100023,ARIQUEMES,Rural,Municipal,4.5,--
2009,Norte,RO,1100023,ARIQUEMES,Rural,Publico,4.5,--
2009,Norte,RO,1100023,ARIQUEMES,Rural,Total,4.5,--
2009,Norte,RO,1100023,ARIQUEMES,Total,Estadual,3.2,10
2009,Norte,RO,1100023,ARIQUEMES,Total,Municipal,3.1,--
2009,Norte,RO,1100023,ARIQUEMES,Total,Particular,0,0
2009,Norte,RO,1100023,ARIQUEMES,Total,Publico,3.1,10
2009,Norte,RO,1100023,ARIQUEMES,Total,Total,2.9,9.5
2009,Norte,RO,1100023,ARIQUEMES,Urbana,Estadual,3.2,10
2009,Norte,RO,1100023,ARIQUEMES,Urbana,Municipal,2.5,--
2009,Norte,RO,1100023,ARIQUEMES,Urbana,Particular,0,0
2009,Norte,RO,1100023,ARIQUEMES,Urbana,Publico,2.8,10
2009,Norte,RO,1100023,ARIQUEMES,Urbana,Total,2.6,9.5
2009,Norte,RO,1100031,CABIXI,Total,Estadual,2.7,9.4
2009,Norte,RO,1100031,CABIXI,Total,Municipal,0.3,--
2009,Norte,RO,1100031,CABIXI,Total,Publico,2,9.4
2009,Norte,RO,1100031,CABIXI,Total,Total,2,9.4
2009,Norte,RO,1100031,CABIXI,Urbana,Estadual,2.7,9.4
2009,Norte,RO,1100031,CABIXI,Urbana,Municipal,0.3,--
2009,Norte,RO,1100031,CABIXI,Urbana,Publico,2,9.4
2009,Norte,RO,1100031,CABIXI,Urbana,Total,2,9.4
2009,Norte,RO,1100049,CACOAL,Rural,Estadual,22.3,--
2009,Norte,RO,1100049,CACOAL,Rural,Municipal,1.6,--
2009,Norte,RO,1100049,CACOAL,Rural,Particular,2.3,0
2009,Norte,RO,1100049,CACOAL,Rural,Publico,3.8,--
2009,Norte,RO,1100049,CACOAL,Rural,Total,3.7,0
2009,Norte,RO,1100049,CACOAL,Total,Estadual,5.5,13.2
2009,Norte,RO,1100049,CACOAL,Total,Municipal,1.2,--
2009,Norte,RO,1100049,CACOAL,Total,Particular,0.1,0
2009,Norte,RO,1100049,CACOAL,Total,Publico,3.5,13.2
2009,Norte,RO,1100049,CACOAL,Total,Total,3.1,11.1
2009,Norte,RO,1100049,CACOAL,Urbana,Estadual,4.6,13.2
2009,Norte,RO,1100049,CACOAL,Urbana,Municipal,0.7,--
2009,Norte,RO,1100049,CACOAL,Urbana,Particular,0,0
2009,Norte,RO,1100049,CACOAL,Urbana,Publico,3.3,13.2
2009,Norte,RO,1100049,CACOAL,Urbana,Total,2.9,11.5
2009,Norte,RO,1100056,CEREJEIRAS,Rural,Municipal,3.6,--
2009,Norte,RO,1100056,CEREJEIRAS,Rural,Publico,3.6,--
2009,Norte,RO,1100056,CEREJEIRAS,Rural,Total,3.6,--
2009,Norte,RO,1100056,CEREJEIRAS,Total,Estadual,2.1,9.1
2009,Norte,RO,1100056,CEREJEIRAS,Total,Municipal,2.4,--
2009,Norte,RO,1100056,CEREJEIRAS,Total,Particular,0,0
2009,Norte,RO,1100056,CEREJEIRAS,Total,Publico,2.1,9.1
2009,Norte,RO,1100056,CEREJEIRAS,Total,Total,2.1,8.8
2009,Norte,RO,1100056,CEREJEIRAS,Urbana,Estadual,2.1,9.1
