Ano,Região,UF,Código do Município,Nome do Município,Localização,Rede,Total_Abandono_EF2007,Total_Abandono_EM2007
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Estadual,4.3,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Municipal,--,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Publico,4.3,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Rural,Total,4.3,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Estadual,1.6,21.7
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Municipal,--,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Particular,0,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Publico,1.6,21.7
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Total,Total,1.4,21.7
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Estadual,0,21.7
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Municipal,--,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Particular,0,--
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Publico,0,21.7
2007,Norte,RO,1100015,ALTA FLORESTA D'OESTE,Urbana,Total,0,21.7
2007,Norte,RO,1100023,ARIQUEMES,Rural,Federal,--,--
2007,Norte,RO,1100023,ARIQUEMES,Rural,Municipal,2.9,--
2007,Norte,RO,1100023,ARIQUEMES,Rural,Publico,2.9,--
2007,Norte,RO,1100023,ARIQUEMES,Rural,Total,2.9,--
2007,Norte,RO,1100023,ARIQUEMES,Total,Estadual,0,17
2007,Norte,RO,1100023,ARIQUEMES,Total,Federal,--,--
2007,Norte,RO,1100023,ARIQUEMES,Total,Municipal,2.1,--
2007,Norte,RO,1100023,ARIQUEMES,Total,Particular,0,0
2007,Norte,RO,1100023,ARIQUEMES,Total,Publico,2.1,17
2007,Norte,RO,1100023,ARIQUEMES,Total,Total,2,16.2
2007,Norte,RO,1100023,ARIQUEMES,Urbana,Estadual,0,17
2007,Norte,RO,1100023,ARIQUEMES,Urbana,Municipal,2,--
