UF,Total,Forca_de_Trabalho,ocupados,Desocupados,Trimestre_ID,Ano,Trimestre,Trimestre_Ano,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao,Fora_da_Forca
Mato Grosso do Sul,2064,1379,1266,113,9,2014,1,T1/2014,8.2,61.3,66.8,685
Mato Grosso,2580,1693,1530,163,9,2014,1,T1/2014,9.6,59.3,65.6,887
Goiás,5341,3562,3158,404,9,2014,1,T1/2014,11.3,59.1,66.7,1779
Distrito Federal,2314,1595,1372,224,9,2014,1,T1/2014,14.0,59.3,68.9,719
Rondônia,1313,807,741,66,9,2014,1,T1/2014,8.2,56.4,61.5,506
Acre,611,333,280,53,9,2014,1,T1/2014,15.9,45.8,54.5,278
Amazonas,2765,1792,1469,323,9,2014,1,T1/2014,18.0,53.1,64.8,973
Roraima,361,214,192,22,9,2014,1,T1/2014,10.3,53.2,59.3,147
Pará,6245,3712,3194,518,9,2014,1,T1/2014,14.0,51.1,59.4,2533
Amapá,588,361,293,68,9,2014,1,T1/2014,18.8,49.8,61.4,227
Tocantins,1153,690,603,87,9,2014,1,T1/2014,12.6,52.3,59.8,463
Maranhão,5108,2745,2329,416,9,2014,1,T1/2014,15.2,45.6,53.7,2363
Piauí,2527,1405,1224,180,9,2014,1,T1/2014,12.8,48.4,55.6,1122
Ceará,7093,3952,3380,571,9,2014,1,T1/2014,14.4,47.7,55.7,3141
Rio Grande do Norte,2750,1514,1265,249,9,2014,1,T1/2014,16.4,46.0,55.1,1236
Paraíba,3092,1655,1434,222,9,2014,1,T1/2014,13.4,46.4,53.5,1437
Pernambuco,7420,4039,3339,700,9,2014,1,T1/2014,17.3,45.0,54.4,3381
Alagoas,2555,1225,1008,217,9,2014,1,T1/2014,17.7,39.5,47.9,1330
Sergipe,1769,993,831,162,9,2014,1,T1/2014,16.3,47.0,56.1,776
Bahia,11651,7009,5703,1306,9,2014,1,T1/2014,18.6,48.9,60.2,4642
Minas Gerais,16895,10978,9467,1512,9,2014,1,T1/2014,13.8,56.0,65.0,5917
Espírito Santo,3139,1996,1703,293,9,2014,1,T1/2014,14.7,54.3,63.6,1143
Rio de Janeiro,14146,8591,7331,1260,9,2014,1,T1/2014,14.7,51.8,60.7,5555
São Paulo,36527,24981,21392,3589,9,2014,1,T1/2014,14.4,58.6,68.4,11546
Paraná,9084,5979,5358,621,9,2014,1,T1/2014,10.4,59.0,65.8,3105
Santa Catarina,5674,3812,3510,302,9,2014,1,T1/2014,7.9,61.9,67.2,1862
Rio Grande do Sul,9241,6150,5580,570,9,2014,1,T1/2014,9.3,60.4,66.6,3091
Mato Grosso do Sul,2059,1373,1237,136,9,2014,1,T1/2014,9.9,60.1,66.7,686
Mato Grosso,2599,1669,1492,177,9,2014,1,T1/2014,10.6,57.4,64.2,930
Goiás,5369,3567,3111,456,9,2014,1,T1/2014,12.8,57.9,66.4,1802
Distrito Federal,2343,1609,1379,230,9,2014,1,T1/2014,14.3,58.9,68.7,734
Rondônia,1324,837,760,77,9,2014,1,T1/2014,9.2,57.4,63.2,487
Acre,611,345,294,52,9,2014,1,T1/2014,15.1,48.1,56.5,266
Amazonas,2789,1794,1514,280,9,2014,1,T1/2014,15.6,54.3,64.3,995
Roraima,363,223,199,24,9,2014,1,T1/2014,10.8,54.8,61.4,140
Pará,6268,3764,3330,433,9,2014,1,T1/2014,11.5,53.1,60.1,2504
Amapá,589,361,297,63,9,2014,1,T1/2014,17.5,50.4,61.3,228
Tocantins,1160,681,602,79,9,2014,1,T1/2014,11.6,51.9,58.7,479
Maranhão,5125,2685,2289,396,9,2014,1,T1/2014,14.7,44.7,52.4,2440
Piauí,2538,1439,1242,197,9,2014,1,T1/2014,13.7,48.9,56.7,1099
Ceará,7123,3946,3420,526,9,2014,1,T1/2014,13.3,48.0,55.4,3177
Rio Grande do Norte,2747,1515,1275,240,9,2014,1,T1/2014,15.8,46.4,55.2,1232
Paraíba,3106,1686,1491,195,9,2014,1,T1/2014,11.6,48.0,54.3,1420
Pernambuco,7439,4079,3303,776,9,2014,1,T1/2014,19.0,44.4,54.8,3360
Alagoas,2561,1233,1011,222,9,2014,1,T1/2014,18.0,39.5,48.1,1328
Sergipe,1775,1020,876,145,9,2014,1,T1/2014,14.2,49.4,57.5,755
Bahia,11602,7024,5788,1236,9,2014,1,T1/2014,17.6,49.9,60.5,4578
Minas Gerais,16957,11075,9724,1351,9,2014,1,T1/2014,12.2,57.3,65.3,5882
Espírito Santo,3145,2072,1793,279,9,2014,1,T1/2014,13.5,57.0,65.9,1073
Rio de Janeiro,14236,8724,7343,1381,9,2014,1,T1/2014,15.8,51.6,61.3,5512
São Paulo,36711,25071,21660,3412,9,2014,1,T1/2014,13.6,59.0,68.3,11640
Paraná,9069,5983,5447,536,9,2014,1,T1/2014,9.0,60.1,66.0,3086
Santa Catarina,5670,3806,3520,287,9,2014,1,T1/2014,7.5,62.1,67.1,1864
Rio Grande do Sul,9232,6113,5589,524,9,2014,1,T1/2014,8.6,60.5,66.2,3119
Mato Grosso do Sul,2066,1383,1259,124,9,2014,1,T1/2014,9.0,60.9,66.9,683
Mato Grosso,2579,1675,1529,146,9,2014,1,T1/2014,8.7,59.3,64.9,904
Goiás,5405,3658,3254,403,9,2014,1,T1/2014,11.0,60.2,67.7,1747
Distrito Federal,2357,1598,1385,213,9,2014,1,T1/2014,13.3,58.8,67.8,759
Rondônia,1332,843,773,69,9,2014,1,T1/2014,8.2,58.0,63.3,489
Acre,612,348,300,48,9,2014,1,T1/2014,13.8,49.0,56.9,264
Amazonas,2813,1754,1470,285,9,2014,1,T1/2014,16.2,52.3,62.4,1059
Roraima,365,225,205,21,9,2014,1,T1/2014,9.3,56.2,61.6,140
Pará,6330,3857,3425,432,9,2014,1,T1/2014,11.2,54.1,60.9,2473
Amapá,596,365,303,62,9,2014,1,T1/2014,17.0,50.8,61.2,231
Tocantins,1171,671,591,80,9,2014,1,T1/2014,11.9,50.5,57.3,500
Maranhão,5157,2766,2364,402,9,2014,1,T1/2014,14.5,45.8,53.6,2391
Piauí,2536,1445,1268,177,9,2014,1,T1/2014,12.2,50.0,57.0,1091
Ceará,7129,3980,3504,476,9,2014,1,T1/2014,12.0,49.2,55.8,3149
Rio Grande do Norte,2745,1513,1303,210,9,2014,1,T1/2014,13.9,47.5,55.1,1232
Paraíba,3105,1709,1524,186,9,2014,1,T1/2014,10.9,49.1,55.0,1396
Pernambuco,7465,4113,3370,743,9,2014,1,T1/2014,18.1,45.1,55.1,3352
Alagoas,2569,1227,1031,197,9,2014,1,T1/2014,16.1,40.1,47.8,1342
Sergipe,1765,1012,872,140,9,2014,1,T1/2014,13.8,49.4,57.3,753
Bahia,11648,6923,5759,1164,9,2014,1,T1/2014,16.8,49.4,59.4,4725
Minas Gerais,16981,11129,9761,1369,9,2014,1,T1/2014,12.3,57.5,65.5,5852
Espírito Santo,3149,2101,1825,276,9,2014,1,T1/2014,13.1,58.0,66.7,1048
Rio de Janeiro,14211,8797,7510,1287,9,2014,1,T1/2014,14.6,52.8,61.9,5414
São Paulo,36796,25227,21866,3361,9,2014,1,T1/2014,13.3,59.4,68.6,11569
Paraná,9104,5966,5460,507,9,2014,1,T1/2014,8.5,60.0,65.5,3138
Santa Catarina,5698,3846,3585,261,9,2014,1,T1/2014,6.8,62.9,67.5,1852
Rio Grande do Sul,9230,6130,5628,501,9,2014,1,T1/2014,8.2,61.0,66.4,3100
Mato Grosso do Sul,2059,1368,1259,110,9,2014,1,T1/2014,8.0,61.1,66.4,691
Mato Grosso,2610,1729,1564,164,9,2014,1,T1/2014,9.5,59.9,66.2,881
Goiás,5455,3707,3362,346,9,2014,1,T1/2014,9.3,61.6,68.0,1748
Distrito Federal,2375,1581,1387,195,9,2014,1,T1/2014,12.3,58.4,66.6,794
Rondônia,1348,855,790,65,9,2014,1,T1/2014,7.6,58.6,63.4,493
Acre,612,354,310,44,9,2014,1,T1/2014,12.4,50.7,57.8,258
Amazonas,2848,1751,1514,238,9,2014,1,T1/2014,13.6,53.2,61.5,1097
Roraima,366,234,212,23,9,2014,1,T1/2014,9.8,57.9,63.9,132
Pará,6353,3892,3474,418,9,2014,1,T1/2014,10.7,54.7,61.3,2461
Amapá,595,367,297,70,9,2014,1,T1/2014,19.1,49.9,61.7,228
Tocantins,1177,698,624,74,9,2014,1,T1/2014,10.6,53.0,59.3,479
Maranhão,5178,2699,2337,362,9,2014,1,T1/2014,13.4,45.1,52.1,2479
Piauí,2533,1435,1242,193,9,2014,1,T1/2014,13.4,49.0,56.7,1098
Ceará,7143,4106,3646,460,9,2014,1,T1/2014,11.2,51.0,57.5,3037
Rio Grande do Norte,2765,1507,1320,187,9,2014,1,T1/2014,12.4,47.7,54.5,1258
Paraíba,3119,1711,1536,175,9,2014,1,T1/2014,10.2,49.2,54.9,1408
Pernambuco,7492,4167,3458,708,9,2014,1,T1/2014,17.0,46.2,55.6,3325
Alagoas,2571,1169,984,184,9,2014,1,T1/2014,15.7,38.3,45.5,1402
Sergipe,1768,1044,903,142,9,2014,1,T1/2014,13.6,51.1,59.0,724
Bahia,11609,6982,5927,1056,9,2014,1,T1/2014,15.1,51.1,60.1,4627
Minas Gerais,17084,11179,9986,1194,9,2014,1,T1/2014,10.7,58.5,65.4,5905
Espírito Santo,3137,2067,1825,243,9,2014,1,T1/2014,11.8,58.2,65.9,1070
Rio de Janeiro,14240,8863,7511,1352,9,2014,1,T1/2014,15.3,52.7,62.2,5377
São Paulo,36850,25198,21960,3237,9,2014,1,T1/2014,12.8,59.6,68.4,11652
Paraná,9125,6010,5514,496,9,2014,1,T1/2014,8.3,60.4,65.9,3115
Santa Catarina,5721,3890,3640,250,9,2014,1,T1/2014,6.4,63.6,68.0,1831
Rio Grande do Sul,9258,6138,5642,496,9,2014,1,T1/2014,8.1,60.9,66.3,3120
Mato Grosso do Sul,2075,1389,1286,103,9,2014,1,T1/2014,7.4,62.0,66.9,686
Mato Grosso,2620,1718,1592,126,9,2014,1,T1/2014,7.3,60.8,65.6,902
Goiás,5480,3668,3322,346,9,2014,1,T1/2014,9.4,60.6,66.9,1812
Distrito Federal,2391,1589,1377,212,9,2014,1,T1/2014,13.3,57.6,66.5,802
Rondônia,1351,856,765,90,9,2014,1,T1/2014,10.5,56.6,63.4,495
Acre,620,359,307,53,9,2014,1,T1/2014,14.8,49.5,57.9,261
Amazonas,2893,1794,1543,251,9,2014,1,T1/2014,14.0,53.3,62.0,1099
Roraima,378,238,213,25,9,2014,1,T1/2014,10.5,56.3,63.0,140
Pará,6372,3789,3324,465,9,2014,1,T1/2014,12.3,52.2,59.5,2583
Amapá,597,370,290,80,9,2014,1,T1/2014,21.6,48.6,62.0,227
Tocantins,1185,704,626,78,9,2014,1,T1/2014,11.1,52.8,59.4,481
Maranhão,5206,2681,2258,423,9,2014,1,T1/2014,15.8,43.4,51.5,2525
Piauí,2548,1401,1214,187,9,2014,1,T1/2014,13.3,47.6,55.0,1147
Ceará,7157,4095,3566,530,9,2014,1,T1/2014,12.9,49.8,57.2,3062
Rio Grande do Norte,2772,1518,1289,229,9,2014,1,T1/2014,15.1,46.5,54.8,1254
Paraíba,3118,1707,1504,203,9,2014,1,T1/2014,11.9,48.2,54.7,1411
Pernambuco,7479,4227,3468,759,9,2014,1,T1/2014,18.0,46.4,56.5,3252
Alagoas,2580,1145,939,206,9,2014,1,T1/2014,18.0,36.4,44.4,1435
Sergipe,1765,1035,857,178,9,2014,1,T1/2014,17.2,48.6,58.6,730
Bahia,11668,6951,5693,1258,9,2014,1,T1/2014,18.1,48.8,59.6,4717
Minas Gerais,17099,11200,9780,1419,9,2014,1,T1/2014,12.7,57.2,65.5,5899
Espírito Santo,3152,2074,1811,264,9,2014,1,T1/2014,12.7,57.5,65.8,1078
Rio de Janeiro,14294,8822,7487,1335,9,2014,1,T1/2014,15.1,52.4,61.7,5472
São Paulo,36834,25418,21826,3592,9,2014,1,T1/2014,14.1,59.3,69.0,11416
Paraná,9135,6014,5433,581,9,2014,1,T1/2014,9.7,59.5,65.8,3121
Santa Catarina,5760,3871,3617,254,9,2014,1,T1/2014,6.6,62.8,67.2,1889
Rio Grande do Sul,9281,6056,5536,520,9,2014,1,T1/2014,8.6,59.6,65.3,3225
Mato Grosso do Sul,2093,1407,1287,120,9,2014,1,T1/2014,8.5,61.5,67.2,686
Mato Grosso,2644,1731,1568,164,9,2014,1,T1/2014,9.5,59.3,65.5,913
Goiás,5508,3673,3292,381,9,2014,1,T1/2014,10.4,59.8,66.7,1835
Distrito Federal,2418,1615,1388,227,9,2014,1,T1/2014,14.1,57.4,66.8,803
Rondônia,1357,838,768,69,9,2014,1,T1/2014,8.2,56.6,61.8,519
Acre,621,351,303,48,9,2014,1,T1/2014,13.7,48.8,56.5,270
Amazonas,2913,1772,1518,254,9,2014,1,T1/2014,14.3,52.1,60.8,1141
Roraima,383,240,212,28,9,2014,1,T1/2014,11.7,55.4,62.7,143
Pará,6397,3837,3403,434,9,2014,1,T1/2014,11.3,53.2,60.0,2560
Amapá,602,368,289,80,9,2014,1,T1/2014,21.7,48.0,61.1,234
Tocantins,1195,715,633,81,9,2014,1,T1/2014,11.3,53.0,59.8,480
Maranhão,5231,2598,2222,376,9,2014,1,T1/2014,14.5,42.5,49.7,2633
Piauí,2549,1430,1236,194,9,2014,1,T1/2014,13.6,48.5,56.1,1119
Ceará,7210,4055,3576,479,9,2014,1,T1/2014,11.8,49.6,56.2,3155
Rio Grande do Norte,2776,1521,1319,202,9,2014,1,T1/2014,13.3,47.5,54.8,1255
Paraíba,3139,1698,1510,188,9,2014,1,T1/2014,11.1,48.1,54.1,1441
Pernambuco,7506,4224,3500,723,9,2014,1,T1/2014,17.1,46.6,56.3,3282
Alagoas,2595,1143,941,202,9,2014,1,T1/2014,17.7,36.3,44.0,1452
Sergipe,1768,1024,850,174,9,2014,1,T1/2014,17.0,48.1,57.9,744
Bahia,11687,6848,5699,1149,9,2014,1,T1/2014,16.8,48.8,58.6,4839
Minas Gerais,17164,11278,10051,1227,9,2014,1,T1/2014,10.9,58.6,65.7,5886
Espírito Santo,3166,2100,1844,257,9,2014,1,T1/2014,12.2,58.2,66.3,1066
Rio de Janeiro,14297,8848,7475,1372,9,2014,1,T1/2014,15.5,52.3,61.9,5449
São Paulo,36965,25414,21915,3499,9,2014,1,T1/2014,13.8,59.3,68.8,11551
Paraná,9133,5996,5451,545,9,2014,1,T1/2014,9.1,59.7,65.7,3137
Santa Catarina,5763,3852,3600,252,9,2014,1,T1/2014,6.5,62.5,66.8,1911
Rio Grande do Sul,9286,6007,5500,507,9,2014,1,T1/2014,8.4,59.2,64.7,3279
Mato Grosso do Sul,2079,1402,1294,108,9,2014,1,T1/2014,7.7,62.2,67.4,677
Mato Grosso,2657,1756,1606,151,9,2014,1,T1/2014,8.6,60.4,66.1,901
Goiás,5495,3669,3320,349,9,2014,1,T1/2014,9.5,60.4,66.8,1826
Distrito Federal,2421,1627,1427,200,9,2014,1,T1/2014,12.3,58.9,67.2,794
Rondônia,1367,865,788,77,9,2014,1,T1/2014,8.9,57.6,63.3,502
Acre,629,359,311,48,9,2014,1,T1/2014,13.4,49.4,57.1,270
Amazonas,2928,1812,1573,240,9,2014,1,T1/2014,13.2,53.7,61.9,1116
Roraima,387,245,211,33,9,2014,1,T1/2014,13.5,54.5,63.3,142
Pará,6412,3838,3414,424,9,2014,1,T1/2014,11.0,53.2,59.9,2574
Amapá,615,382,312,70,9,2014,1,T1/2014,18.3,50.7,62.1,233
Tocantins,1201,713,643,70,9,2014,1,T1/2014,9.8,53.5,59.4,488
Maranhão,5226,2624,2257,367,9,2014,1,T1/2014,14.0,43.2,50.2,2602
Piauí,2549,1454,1273,182,9,2014,1,T1/2014,12.5,49.9,57.0,1095
Ceará,7215,4138,3694,444,9,2014,1,T1/2014,10.7,51.2,57.4,3077
Rio Grande do Norte,2785,1570,1366,204,9,2014,1,T1/2014,13.0,49.0,56.4,1215
Paraíba,3141,1731,1541,190,9,2014,1,T1/2014,11.0,49.1,55.1,1410
Pernambuco,7500,4227,3508,719,9,2014,1,T1/2014,17.0,46.8,56.4,3273
Alagoas,2585,1183,978,205,9,2014,1,T1/2014,17.3,37.8,45.8,1402
Sergipe,1774,1037,855,183,9,2014,1,T1/2014,17.6,48.2,58.5,737
Bahia,11778,7047,5892,1155,9,2014,1,T1/2014,16.4,50.0,59.8,4731
Minas Gerais,17144,11280,10175,1105,9,2014,1,T1/2014,9.8,59.4,65.8,5864
Espírito Santo,3175,2124,1882,241,9,2014,1,T1/2014,11.3,59.3,66.9,1051
Rio de Janeiro,14299,8867,7563,1304,9,2014,1,T1/2014,14.7,52.9,62.0,5432
São Paulo,37163,25633,22234,3400,9,2014,1,T1/2014,13.3,59.8,69.0,11530
Paraná,9166,6039,5511,527,9,2014,1,T1/2014,8.7,60.1,65.9,3127
Santa Catarina,5789,3887,3645,242,9,2014,1,T1/2014,6.2,63.0,67.1,1902
Rio Grande do Sul,9274,6032,5533,499,9,2014,1,T1/2014,8.3,59.7,65.0,3242
Mato Grosso do Sul,2082,1432,1327,105,9,2014,1,T1/2014,7.3,63.7,68.8,650
Mato Grosso,2670,1773,1652,120,9,2014,1,T1/2014,6.8,61.9,66.4,897
Goiás,5504,3673,3343,331,9,2014,1,T1/2014,9.0,60.7,66.7,1831
Distrito Federal,2442,1659,1449,210,9,2014,1,T1/2014,12.7,59.3,67.9,783
Rondônia,1373,876,796,80,9,2014,1,T1/2014,9.1,58.0,63.8,497
Acre,640,364,316,49,9,2014,1,T1/2014,13.5,49.4,56.9,276
Amazonas,2939,1834,1566,267,9,2014,1,T1/2014,14.6,53.3,62.4,1105
Roraima,392,253,217,36,9,2014,1,T1/2014,14.2,55.4,64.5,139
Pará,6449,3866,3469,397,9,2014,1,T1/2014,10.3,53.8,59.9,2583
Amapá,615,377,302,75,9,2014,1,T1/2014,19.9,49.1,61.3,238
Tocantins,1200,732,655,77,9,2014,1,T1/2014,10.5,54.6,61.0,468
Maranhão,5261,2651,2273,379,9,2014,1,T1/2014,14.3,43.2,50.4,2610
Piauí,2562,1461,1280,181,9,2014,1,T1/2014,12.4,50.0,57.0,1101
Ceará,7195,4125,3705,420,9,2014,1,T1/2014,10.2,51.5,57.3,3070
Rio Grande do Norte,2798,1548,1337,211,9,2014,1,T1/2014,13.6,47.8,55.3,1250
Paraíba,3144,1726,1532,194,9,2014,1,T1/2014,11.2,48.7,54.9,1418
Pernambuco,7474,4245,3581,664,9,2014,1,T1/2014,15.6,47.9,56.8,3229
Alagoas,2593,1193,1000,193,9,2014,1,T1/2014,16.2,38.6,46.0,1400
Sergipe,1802,1065,903,161,9,2014,1,T1/2014,15.1,50.1,59.1,737
Bahia,11734,7032,5793,1239,9,2014,1,T1/2014,17.6,49.4,59.9,4702
Minas Gerais,17164,11224,10131,1093,9,2014,1,T1/2014,9.7,59.0,65.4,5940
Espírito Santo,3173,2120,1900,220,9,2014,1,T1/2014,10.4,59.9,66.8,1053
Rio de Janeiro,14323,8924,7589,1335,9,2014,1,T1/2014,15.0,53.0,62.3,5399
São Paulo,37348,25615,22390,3226,9,2014,1,T1/2014,12.6,59.9,68.6,11733
Paraná,9193,6071,5593,479,9,2014,1,T1/2014,7.9,60.8,66.0,3122
Santa Catarina,5819,3939,3689,250,9,2014,1,T1/2014,6.3,63.4,67.7,1880
Rio Grande do Sul,9340,6121,5664,458,9,2014,1,T1/2014,7.5,60.6,65.5,3219
Mato Grosso do Sul,2115,1438,1337,101,9,2014,1,T1/2014,7.0,63.2,68.0,677
Mato Grosso,2655,1796,1672,124,9,2014,1,T1/2014,6.9,63.0,67.6,859
Goiás,5504,3689,3384,306,9,2014,1,T1/2014,8.3,61.5,67.0,1815
Distrito Federal,2442,1661,1461,200,9,2014,1,T1/2014,12.0,59.8,68.0,781
Rondônia,1370,871,792,79,9,2014,1,T1/2014,9.1,57.8,63.6,499
Acre,643,357,292,65,9,2014,1,T1/2014,18.2,45.4,55.5,286
Amazonas,2960,1844,1548,296,9,2014,1,T1/2014,16.1,52.3,62.3,1116
Roraima,392,257,218,39,9,2014,1,T1/2014,15.2,55.6,65.6,135
Pará,6456,3836,3392,445,9,2014,1,T1/2014,11.6,52.5,59.4,2620
Amapá,612,383,305,78,9,2014,1,T1/2014,20.4,49.8,62.6,229
Tocantins,1192,720,631,90,9,2014,1,T1/2014,12.5,52.9,60.4,472
Maranhão,5287,2591,2163,429,9,2014,1,T1/2014,16.6,40.9,49.0,2696
Piauí,2560,1452,1264,188,9,2014,1,T1/2014,12.9,49.4,56.7,1108
Ceará,7224,4122,3646,476,9,2014,1,T1/2014,11.5,50.5,57.1,3102
Rio Grande do Norte,2778,1522,1308,214,9,2014,1,T1/2014,14.1,47.1,54.8,1256
Paraíba,3140,1684,1494,189,9,2014,1,T1/2014,11.2,47.6,53.6,1456
Pernambuco,7507,4269,3573,696,9,2014,1,T1/2014,16.3,47.6,56.9,3238
Alagoas,2592,1202,1008,194,9,2014,1,T1/2014,16.1,38.9,46.4,1390
Sergipe,1795,1063,898,165,9,2014,1,T1/2014,15.5,50.0,59.2,732
Bahia,11817,7073,5765,1307,9,2014,1,T1/2014,18.5,48.8,59.9,4744
Minas Gerais,17188,11183,9926,1257,9,2014,1,T1/2014,11.2,57.7,65.1,6005
Espírito Santo,3177,2154,1888,266,9,2014,1,T1/2014,12.3,59.4,67.8,1023
Rio de Janeiro,14368,8992,7604,1388,9,2014,1,T1/2014,15.4,52.9,62.6,5376
São Paulo,37476,25832,22322,3510,9,2014,1,T1/2014,13.6,59.6,68.9,11644
Paraná,9176,6098,5548,550,9,2014,1,T1/2014,9.0,60.5,66.5,3078
Santa Catarina,5801,3920,3635,285,9,2014,1,T1/2014,7.3,62.7,67.6,1881
Rio Grande do Sul,9381,6164,5668,496,9,2014,1,T1/2014,8.0,60.4,65.7,3217
Mato Grosso do Sul,2109,1431,1295,137,9,2014,1,T1/2014,9.6,61.4,67.9,678
Mato Grosso,2673,1823,1656,167,9,2014,1,T1/2014,9.2,62.0,68.2,850
Goiás,5563,3751,3344,407,9,2014,1,T1/2014,10.9,60.1,67.4,1812
Distrito Federal,2452,1677,1438,238,9,2014,1,T1/2014,14.2,58.6,68.4,775
Rondônia,1380,868,809,60,9,2014,1,T1/2014,6.9,58.6,62.9,512
Acre,642,358,309,49,9,2014,1,T1/2014,13.7,48.1,55.8,284
Amazonas,2939,1887,1622,265,9,2014,1,T1/2014,14.0,55.2,64.2,1052
Roraima,392,249,211,38,9,2014,1,T1/2014,15.3,53.8,63.5,143
Pará,6461,3839,3403,435,9,2014,1,T1/2014,11.3,52.7,59.4,2622
Amapá,630,402,333,69,9,2014,1,T1/2014,17.2,52.9,63.8,228
Tocantins,1201,728,644,84,9,2014,1,T1/2014,11.5,53.6,60.6,473
Maranhão,5314,2624,2236,388,9,2014,1,T1/2014,14.8,42.1,49.4,2690
Piauí,2555,1467,1276,191,9,2014,1,T1/2014,13.0,49.9,57.4,1088
Ceará,7221,4163,3705,459,9,2014,1,T1/2014,11.0,51.3,57.7,3058
Rio Grande do Norte,2797,1540,1346,195,9,2014,1,T1/2014,12.7,48.1,55.1,1257
Paraíba,3163,1699,1492,207,9,2014,1,T1/2014,12.2,47.2,53.7,1464
Pernambuco,7544,4235,3553,681,9,2014,1,T1/2014,16.1,47.1,56.1,3309
Alagoas,2600,1246,1060,186,9,2014,1,T1/2014,14.9,40.8,47.9,1354
Sergipe,1812,1101,932,169,9,2014,1,T1/2014,15.3,51.4,60.8,711
Bahia,11822,7098,5857,1240,9,2014,1,T1/2014,17.5,49.5,60.0,4724
Minas Gerais,17297,11389,10293,1096,9,2014,1,T1/2014,9.6,59.5,65.8,5908
Espírito Santo,3183,2202,1960,242,9,2014,1,T1/2014,11.0,61.6,69.2,981
Rio de Janeiro,14407,8955,7589,1366,9,2014,1,T1/2014,15.3,52.7,62.2,5452
São Paulo,37531,26064,22696,3368,9,2014,1,T1/2014,12.9,60.5,69.4,11467
Paraná,9186,6137,5576,560,9,2014,1,T1/2014,9.1,60.7,66.8,3049
Santa Catarina,5833,3916,3677,239,9,2014,1,T1/2014,6.1,63.0,67.1,1917
Rio Grande do Sul,9409,6229,5714,515,9,2014,1,T1/2014,8.3,60.7,66.2,3180
Mato Grosso do Sul,2105,1461,1338,123,9,2014,1,T1/2014,8.4,63.6,69.4,644
Mato Grosso,2665,1853,1699,154,9,2014,1,T1/2014,8.3,63.8,69.5,812
Goiás,5586,3764,3366,399,9,2014,1,T1/2014,10.6,60.3,67.4,1822
Distrito Federal,2451,1696,1462,234,9,2014,1,T1/2014,13.8,59.6,69.2,755
Rondônia,1383,886,812,74,9,2014,1,T1/2014,8.4,58.7,64.1,497
Acre,646,356,309,47,9,2014,1,T1/2014,13.2,47.8,55.1,290
Amazonas,2949,1899,1642,257,9,2014,1,T1/2014,13.5,55.7,64.4,1050
Roraima,391,249,212,37,9,2014,1,T1/2014,14.9,54.2,63.7,142
Pará,6511,3915,3471,444,9,2014,1,T1/2014,11.3,53.3,60.1,2596
Amapá,624,391,325,66,9,2014,1,T1/2014,16.9,52.1,62.7,233
Tocantins,1215,728,650,78,9,2014,1,T1/2014,10.7,53.5,59.9,487
Maranhão,5329,2656,2274,382,9,2014,1,T1/2014,14.4,42.7,49.8,2673
Piauí,2584,1538,1340,199,9,2014,1,T1/2014,12.9,51.9,59.5,1046
Ceará,7244,4184,3706,478,9,2014,1,T1/2014,11.4,51.2,57.8,3060
Rio Grande do Norte,2770,1543,1333,210,9,2014,1,T1/2014,13.6,48.1,55.7,1227
Paraíba,3176,1699,1506,193,9,2014,1,T1/2014,11.4,47.4,53.5,1477
Pernambuco,7542,4214,3541,674,9,2014,1,T1/2014,16.0,47.0,55.9,3328
Alagoas,2613,1234,1042,193,9,2014,1,T1/2014,15.6,39.9,47.2,1379
Sergipe,1819,1096,934,162,9,2014,1,T1/2014,14.8,51.3,60.3,723
Bahia,11807,7055,5862,1194,9,2014,1,T1/2014,16.9,49.6,59.8,4752
Minas Gerais,17339,11483,10334,1149,9,2014,1,T1/2014,10.0,59.6,66.2,5856
Espírito Santo,3194,2176,1943,233,9,2014,1,T1/2014,10.7,60.8,68.1,1018
Rio de Janeiro,14477,8999,7685,1314,9,2014,1,T1/2014,14.6,53.1,62.2,5478
São Paulo,37586,26087,22918,3169,9,2014,1,T1/2014,12.1,61.0,69.4,11499
Paraná,9223,6172,5613,559,9,2014,1,T1/2014,9.1,60.9,66.9,3051
Santa Catarina,5868,3922,3695,227,9,2014,1,T1/2014,5.8,63.0,66.8,1946
Rio Grande do Sul,9393,6212,5657,555,9,2014,1,T1/2014,8.9,60.2,66.1,3181
Mato Grosso do Sul,2119,1440,1329,111,9,2014,1,T1/2014,7.7,62.7,68.0,679
Mato Grosso,2670,1855,1707,148,9,2014,1,T1/2014,8.0,63.9,69.5,815
Goiás,5639,3847,3426,421,9,2014,1,T1/2014,10.9,60.8,68.2,1792
Distrito Federal,2455,1696,1472,224,9,2014,1,T1/2014,13.2,60.0,69.1,759
Rondônia,1388,883,810,72,9,2014,1,T1/2014,8.2,58.4,63.6,505
Acre,653,353,304,49,9,2014,1,T1/2014,13.9,46.6,54.1,300
Amazonas,2987,1902,1654,248,9,2014,1,T1/2014,13.0,55.4,63.7,1085
Roraima,397,256,217,38,9,2014,1,T1/2014,14.8,54.7,64.5,141
Pará,6546,3881,3521,360,9,2014,1,T1/2014,9.3,53.8,59.3,2665
Amapá,620,393,331,62,9,2014,1,T1/2014,15.8,53.4,63.4,227
Tocantins,1223,723,656,67,9,2014,1,T1/2014,9.3,53.6,59.1,500
Maranhão,5347,2660,2330,330,9,2014,1,T1/2014,12.4,43.6,49.7,2687
