UF,Ano,Trimestre,Trimestre_Ano,Total,Forca_de_Trabalho,Ocupados,Desocupados,Fora_da_Forca,Taxa_Desocupacao,Nivel_Ocupacao,Taxa_Participacao
Acre,2020,1,T1/2020,650,340,293,47,310,13.82352941176471,45.07692307692307,52.30769230769231
Amazonas,2020,1,T1/2020,3007,1908,1629,279,1099,14.62264150943396,54.17359494512803,63.45194546059195
Roraima,2020,1,T1/2020,402,255,212,42,147,16.47058823529412,52.7363184079602,63.43283582089553
Pará,2020,1,T1/2020,6537,3874,3457,417,2663,10.76406814661848,52.88358574269543,59.26265871194738
Amapá,2020,1,T1/2020,628,388,320,67,240,17.2680412371134,50.95541401273886,61.78343949044586
Tocantins,2020,1,T1/2020,1233,728,644,84,505,11.53846153846154,52.23033252230332,59.04298459042985
Maranhão,2020,1,T1/2020,5374,2644,2212,431,2730,16.30105900151286,41.16114625976926,49.1998511350949
Piauí,2020,1,T1/2020,2559,1434,1233,202,1125,14.08647140864714,48.18288393903868,56.03751465416178
Ceará,2020,1,T1/2020,7324,4143,3630,513,3181,12.38233164373642,49.56308028399782,56.56744948115784
Rio Grande do Norte,2020,1,T1/2020,2790,1565,1321,244,1225,15.59105431309904,47.34767025089606,56.09318996415771
Paraíba,2020,1,T1/2020,3160,1672,1440,232,1488,13.8755980861244,45.56962025316456,52.9113924050633
Pernambuco,2020,1,T1/2020,7726,4128,3517,611,3598,14.80135658914729,45.52161532487704,53.42997670204505
Alagoas,2020,1,T1/2020,2580,1224,1019,204,1356,16.66666666666666,39.49612403100775,47.44186046511628
Sergipe,2020,1,T1/2020,1810,1083,912,171,727,15.78947368421053,50.38674033149171,59.8342541436464
Bahia,2020,1,T1/2020,11841,7081,5748,1333,4760,18.82502471402344,48.54319736508741,59.80069250907862
Minas Gerais,2020,1,T1/2020,17401,11286,9967,1320,6115,11.69590643274854,57.27831733808402,64.85834147462789
Espírito Santo,2020,1,T1/2020,3240,2155,1912,243,1085,11.27610208816705,59.01234567901235,66.51234567901234
Rio de Janeiro,2020,1,T1/2020,14590,8942,7629,1313,5648,14.68351599194811,52.28923920493489,61.28855380397532
São Paulo,2020,1,T1/2020,37705,25654,22502,3151,12051,12.28268496140953,59.67908765415727,68.03872165495292
Paraná,2020,1,T1/2020,9222,6085,5598,487,3137,8.00328677074774,60.70266753415745,65.9835176751247
Santa Catarina,2020,1,T1/2020,5905,3896,3674,223,2009,5.723819301848049,62.21845893310753,65.97798475867909
Rio Grande do Sul,2020,1,T1/2020,9396,6197,5668,529,3199,8.536388575116991,60.32354193273734,65.95359727543637
Mato Grosso do Sul,2020,1,T1/2020,2136,1406,1295,111,730,7.894736842105263,60.62734082397003,65.82397003745318
Mato Grosso,2020,1,T1/2020,2690,1842,1684,158,848,8.577633007600435,62.60223048327137,68.47583643122677
Goiás,2020,1,T1/2020,5644,3765,3331,434,1879,11.52722443559097,59.01842664776754,66.70800850460667
Distrito Federal,2020,1,T1/2020,2484,1677,1449,228,807,13.59570661896243,58.33333333333334,67.512077294686
Rondônia,2020,2,T2/2020,1383,823,731,91,560,11.05710814094775,52.85610990600145,59.50831525668836
Acre,2020,2,T2/2020,651,339,289,49,312,14.45427728613569,44.39324116743472,52.07373271889401
Amazonas,2020,2,T2/2020,3063,1751,1460,291,1312,16.61907481439178,47.66568723473718,57.16617695070193
Roraima,2020,2,T2/2020,401,229,190,39,172,17.03056768558952,47.38154613466335,57.1072319201995
Pará,2020,2,T2/2020,6585,3546,3216,330,3039,9.30626057529611,48.83826879271071,53.8496583143508
Amapá,2020,2,T2/2020,637,343,304,39,294,11.37026239067055,47.72370486656201,53.84615384615385
Tocantins,2020,2,T2/2020,1220,691,603,88,529,12.73516642547033,49.42622950819672,56.63934426229508
Maranhão,2020,2,T2/2020,5378,2376,1984,391,3002,16.45622895622895,36.89103756043139,44.17999256229081
Piauí,2020,2,T2/2020,2588,1213,1052,162,1375,13.3553173948887,40.64914992272025,46.87017001545595
Ceará,2020,2,T2/2020,7318,3601,3158,443,3717,12.30213829491808,43.15386717682427,49.20743372506149
Rio Grande do Norte,2020,2,T2/2020,2836,1366,1157,209,1470,15.30014641288433,40.7968970380818,48.16643159379407
Paraíba,2020,2,T2/2020,3156,1483,1287,196,1673,13.21645313553607,40.77946768060837,46.98986058301647
Pernambuco,2020,2,T2/2020,7651,3593,3041,552,4058,15.36320623434456,39.74643837406875,46.96118154489609
Alagoas,2020,2,T2/2020,2570,1112,910,203,1458,18.25539568345324,35.40856031128405,43.26848249027238
Sergipe,2020,2,T2/2020,1831,1006,801,205,825,20.37773359840954,43.74658656471873,54.94265428727472
Bahia,2020,2,T2/2020,11870,6125,4869,1256,5745,20.50612244897959,41.01937657961247,51.60067396798652
Minas Gerais,2020,2,T2/2020,17310,10507,9121,1385,6803,13.18168839821072,52.69208549971115,60.69901790872328
Espírito Santo,2020,2,T2/2020,3266,2022,1767,255,1244,12.61127596439169,54.1028781383956,61.91059399877526
Rio de Janeiro,2020,2,T2/2020,14640,8050,6701,1349,6590,16.75776397515528,45.77185792349727,54.98633879781421
São Paulo,2020,2,T2/2020,37748,23318,20071,3247,14430,13.92486491122738,53.17102892868496,61.77280915545195
Paraná,2020,2,T2/2020,9307,5999,5422,577,3308,9.618269711618604,58.25722574406361,64.4568604276351
Santa Catarina,2020,2,T2/2020,5991,3813,3538,275,2178,7.212168895882508,59.05524954097814,63.64546820230346
Rio Grande do Sul,2020,2,T2/2020,9451,5806,5244,562,3645,9.679641749913882,55.48619193736113,61.4326526293514
Mato Grosso do Sul,2020,2,T2/2020,2131,1327,1172,155,804,11.68048229088169,54.99765368371656,62.27123416236508
Mato Grosso,2020,2,T2/2020,2705,1779,1597,182,926,10.23046655424396,59.03881700554528,65.76709796672829
Goiás,2020,2,T2/2020,5684,3511,3055,456,2173,12.98775277698661,53.74736101337086,61.76988036593948
Distrito Federal,2020,2,T2/2020,2481,1552,1310,242,929,15.59278350515464,52.801289802499,62.55542120112858
Rondônia,2020,3,T3/2020,1383,816,720,96,567,11.76470588235294,52.06073752711497,59.00216919739696
Acre,2020,3,T3/2020,666,334,276,58,332,17.36526946107784,41.44144144144144,50.15015015015015
Amazonas,2020,3,T3/2020,3072,1839,1529,310,1233,16.85698749320283,49.77213541666667,59.86328125
Roraima,2020,3,T3/2020,407,236,191,45,171,19.06779661016949,46.92874692874692,57.98525798525799
Pará,2020,3,T3/2020,6604,3706,3293,413,2898,11.14409066378845,49.86371895820715,56.11750454270139
Amapá,2020,3,T3/2020,648,353,299,54,295,15.29745042492918,46.14197530864197,54.4753086419753
Tocantins,2020,3,T3/2020,1207,671,586,84,536,12.51862891207154,48.55012427506214,55.5923777961889
Maranhão,2020,3,T3/2020,5336,2410,1993,417,2926,17.30290456431535,37.35007496251874,45.16491754122939
Piauí,2020,3,T3/2020,2613,1319,1144,174,1294,13.1918119787718,43.78109452736319,50.47837734404899
Ceará,2020,3,T3/2020,7328,3612,3097,515,3716,14.25802879291251,42.26255458515284,49.29039301310043
Rio Grande do Norte,2020,3,T3/2020,2809,1405,1154,251,1404,17.86476868327402,41.08223567105732,50.01779992880029
Paraíba,2020,3,T3/2020,3169,1514,1252,262,1655,17.30515191545575,39.50773114547176,47.77532344588199
Pernambuco,2020,3,T3/2020,7576,3678,2969,709,3898,19.27678085916259,39.18954593453009,48.5480464625132
Alagoas,2020,3,T3/2020,2569,1124,896,228,1445,20.2846975088968,34.87738419618528,43.75243285325029
Sergipe,2020,3,T3/2020,1835,990,785,206,845,20.80808080808081,42.77929155313351,53.95095367847411
Bahia,2020,3,T3/2020,11993,6246,4925,1321,5747,21.14953570284982,41.06562161260736,52.08038022179606
Minas Gerais,2020,3,T3/2020,17318,10605,9162,1443,6713,13.60678925035361,52.90449243561612,61.23686337914309
Espírito Santo,2020,3,T3/2020,3267,2086,1790,296,1181,14.18983700862896,54.79032751760025,63.85062748699112
Rio de Janeiro,2020,3,T3/2020,14609,8104,6537,1567,6505,19.33613030602172,44.74638921212951,55.47265384352112
São Paulo,2020,3,T3/2020,38091,23411,19798,3613,14680,15.43291615052753,51.97553227796592,61.4607125042661
Paraná,2020,3,T3/2020,9342,5851,5234,617,3491,10.54520594770125,56.02654677799187,62.63112823806466
Santa Catarina,2020,3,T3/2020,6011,3784,3531,253,2227,6.686046511627906,58.74230577274996,62.95125603061054
Rio Grande do Sul,2020,3,T3/2020,9387,5711,5111,601,3676,10.52355104184906,54.44764035368063,60.83945882603601
Mato Grosso do Sul,2020,3,T3/2020,2137,1329,1171,157,808,11.81339352896915,54.79644361254095,62.18998596162844
Mato Grosso,2020,3,T3/2020,2713,1780,1599,181,933,10.1685393258427,58.93844452635459,65.61002580169554
Goiás,2020,3,T3/2020,5708,3541,3062,479,2167,13.52725218864727,53.64400840925018,62.03573931324456
Distrito Federal,2020,3,T3/2020,2471,1581,1333,248,890,15.68627450980392,53.94577094293809,63.98219344394982
Rondônia,2020,4,T4/2020,1404,845,751,94,559,11.12426035502959,53.49002849002849,60.18518518518518
Acre,2020,4,T4/2020,669,358,301,57,311,15.92178770949721,44.99252615844544,53.51270553064275
Amazonas,2020,4,T4/2020,3035,1878,1583,295,1157,15.70820021299255,52.15815485996706,61.87808896210873
Roraima,2020,4,T4/2020,416,246,210,36,170,14.63414634146341,50.48076923076923,59.13461538461539
Pará,2020,4,T4/2020,6635,3839,3419,420,2796,10.94034904923157,51.52976639035418,57.85983421250942
Amapá,2020,4,T4/2020,658,371,312,59,287,15.90296495956873,47.41641337386018,56.38297872340425
Tocantins,2020,4,T4/2020,1214,719,638,81,495,11.26564673157163,52.55354200988468,59.22570016474464
Maranhão,2020,4,T4/2020,5325,2502,2138,365,2823,14.58832933653077,40.15023474178403,46.98591549295774
Piauí,2020,4,T4/2020,2559,1366,1199,167,1193,12.22547584187408,46.85423993747558,53.38022665103556
Ceará,2020,4,T4/2020,7389,3858,3300,558,3531,14.46345256609643,44.66098254161592,52.21274868047097
Rio Grande do Norte,2020,4,T4/2020,2846,1507,1272,235,1339,15.59389515593895,44.69430780042165,52.95151089248068
Paraíba,2020,4,T4/2020,3145,1615,1362,254,1530,15.72755417956656,43.30683624801272,51.35135135135135
Pernambuco,2020,4,T4/2020,7555,3996,3221,775,3559,19.39439439439439,42.63401720714759,52.8921244209133
Alagoas,2020,4,T4/2020,2602,1274,1014,260,1328,20.40816326530612,38.97002305918524,48.96233666410453
Sergipe,2020,4,T4/2020,1847,1056,863,193,791,18.27651515151515,46.72441797509475,57.17379534380076
Bahia,2020,4,T4/2020,12004,6614,5242,1372,5390,20.74387662534019,43.66877707430857,55.09830056647785
Minas Gerais,2020,4,T4/2020,17361,10785,9440,1344,6576,12.46175243393602,54.37474799838719,62.12199758078452
Espírito Santo,2020,4,T4/2020,3261,2099,1817,282,1162,13.43496903287279,55.71910456915057,64.36675866298681
Rio de Janeiro,2020,4,T4/2020,14540,8360,6719,1641,6180,19.62918660287081,46.21045392022008,57.49656121045392
São Paulo,2020,4,T4/2020,38322,24246,20657,3589,14076,14.80244163985812,53.9037628516257,63.26914044152184
Paraná,2020,4,T4/2020,9421,6040,5432,608,3381,10.06622516556291,57.65842267275237,64.11209001167605
Santa Catarina,2020,4,T4/2020,6010,3790,3585,204,2220,5.382585751978892,59.65058236272879,63.06156405990016
Rio Grande do Sul,2020,4,T4/2020,9418,5863,5356,507,3555,8.647450110864744,56.86982374177107,62.25313229985134
Mato Grosso do Sul,2020,4,T4/2020,2121,1354,1225,129,767,9.527326440177251,57.75577557755776,63.83781235266384
Mato Grosso,2020,4,T4/2020,2731,1851,1653,197,880,10.64289573203674,60.52727938484072,67.77737092640058
Goiás,2020,4,T4/2020,5700,3580,3125,456,2120,12.73743016759777,54.82456140350877,62.80701754385964
Distrito Federal,2020,4,T4/2020,2491,1625,1389,235,866,14.46153846153846,55.76073865917303,65.23484544359694
Rondônia,2021,1,T1/2021,1409,845,749,96,564,11.36094674556213,53.1582682753726,59.97161107168204
Acre,2021,1,T1/2021,668,366,300,66,302,18.0327868852459,44.91017964071856,54.79041916167665
Amazonas,2021,1,T1/2021,3052,1869,1540,329,1183,17.60299625468165,50.45871559633027,61.23853211009175
Roraima,2021,1,T1/2021,418,252,215,36,166,14.28571428571428,51.43540669856459,60.28708133971292
Pará,2021,1,T1/2021,6658,3772,3250,523,2886,13.86532343584305,48.81345749474317,56.65364974466807
Amapá,2021,1,T1/2021,655,368,312,56,287,15.21739130434783,47.63358778625954,56.18320610687023
Tocantins,2021,1,T1/2021,1238,759,629,130,479,17.12779973649539,50.80775444264943,61.30856219709209
Maranhão,2021,1,T1/2021,5391,2578,2131,448,2813,17.377812257564,39.52884437024671,47.82044147653497
Piauí,2021,1,T1/2021,2621,1399,1188,212,1222,15.15368120085775,45.32621136970622,53.37657382678367
Ceará,2021,1,T1/2021,7377,3686,3129,557,3691,15.11123168746609,42.41561610410736,49.96611088518368
Rio Grande do Norte,2021,1,T1/2021,2869,1517,1281,235,1352,15.49110085695452,44.64970372952249,52.87556639944232
Paraíba,2021,1,T1/2021,3145,1610,1350,260,1535,16.14906832298137,42.92527821939587,51.19236883942766
Pernambuco,2021,1,T1/2021,7548,4149,3260,888,3399,21.40274765003615,43.19024907260201,54.96820349761526
Alagoas,2021,1,T1/2021,2588,1291,1029,261,1297,20.21688613477924,39.76043276661515,49.88408037094281
Sergipe,2021,1,T1/2021,1848,1092,867,226,756,20.69597069597069,46.91558441558442,59.09090909090909
Bahia,2021,1,T1/2021,11965,6638,5195,1442,5327,21.72341066586321,43.41830338487254,55.47847889678228
Minas Gerais,2021,1,T1/2021,17348,10942,9418,1523,6406,13.91884481813197,54.28867881023749,63.07355314733687
Espírito Santo,2021,1,T1/2021,3266,2120,1842,278,1146,13.11320754716981,56.39926515615432,64.91120636864667
Rio de Janeiro,2021,1,T1/2021,14631,8401,6751,1650,6230,19.64051898583502,46.14175381040257,57.41917845670152
São Paulo,2021,1,T1/2021,38413,24419,20840,3579,13994,14.65661984520251,54.25246661286543,63.56962486658163
Paraná,2021,1,T1/2021,9443,6057,5486,571,3386,9.42710912993231,58.09594408556603,64.14275124430795
Santa Catarina,2021,1,T1/2021,5953,3794,3552,241,2159,6.352134949920927,59.66739459096254,63.7325718125315
Rio Grande do Sul,2021,1,T1/2021,9506,5925,5359,566,3581,9.552742616033754,56.37492110246161,62.32905533347359
Mato Grosso do Sul,2021,1,T1/2021,2141,1379,1233,146,762,10.58738216098622,57.58991125642223,64.40915460065389
Mato Grosso,2021,1,T1/2021,2703,1812,1627,184,891,10.15452538631347,60.19237883832778,67.03662597114317
Goiás,2021,1,T1/2021,5749,3643,3137,505,2106,13.86220148229481,54.56601148025744,63.36754218124891
Distrito Federal,2021,1,T1/2021,2483,1658,1410,248,825,14.9577804583836,56.78614579138139,66.77406363270238
Rondônia,2021,2,T2/2021,1442,868,782,86,574,9.90783410138249,54.23023578363384,60.19417475728155
Acre,2021,2,T2/2021,680,389,326,64,291,16.45244215938303,47.94117647058824,57.20588235294117
Amazonas,2021,2,T2/2021,3051,1925,1621,304,1126,15.79220779220779,53.1301212717142,63.09406751884627
Roraima,2021,2,T2/2021,421,265,228,37,156,13.9622641509434,54.15676959619952,62.94536817102138
Pará,2021,2,T2/2021,6741,3873,3349,524,2868,13.52956364575265,49.68105622311229,57.45438362260792
Amapá,2021,2,T2/2021,658,382,320,62,276,16.2303664921466,48.63221884498481,58.05471124620061
Tocantins,2021,2,T2/2021,1217,737,620,117,480,15.87516960651289,50.94494658997534,60.55875102711585
Maranhão,2021,2,T2/2021,5412,2668,2201,467,2744,17.50374812593703,40.66888396156688,49.29785661492978
Piauí,2021,2,T2/2021,2630,1439,1218,221,1191,15.35788742182071,46.31178707224334,54.71482889733841
Ceará,2021,2,T2/2021,7365,3828,3251,577,3537,15.07314524555904,44.14120841819416,51.9755600814664
Rio Grande do Norte,2021,2,T2/2021,2871,1488,1246,242,1383,16.26344086021505,43.39951236502961,51.82863113897596
Paraíba,2021,2,T2/2021,3169,1573,1330,243,1596,15.4481881754609,41.96907541811297,49.63710949826444
Pernambuco,2021,2,T2/2021,7570,4165,3259,906,3405,21.75270108043217,43.05151915455747,55.01981505944518
Alagoas,2021,2,T2/2021,2622,1323,1068,254,1299,19.19879062736205,40.73226544622426,50.45766590389016
Sergipe,2021,2,T2/2021,1860,1082,873,209,778,19.31608133086876,46.93548387096774,58.17204301075268
Bahia,2021,2,T2/2021,12055,6816,5443,1374,5239,20.15845070422535,45.1513894649523,56.54085441725425
Minas Gerais,2021,2,T2/2021,17335,11037,9644,1393,6298,12.62118329256138,55.63311220074992,63.66887799250072
Espírito Santo,2021,2,T2/2021,3261,2115,1871,245,1146,11.5839243498818,57.37503833180006,64.85740570377186
Rio de Janeiro,2021,2,T2/2021,14738,8888,7300,1588,5850,17.86678667866787,49.53182249966074,60.30669018862803
São Paulo,2021,2,T2/2021,38509,25033,21397,3636,13476,14.52482722805896,55.56363447505777,65.0055831104417
Paraná,2021,2,T2/2021,9281,5887,5355,532,3394,9.036860879904877,57.69852386596271,63.43066479905183
Santa Catarina,2021,2,T2/2021,5969,3896,3669,228,2073,5.852156057494867,61.4675825096331,65.27056458368236
Rio Grande do Sul,2021,2,T2/2021,9498,6023,5490,533,3475,8.849410592727876,57.80164245104233,63.41335017898505
Mato Grosso do Sul,2021,2,T2/2021,2147,1405,1267,138,742,9.8220640569395,59.01257568700512,65.44014904517933
Mato Grosso,2021,2,T2/2021,2720,1805,1641,164,915,9.085872576177286,60.33088235294117,66.36029411764706
Goiás,2021,2,T2/2021,5780,3664,3208,455,2116,12.41812227074236,55.50173010380622,63.39100346020762
Distrito Federal,2021,2,T2/2021,2485,1642,1407,235,843,14.31181485992692,56.61971830985916,66.0764587525151
Rondônia,2021,3,T3/2021,1444,896,827,70,548,7.8125,57.27146814404433,62.04986149584487
Acre,2021,3,T3/2021,672,378,326,52,294,13.75661375661376,48.51190476190476,56.25
Amazonas,2021,3,T3/2021,3092,1966,1701,264,1126,13.42828077314344,55.01293661060802,63.58344113842173
Roraima,2021,3,T3/2021,422,261,234,28,161,10.727969348659,55.45023696682464,61.84834123222749
Pará,2021,3,T3/2021,6742,4004,3529,475,2738,11.86313686313686,52.34351824384456,59.38890536932661
Amapá,2021,3,T3/2021,672,406,335,71,266,17.48768472906404,49.85119047619047,60.41666666666666
Tocantins,2021,3,T3/2021,1235,758,676,82,477,10.8179419525066,54.73684210526316,61.37651821862347
Maranhão,2021,3,T3/2021,5409,2726,2317,409,2683,15.00366837857667,42.83601405065631,50.3974856720281
Piauí,2021,3,T3/2021,2634,1451,1278,173,1183,11.92281185389387,48.51936218678816,55.08731966590737
Ceará,2021,3,T3/2021,7408,3952,3460,492,3456,12.44939271255061,46.70626349892009,53.34773218142549
Rio Grande do Norte,2021,3,T3/2021,2887,1502,1281,221,1385,14.71371504660453,44.37131970904053,52.02632490474542
Paraíba,2021,3,T3/2021,3185,1597,1366,231,1588,14.46462116468378,42.88854003139718,50.14128728414443
Pernambuco,2021,3,T3/2021,7623,4180,3374,806,3443,19.2822966507177,44.26078971533517,54.83405483405483
Alagoas,2021,3,T3/2021,2605,1355,1124,231,1250,17.0479704797048,43.14779270633397,52.01535508637236
Sergipe,2021,3,T3/2021,1867,1102,914,188,765,17.05989110707804,48.95554365291912,59.02517407605785
Bahia,2021,3,T3/2021,12099,7134,5797,1336,4965,18.72722175497617,47.91305066534424,58.96355070666998
Minas Gerais,2021,3,T3/2021,17474,11314,10104,1210,6160,10.69471451299275,57.82305139063752,64.7476250429209
Espírito Santo,2021,3,T3/2021,3304,2153,1939,214,1151,9.939619136089178,58.6864406779661,65.1634382566586
Rio de Janeiro,2021,3,T3/2021,14688,8941,7519,1422,5747,15.90426126831451,51.19144880174292,60.87282135076253
São Paulo,2021,3,T3/2021,38493,25614,22188,3426,12879,13.37549777465449,57.64164913101083,66.54196866962825
Paraná,2021,3,T3/2021,9336,6072,5589,484,3264,7.971014492753622,59.86503856041131,65.03856041131105
Santa Catarina,2021,3,T3/2021,5942,3924,3717,207,2018,5.275229357798166,62.554695388758,66.03837091888252
Rio Grande do Sul,2021,3,T3/2021,9531,6086,5573,512,3445,8.412750575090373,58.47235337320323,63.85478963382646
Mato Grosso do Sul,2021,3,T3/2021,2131,1404,1298,107,727,7.621082621082621,60.91037071797278,65.884561238855
Mato Grosso,2021,3,T3/2021,2725,1807,1687,120,918,6.640841173215274,61.90825688073394,66.3119266055046
Goiás,2021,3,T3/2021,5797,3745,3369,375,2052,10.01335113484646,58.11626703467311,64.60238054165947
Distrito Federal,2021,3,T3/2021,2470,1701,1454,247,769,14.52087007642563,58.8663967611336,68.86639676113361
Rondônia,2021,4,T4/2021,1445,916,853,63,529,6.877729257641921,59.03114186851212,63.39100346020762
Acre,2021,4,T4/2021,674,381,331,51,293,13.38582677165354,49.10979228486647,56.52818991097923
Amazonas,2021,4,T4/2021,3075,1923,1671,252,1152,13.10452418096724,54.34146341463415,62.53658536585366
Roraima,2021,4,T4/2021,424,262,238,24,162,9.16030534351145,56.13207547169812,61.79245283018868
Pará,2021,4,T4/2021,6758,4102,3652,450,2656,10.97025841053145,54.03965670316661,60.6984314886061
Amapá,2021,4,T4/2021,677,419,345,73,258,17.42243436754177,50.96011816838995,61.89069423929099
Tocantins,2021,4,T4/2021,1258,767,693,74,491,9.647979139504564,55.08744038155803,60.9697933227345
Maranhão,2021,4,T4/2021,5441,2725,2361,364,2716,13.35779816513762,43.39275868406543,50.08270538503952
Piauí,2021,4,T4/2021,2633,1460,1286,173,1173,11.84931506849315,48.841625522218,55.45005696923661
Ceará,2021,4,T4/2021,7467,3961,3522,439,3506,11.08305983337541,47.16753716351948,53.04673898486675
Rio Grande do Norte,2021,4,T4/2021,2899,1536,1341,194,1363,12.63020833333333,46.25733011383236,52.9837875129355
Paraíba,2021,4,T4/2021,3200,1599,1391,208,1601,13.00813008130081,43.46875,49.96875
Pernambuco,2021,4,T4/2021,7647,4217,3494,723,3430,17.14488973203699,45.69112070092847,55.14580881391395
Alagoas,2021,4,T4/2021,2615,1399,1196,203,1216,14.51036454610436,45.73613766730401,53.49904397705545
Sergipe,2021,4,T4/2021,1873,1141,975,165,732,14.46099912357581,52.05552589428724,60.9183128670582
Bahia,2021,4,T4/2021,12034,7154,5914,1240,4880,17.33296058149287,49.1440917400698,59.44823001495762
Minas Gerais,2021,4,T4/2021,17525,11341,10271,1070,6184,9.434794109866855,58.6077032810271,64.7132667617689
Espírito Santo,2021,4,T4/2021,3326,2177,1963,214,1149,9.83004134129536,59.01984365604329,65.45399879735417
Rio de Janeiro,2021,4,T4/2021,14688,9052,7767,1285,5636,14.19575784357048,52.87990196078432,61.62854030501089
São Paulo,2021,4,T4/2021,38573,26039,23142,2898,12534,11.12945965666884,59.99533352344905,67.50576828351439
Paraná,2021,4,T4/2021,9393,6249,5814,435,3144,6.961113778204512,61.89715745768125,66.52826572979879
Santa Catarina,2021,4,T4/2021,5947,3987,3815,172,1960,4.314020566842237,64.14999159239953,67.04220615436356
Rio Grande do Sul,2021,4,T4/2021,9533,6173,5673,500,3360,8.099789405475457,59.50907374383719,64.75401237805518
Mato Grosso do Sul,2021,4,T4/2021,2157,1435,1343,92,722,6.411149825783973,62.26240148354195,66.5275846082522
Mato Grosso,2021,4,T4/2021,2737,1819,1711,108,918,5.937328202308962,62.51370113262696,66.45962732919256
Goiás,2021,4,T4/2021,5793,3792,3460,332,2001,8.755274261603375,59.7272570343518,65.45831175556707
Distrito Federal,2021,4,T4/2021,2494,1734,1524,210,760,12.11072664359862,61.10665597433841,69.52686447473937
