CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,0.0,703.0,4357.0,0.0,0.0,47.0,638.0,0.0,0.0,36.0,804.0,0.0,0.0,0.0,200.0,0.0,5999.0,786.0
1100023,Rondônia,Ariquemes,3214.0,2747.0,17039.0,0.0,1182.0,280.0,2146.0,0.0,162.0,718.0,3177.0,0.0,47.0,0.0,1193.0,0.0,28160.0,3745.0
1100031,Rondônia,Cabixi,0.0,127.0,1133.0,0.0,0.0,0.0,237.0,0.0,0.0,14.0,168.0,0.0,0.0,0.0,60.0,0.0,1598.0,141.0
1100049,Rondônia,Cacoal,4250.0,1983.0,13710.0,276.0,748.0,262.0,2138.0,0.0,644.0,61.0,3137.0,121.0,177.0,0.0,950.0,0.0,25754.0,2703.0
1100056,Rondônia,Cerejeiras,156.0,0.0,3387.0,23.0,29.0,0.0,699.0,0.0,0.0,0.0,500.0,23.0,0.0,0.0,97.0,0.0,4868.0,46.0
1100064,Rondônia,Colorado do Oeste,116.0,1034.0,2676.0,0.0,36.0,79.0,523.0,0.0,0.0,548.0,456.0,0.0,0.0,0.0,131.0,0.0,3938.0,1661.0
1100072,Rondônia,Corumbiara,0.0,633.0,893.0,0.0,0.0,94.0,167.0,0.0,0.0,84.0,148.0,0.0,0.0,0.0,51.0,0.0,1259.0,811.0
1100080,Rondônia,Costa Marques,33.0,897.0,2343.0,0.0,0.0,113.0,356.0,0.0,0.0,109.0,350.0,0.0,33.0,21.0,164.0,0.0,3279.0,1140.0
1100098,Rondônia,Espigão D'Oeste,345.0,862.0,5498.0,0.0,50.0,72.0,825.0,0.0,54.0,24.0,1134.0,0.0,0.0,0.0,212.0,0.0,8118.0,958.0
1100106,Rondônia,Guajará-Mirim,680.0,1643.0,8929.0,0.0,217.0,0.0,1095.0,0.0,12.0,98.0,1889.0,0.0,0.0,0.0,528.0,0.0,13350.0,1741.0
1100114,Rondônia,Jaru,997.0,486.0,10200.0,51.0,327.0,78.0,1747.0,0.0,39.0,0.0,2046.0,51.0,113.0,0.0,389.0,0.0,15858.0,666.0
1100122,Rondônia,Ji-Paraná,3690.0,1594.0,22993.0,176.0,1389.0,134.0,2262.0,0.0,190.0,71.0,4982.0,176.0,54.0,0.0,1366.0,0.0,36926.0,2151.0
1100130,Rondônia,Machadinho D'Oeste,342.0,1522.0,6530.0,0.0,80.0,191.0,833.0,0.0,36.0,155.0,1087.0,0.0,25.0,0.0,818.0,0.0,9751.0,1868.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,716.0,2905.0,0.0,0.0,116.0,513.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,404.0,0.0,4436.0,832.0
1100155,Rondônia,Ouro Preto do Oeste,357.0,325.0,6975.0,0.0,56.0,71.0,1411.0,0.0,18.0,0.0,1101.0,0.0,61.0,0.0,336.0,0.0,10315.0,396.0
1100189,Rondônia,Pimenta Bueno,204.0,1126.0,7863.0,0.0,21.0,169.0,1489.0,0.0,0.0,214.0,1300.0,0.0,0.0,0.0,861.0,0.0,11738.0,1509.0
1100205,Rondônia,Porto Velho,20894.0,9813.0,93046.0,1367.0,4252.0,918.0,12045.0,19.0,2048.0,749.0,17533.0,0.0,92.0,678.0,8548.0,0.0,158458.0,13544.0
1100254,Rondônia,Presidente Médici,32.0,307.0,3744.0,0.0,0.0,24.0,586.0,0.0,0.0,41.0,634.0,0.0,32.0,0.0,300.0,0.0,5328.0,372.0
1100262,Rondônia,Rio Crespo,0.0,0.0,822.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.0
1100288,Rondônia,Rolim de Moura,567.0,861.0,10556.0,0.0,66.0,111.0,1696.0,0.0,66.0,0.0,1977.0,0.0,0.0,0.0,518.0,0.0,15446.0,972.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,1444.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,101.0,0.0,2033.0,0.0
1100304,Rondônia,Vilhena,2095.0,498.0,19970.0,0.0,293.0,87.0,3097.0,0.0,330.0,12.0,3579.0,0.0,54.0,0.0,1531.0,0.0,30949.0,597.0
1100320,Rondônia,São Miguel do Guaporé,192.0,999.0,3727.0,0.0,56.0,148.0,638.0,0.0,0.0,0.0,860.0,0.0,0.0,0.0,189.0,0.0,5662.0,1147.0
1100338,Rondônia,Nova Mamoré,339.0,1458.0,5033.0,0.0,88.0,211.0,632.0,0.0,0.0,0.0,1013.0,0.0,24.0,0.0,351.0,0.0,7480.0,1669.0
1100346,Rondônia,Alvorada D'Oeste,0.0,213.0,2783.0,0.0,0.0,37.0,465.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,226.0,0.0,3987.0,250.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,836.0,1765.0,0.0,0.0,74.0,336.0,0.0,0.0,0.0,426.0,0.0,0.0,0.0,26.0,0.0,2553.0,910.0
1100403,Rondônia,Alto Paraíso,423.0,813.0,2014.0,0.0,122.0,97.0,280.0,0.0,0.0,0.0,505.0,0.0,0.0,0.0,182.0,0.0,3526.0,910.0
1100452,Rondônia,Buritis,324.0,589.0,6101.0,0.0,83.0,128.0,706.0,0.0,0.0,0.0,1404.0,0.0,68.0,0.0,264.0,0.0,8950.0,717.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,0.0,1676.0,177.0,0.0,0.0,250.0,0.0,0.0,0.0,313.0,177.0,0.0,0.0,79.0,0.0,2318.0,354.0
1100601,Rondônia,Cacaulândia,0.0,170.0,847.0,0.0,0.0,25.0,147.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,12.0,0.0,1170.0,195.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1035.0,1230.0,0.0,0.0,144.0,230.0,0.0,0.0,110.0,245.0,0.0,0.0,0.0,38.0,0.0,1743.0,1289.0
1100809,Rondônia,Candeias do Jamari,25.0,1216.0,4873.0,0.0,0.0,256.0,738.0,0.0,0.0,3.0,823.0,0.0,0.0,0.0,559.0,0.0,7018.0,1475.0
1100908,Rondônia,Castanheiras,0.0,507.0,135.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,232.0,593.0
1100924,Rondônia,Chupinguaia,0.0,720.0,1882.0,0.0,0.0,109.0,323.0,0.0,0.0,46.0,392.0,0.0,0.0,0.0,0.0,0.0,2597.0,875.0
1100940,Rondônia,Cujubim,114.0,730.0,3145.0,0.0,28.0,71.0,530.0,0.0,0.0,0.0,553.0,0.0,0.0,0.0,210.0,0.0,4580.0,801.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,252.0,1499.0,0.0,0.0,33.0,230.0,0.0,0.0,0.0,324.0,0.0,0.0,0.0,8.0,0.0,2061.0,285.0
1101104,Rondônia,Itapuã do Oeste,0.0,76.0,2520.0,0.0,0.0,18.0,364.0,0.0,0.0,0.0,365.0,0.0,0.0,0.0,309.0,0.0,3558.0,94.0
1101203,Rondônia,Ministro Andreazza,0.0,218.0,1315.0,0.0,0.0,27.0,183.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,156.0,0.0,1923.0,245.0
1101302,Rondônia,Mirante da Serra,0.0,291.0,1923.0,314.0,0.0,43.0,299.0,0.0,0.0,0.0,387.0,136.0,0.0,0.0,164.0,0.0,2773.0,784.0
1101401,Rondônia,Monte Negro,0.0,748.0,2075.0,0.0,0.0,98.0,369.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,68.0,0.0,2969.0,846.0
1101435,Rondônia,Nova União,0.0,354.0,944.0,0.0,0.0,36.0,135.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,35.0,0.0,1339.0,390.0
1101450,Rondônia,Parecis,0.0,45.0,721.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,129.0,0.0,0.0,0.0,0.0,0.0,940.0,47.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,593.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,785.0,0.0
1101476,Rondônia,Primavera de Rondônia,0.0,249.0,539.0,0.0,0.0,46.0,96.0,0.0,0.0,43.0,89.0,0.0,0.0,22.0,0.0,0.0,724.0,360.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1112.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,65.0,0.0,1578.0,0.0
1101492,Rondônia,São Francisco do Guaporé,0.0,948.0,2929.0,75.0,0.0,134.0,445.0,0.0,0.0,3.0,623.0,75.0,0.0,0.0,190.0,0.0,4187.0,1235.0
1101500,Rondônia,Seringueiras,103.0,436.0,2118.0,0.0,0.0,117.0,213.0,0.0,0.0,0.0,482.0,0.0,7.0,0.0,169.0,0.0,3092.0,553.0
1101559,Rondônia,Teixeirópolis,0.0,116.0,829.0,0.0,0.0,45.0,158.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,1157.0,161.0
1101609,Rondônia,Theobroma,0.0,913.0,865.0,0.0,0.0,151.0,162.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,38.0,0.0,1376.0,1064.0
