CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,91.0,2565.0,5157.0,0.0,10.0,31.0,386.0,0.0,0.0,0.0,1161.0,0.0,25.0,0.0,857.0,0.0,7687.0,2596.0
1100023,Rondônia,Ariquemes,2938.0,3252.0,23457.0,0.0,1231.0,54.0,1271.0,0.0,240.0,0.0,3454.0,0.0,198.0,301.0,5123.0,0.0,37912.0,3607.0
1100031,Rondônia,Cabixi,0.0,51.0,2062.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,347.0,0.0,2970.0,51.0
1100049,Rondônia,Cacoal,3397.0,3478.0,18620.0,219.0,671.0,130.0,1674.0,0.0,644.0,0.0,3731.0,162.0,172.0,0.0,3971.0,0.0,32880.0,3989.0
1100056,Rondônia,Cerejeiras,193.0,581.0,4947.0,0.0,108.0,0.0,461.0,0.0,16.0,0.0,687.0,0.0,0.0,0.0,1290.0,0.0,7702.0,581.0
1100064,Rondônia,Colorado do Oeste,216.0,1336.0,4562.0,0.0,33.0,0.0,341.0,0.0,0.0,353.0,766.0,0.0,0.0,0.0,1017.0,0.0,6935.0,1689.0
1100072,Rondônia,Corumbiara,0.0,843.0,1697.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,171.0,0.0,2357.0,843.0
1100080,Rondônia,Costa Marques,351.0,1622.0,3095.0,0.0,312.0,119.0,160.0,0.0,0.0,0.0,487.0,0.0,27.0,0.0,623.0,0.0,5055.0,1741.0
1100098,Rondônia,Espigão D'Oeste,524.0,1974.0,6066.0,0.0,142.0,82.0,384.0,0.0,86.0,0.0,1049.0,0.0,56.0,0.0,1190.0,0.0,9497.0,2056.0
1100106,Rondônia,Guajará-Mirim,1035.0,1698.0,11146.0,0.0,427.0,240.0,1250.0,0.0,73.0,0.0,1667.0,0.0,0.0,0.0,1634.0,0.0,17232.0,1938.0
1100114,Rondônia,Jaru,755.0,3137.0,14801.0,0.0,308.0,155.0,1707.0,0.0,66.0,92.0,2212.0,0.0,0.0,213.0,3271.0,0.0,23120.0,3597.0
1100122,Rondônia,Ji-Paraná,3868.0,3246.0,27584.0,135.0,1341.0,0.0,1873.0,0.0,455.0,230.0,4038.0,135.0,252.0,54.0,5022.0,0.0,44433.0,3800.0
1100130,Rondônia,Machadinho D'Oeste,212.0,3773.0,5857.0,0.0,74.0,0.0,381.0,0.0,0.0,167.0,669.0,0.0,13.0,0.0,1279.0,0.0,8485.0,3940.0
1100148,Rondônia,Nova Brasilândia D'Oeste,29.0,2198.0,3762.0,0.0,0.0,38.0,503.0,0.0,0.0,388.0,751.0,0.0,18.0,0.0,461.0,0.0,5524.0,2624.0
1100155,Rondônia,Ouro Preto do Oeste,630.0,1488.0,9566.0,214.0,127.0,0.0,1176.0,0.0,67.0,0.0,1163.0,0.0,60.0,0.0,1898.0,0.0,14687.0,1702.0
1100189,Rondônia,Pimenta Bueno,711.0,807.0,8909.0,0.0,185.0,30.0,917.0,0.0,134.0,0.0,1459.0,0.0,60.0,74.0,1608.0,0.0,13983.0,911.0
1100205,Rondônia,Porto Velho,17100.0,14085.0,95833.0,0.0,4180.0,336.0,8196.0,0.0,2258.0,472.0,9511.0,0.0,215.0,1492.0,20998.0,0.0,158291.0,16385.0
1100254,Rondônia,Presidente Médici,296.0,1810.0,4886.0,0.0,40.0,83.0,442.0,0.0,0.0,138.0,658.0,0.0,216.0,0.0,1162.0,0.0,7700.0,2031.0
1100262,Rondônia,Rio Crespo,0.0,29.0,1206.0,0.0,0.0,0.0,144.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,161.0,0.0,1714.0,29.0
1100288,Rondônia,Rolim de Moura,769.0,1449.0,13145.0,0.0,183.0,0.0,1150.0,0.0,46.0,0.0,2482.0,0.0,136.0,0.0,1635.0,0.0,19546.0,1449.0
1100296,Rondônia,Santa Luzia D'Oeste,12.0,289.0,2354.0,0.0,4.0,16.0,143.0,0.0,0.0,0.0,396.0,0.0,0.0,0.0,453.0,0.0,3362.0,305.0
1100304,Rondônia,Vilhena,2710.0,564.0,19242.0,0.0,824.0,0.0,2303.0,0.0,283.0,0.0,2457.0,0.0,443.0,22.0,3620.0,0.0,31882.0,586.0
1100320,Rondônia,São Miguel do Guaporé,133.0,2435.0,3706.0,0.0,42.0,167.0,334.0,0.0,0.0,0.0,893.0,0.0,0.0,26.0,560.0,0.0,5668.0,2628.0
1100338,Rondônia,Nova Mamoré,273.0,2919.0,3405.0,31.0,33.0,57.0,358.0,31.0,0.0,165.0,345.0,0.0,98.0,131.0,661.0,0.0,5173.0,3334.0
1100346,Rondônia,Alvorada D'Oeste,253.0,1791.0,3277.0,0.0,23.0,0.0,391.0,0.0,0.0,0.0,769.0,0.0,94.0,0.0,244.0,0.0,5051.0,1791.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,1476.0,2047.0,0.0,0.0,0.0,132.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,291.0,0.0,2897.0,1476.0
1100403,Rondônia,Alto Paraíso,0.0,1531.0,2796.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,779.0,0.0,0.0,0.0,82.0,0.0,3815.0,1531.0
1100452,Rondônia,Buritis,140.0,2498.0,7921.0,0.0,61.0,0.0,453.0,0.0,0.0,0.0,894.0,0.0,0.0,41.0,1396.0,0.0,10865.0,2539.0
