CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,0.0,656.0,4329.0,0.0,0.0,72.0,746.0,0.0,0.0,52.0,890.0,0.0,0.0,0.0,174.0,0.0,6139.0,780.0
1100023,Rondônia,Ariquemes,3390.0,2636.0,16866.0,0.0,1265.0,375.0,2738.0,0.0,195.0,694.0,3444.0,0.0,55.0,0.0,831.0,0.0,28784.0,3705.0
1100031,Rondônia,Cabixi,0.0,106.0,1135.0,0.0,0.0,0.0,231.0,0.0,0.0,22.0,194.0,0.0,0.0,0.0,65.0,0.0,1625.0,128.0
1100049,Rondônia,Cacoal,4591.0,2001.0,13625.0,270.0,772.0,327.0,2321.0,0.0,702.0,69.0,3498.0,116.0,184.0,0.0,726.0,0.0,26419.0,2783.0
1100056,Rondônia,Cerejeiras,158.0,0.0,3491.0,43.0,29.0,0.0,762.0,0.0,9.0,0.0,571.0,43.0,0.0,0.0,107.0,0.0,5127.0,86.0
1100064,Rondônia,Colorado do Oeste,72.0,1003.0,2672.0,0.0,33.0,75.0,525.0,0.0,0.0,579.0,519.0,0.0,0.0,0.0,115.0,0.0,3936.0,1657.0
1100072,Rondônia,Corumbiara,0.0,606.0,977.0,0.0,0.0,102.0,220.0,0.0,0.0,82.0,136.0,0.0,0.0,0.0,48.0,0.0,1381.0,790.0
1100080,Rondônia,Costa Marques,18.0,932.0,2480.0,0.0,0.0,169.0,493.0,0.0,0.0,137.0,425.0,0.0,18.0,10.0,131.0,0.0,3565.0,1248.0
1100098,Rondônia,Espigão D'Oeste,329.0,795.0,5477.0,0.0,43.0,103.0,907.0,0.0,67.0,27.0,1219.0,0.0,0.0,0.0,226.0,0.0,8268.0,925.0
1100106,Rondônia,Guajará-Mirim,712.0,1628.0,8709.0,0.0,258.0,0.0,1173.0,0.0,24.0,98.0,1871.0,0.0,0.0,0.0,468.0,0.0,13215.0,1726.0
1100114,Rondônia,Jaru,1189.0,452.0,10075.0,102.0,352.0,78.0,1915.0,0.0,56.0,0.0,2180.0,102.0,112.0,0.0,310.0,0.0,16189.0,734.0
1100122,Rondônia,Ji-Paraná,4049.0,1615.0,23123.0,197.0,1500.0,159.0,2687.0,0.0,257.0,89.0,5687.0,197.0,19.0,0.0,1157.0,0.0,38479.0,2257.0
1100130,Rondônia,Machadinho D'Oeste,327.0,1475.0,6093.0,0.0,81.0,224.0,893.0,0.0,35.0,183.0,1119.0,0.0,23.0,0.0,476.0,0.0,9047.0,1882.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,653.0,2982.0,0.0,0.0,106.0,566.0,0.0,0.0,0.0,666.0,0.0,0.0,0.0,427.0,0.0,4641.0,759.0
1100155,Rondônia,Ouro Preto do Oeste,476.0,295.0,6959.0,0.0,115.0,81.0,1465.0,0.0,30.0,0.0,1259.0,0.0,67.0,0.0,301.0,0.0,10672.0,376.0
1100189,Rondônia,Pimenta Bueno,196.0,1312.0,7692.0,0.0,21.0,201.0,1630.0,0.0,0.0,263.0,1373.0,0.0,0.0,0.0,635.0,0.0,11547.0,1776.0
1100205,Rondônia,Porto Velho,21630.0,9691.0,90710.0,1366.0,4170.0,951.0,12540.0,15.0,2274.0,770.0,17174.0,0.0,112.0,755.0,7422.0,0.0,156032.0,13548.0
1100254,Rondônia,Presidente Médici,37.0,262.0,3650.0,0.0,0.0,26.0,632.0,0.0,0.0,38.0,719.0,0.0,37.0,0.0,204.0,0.0,5279.0,326.0
1100262,Rondônia,Rio Crespo,0.0,0.0,812.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,1080.0,0.0
1100288,Rondônia,Rolim de Moura,470.0,789.0,10623.0,0.0,58.0,124.0,1947.0,0.0,67.0,0.0,2352.0,0.0,0.0,0.0,419.0,0.0,15936.0,913.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,1409.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,70.0,0.0,2021.0,0.0
1100304,Rondônia,Vilhena,2316.0,486.0,19770.0,0.0,384.0,81.0,3310.0,0.0,418.0,19.0,4063.0,0.0,58.0,0.0,1037.0,0.0,31356.0,586.0
1100320,Rondônia,São Miguel do Guaporé,193.0,958.0,3852.0,0.0,61.0,179.0,749.0,0.0,0.0,0.0,894.0,0.0,0.0,0.0,156.0,0.0,5905.0,1137.0
1100338,Rondônia,Nova Mamoré,283.0,1367.0,5086.0,0.0,57.0,246.0,760.0,0.0,0.0,0.0,1075.0,0.0,23.0,0.0,245.0,0.0,7529.0,1613.0
1100346,Rondônia,Alvorada D'Oeste,0.0,188.0,2662.0,0.0,0.0,28.0,530.0,0.0,0.0,0.0,559.0,0.0,0.0,0.0,166.0,0.0,3917.0,216.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,821.0,1746.0,0.0,0.0,128.0,335.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,16.0,0.0,2543.0,949.0
1100403,Rondônia,Alto Paraíso,453.0,749.0,1961.0,0.0,150.0,121.0,269.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,162.0,0.0,3529.0,870.0
1100452,Rondônia,Buritis,322.0,570.0,6026.0,0.0,88.0,139.0,855.0,0.0,0.0,0.0,1474.0,0.0,63.0,0.0,220.0,0.0,9048.0,709.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,0.0,1659.0,220.0,0.0,0.0,299.0,0.0,0.0,0.0,301.0,220.0,0.0,0.0,72.0,0.0,2331.0,440.0
1100601,Rondônia,Cacaulândia,0.0,161.0,867.0,0.0,0.0,22.0,150.0,0.0,0.0,0.0,197.0,0.0,0.0,0.0,20.0,0.0,1234.0,183.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1058.0,1244.0,0.0,0.0,175.0,225.0,0.0,0.0,108.0,253.0,0.0,0.0,0.0,10.0,0.0,1732.0,1341.0
1100809,Rondônia,Candeias do Jamari,0.0,1201.0,4608.0,0.0,0.0,291.0,706.0,0.0,0.0,3.0,798.0,0.0,0.0,0.0,413.0,0.0,6525.0,1495.0
1100908,Rondônia,Castanheiras,0.0,486.0,164.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,275.0,585.0
1100924,Rondônia,Chupinguaia,0.0,674.0,1906.0,0.0,0.0,99.0,341.0,0.0,0.0,60.0,436.0,0.0,0.0,0.0,0.0,0.0,2683.0,833.0
1100940,Rondônia,Cujubim,102.0,829.0,2971.0,0.0,30.0,103.0,559.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,135.0,0.0,4434.0,932.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,238.0,1463.0,0.0,0.0,33.0,263.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,23.0,0.0,2054.0,271.0
1101104,Rondônia,Itapuã do Oeste,0.0,71.0,2493.0,0.0,0.0,21.0,402.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,217.0,0.0,3529.0,92.0
1101203,Rondônia,Ministro Andreazza,0.0,144.0,1357.0,0.0,0.0,24.0,247.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,94.0,0.0,2021.0,168.0
1101302,Rondônia,Mirante da Serra,0.0,216.0,1892.0,304.0,0.0,43.0,327.0,0.0,0.0,10.0,351.0,154.0,0.0,0.0,164.0,0.0,2734.0,727.0
1101401,Rondônia,Monte Negro,0.0,736.0,2163.0,0.0,0.0,114.0,445.0,0.0,0.0,0.0,501.0,0.0,0.0,0.0,41.0,0.0,3150.0,850.0
1101435,Rondônia,Nova União,0.0,301.0,901.0,0.0,0.0,43.0,126.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,1280.0,344.0
1101450,Rondônia,Parecis,0.0,47.0,745.0,0.0,0.0,3.0,113.0,0.0,0.0,2.0,135.0,0.0,0.0,0.0,0.0,0.0,993.0,52.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,556.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,762.0,0.0
1101476,Rondônia,Primavera de Rondônia,0.0,209.0,541.0,0.0,0.0,32.0,105.0,0.0,0.0,37.0,113.0,0.0,0.0,0.0,0.0,0.0,759.0,278.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1068.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,13.0,0.0,1522.0,0.0
1101492,Rondônia,São Francisco do Guaporé,0.0,926.0,2980.0,109.0,0.0,159.0,532.0,0.0,0.0,5.0,674.0,109.0,0.0,0.0,166.0,0.0,4352.0,1308.0
