CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,124.0,1831.0,4438.0,0.0,49.0,140.0,465.0,0.0,0.0,0.0,995.0,0.0,45.0,0.0,637.0,0.0,6753.0,1971.0
1100023,Rondônia,Ariquemes,3371.0,3390.0,22263.0,0.0,1533.0,211.0,1786.0,0.0,224.0,551.0,3532.0,0.0,78.0,151.0,4461.0,0.0,37248.0,4303.0
1100031,Rondônia,Cabixi,0.0,126.0,1508.0,0.0,0.0,0.0,269.0,0.0,0.0,27.0,235.0,0.0,0.0,0.0,199.0,0.0,2211.0,153.0
1100049,Rondônia,Cacoal,3769.0,2615.0,15899.0,355.0,659.0,177.0,1952.0,0.0,592.0,0.0,3601.0,151.0,304.0,0.0,2026.0,0.0,28802.0,3298.0
1100056,Rondônia,Cerejeiras,114.0,297.0,4168.0,0.0,26.0,23.0,489.0,0.0,17.0,0.0,655.0,0.0,0.0,0.0,847.0,0.0,6316.0,320.0
1100064,Rondônia,Colorado do Oeste,131.0,1047.0,3637.0,0.0,42.0,0.0,449.0,0.0,0.0,435.0,663.0,0.0,0.0,0.0,636.0,0.0,5558.0,1482.0
1100072,Rondônia,Corumbiara,0.0,994.0,1184.0,0.0,0.0,0.0,88.0,0.0,0.0,138.0,206.0,0.0,0.0,0.0,305.0,0.0,1783.0,1132.0
1100080,Rondônia,Costa Marques,235.0,1685.0,2810.0,0.0,235.0,157.0,207.0,0.0,0.0,225.0,390.0,0.0,0.0,0.0,500.0,0.0,4377.0,2067.0
1100098,Rondônia,Espigão D'Oeste,373.0,1595.0,5906.0,0.0,75.0,55.0,666.0,0.0,52.0,0.0,1204.0,0.0,76.0,0.0,920.0,0.0,9272.0,1650.0
1100106,Rondônia,Guajará-Mirim,1015.0,1910.0,11091.0,0.0,251.0,78.0,1127.0,0.0,115.0,0.0,1515.0,0.0,0.0,0.0,2029.0,0.0,17143.0,1988.0
1100114,Rondônia,Jaru,856.0,2956.0,11740.0,60.0,342.0,204.0,1437.0,0.0,52.0,466.0,1830.0,60.0,72.0,131.0,2314.0,0.0,18643.0,3877.0
1100122,Rondônia,Ji-Paraná,3634.0,2528.0,26325.0,177.0,1253.0,0.0,2123.0,0.0,152.0,188.0,4425.0,177.0,600.0,35.0,4499.0,0.0,43011.0,3105.0
1100130,Rondônia,Machadinho D'Oeste,272.0,3156.0,5691.0,0.0,80.0,90.0,506.0,0.0,34.0,157.0,901.0,0.0,31.0,71.0,1129.0,0.0,8644.0,3474.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,1145.0,4122.0,0.0,0.0,95.0,447.0,0.0,0.0,0.0,1020.0,0.0,0.0,0.0,772.0,0.0,6361.0,1240.0
1100155,Rondônia,Ouro Preto do Oeste,585.0,933.0,9430.0,0.0,102.0,79.0,1544.0,0.0,47.0,0.0,1271.0,0.0,56.0,0.0,1761.0,0.0,14796.0,1012.0
1100189,Rondônia,Pimenta Bueno,644.0,891.0,8593.0,0.0,195.0,48.0,1196.0,0.0,78.0,111.0,1349.0,0.0,149.0,0.0,1479.0,0.0,13683.0,1050.0
1100205,Rondônia,Porto Velho,18784.0,18765.0,99827.0,203.0,3471.0,714.0,11227.0,33.0,2224.0,1099.0,13104.0,42.0,515.0,2225.0,17797.0,0.0,166949.0,23081.0
1100254,Rondônia,Presidente Médici,90.0,1452.0,4399.0,0.0,4.0,156.0,532.0,0.0,0.0,115.0,708.0,0.0,86.0,0.0,893.0,0.0,6712.0,1723.0
1100262,Rondônia,Rio Crespo,0.0,0.0,990.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,108.0,0.0,1312.0,0.0
1100288,Rondônia,Rolim de Moura,902.0,942.0,12616.0,0.0,203.0,0.0,1686.0,0.0,97.0,0.0,2087.0,0.0,135.0,0.0,1424.0,0.0,19150.0,942.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,138.0,1856.0,0.0,0.0,13.0,233.0,0.0,0.0,0.0,308.0,0.0,0.0,0.0,299.0,0.0,2696.0,151.0
1100304,Rondônia,Vilhena,3812.0,599.0,20717.0,0.0,649.0,62.0,2948.0,0.0,356.0,4.0,3162.0,0.0,340.0,0.0,3496.0,0.0,35480.0,665.0
1100320,Rondônia,São Miguel do Guaporé,110.0,1802.0,4302.0,0.0,39.0,137.0,485.0,0.0,0.0,0.0,980.0,0.0,0.0,0.0,754.0,0.0,6670.0,1939.0
1100338,Rondônia,Nova Mamoré,176.0,3644.0,3630.0,0.0,58.0,306.0,405.0,0.0,0.0,277.0,417.0,0.0,27.0,256.0,746.0,0.0,5459.0,4483.0
1100346,Rondônia,Alvorada D'Oeste,93.0,509.0,3617.0,0.0,0.0,0.0,443.0,0.0,0.0,0.0,747.0,0.0,93.0,0.0,386.0,0.0,5379.0,509.0
1100379,Rondônia,Alto Alegre dos Parecis,30.0,1181.0,1922.0,0.0,2.0,0.0,160.0,0.0,0.0,0.0,538.0,0.0,16.0,0.0,153.0,0.0,2821.0,1181.0
1100403,Rondônia,Alto Paraíso,0.0,1375.0,3138.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,693.0,0.0,0.0,0.0,381.0,0.0,4498.0,1375.0
1100452,Rondônia,Buritis,193.0,1876.0,7624.0,0.0,105.0,0.0,539.0,0.0,0.0,0.0,1413.0,0.0,37.0,0.0,955.0,0.0,10866.0,1876.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,59.0,2541.0,137.0,0.0,0.0,285.0,0.0,0.0,0.0,426.0,137.0,0.0,0.0,419.0,0.0,3671.0,333.0
1100601,Rondônia,Cacaulândia,0.0,320.0,1119.0,0.0,0.0,26.0,127.0,0.0,0.0,0.0,194.0,0.0,0.0,14.0,108.0,0.0,1548.0,360.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1675.0,1582.0,0.0,0.0,45.0,176.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,215.0,0.0,2245.0,1720.0
1100809,Rondônia,Candeias do Jamari,0.0,1203.0,5384.0,0.0,0.0,204.0,691.0,0.0,0.0,0.0,551.0,0.0,0.0,139.0,987.0,0.0,7613.0,1546.0
1100908,Rondônia,Castanheiras,0.0,592.0,341.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,163.0,0.0,0.0,16.0,56.0,0.0,560.0,668.0
1100924,Rondônia,Chupinguaia,0.0,1056.0,1794.0,0.0,0.0,107.0,301.0,0.0,0.0,82.0,388.0,0.0,0.0,51.0,166.0,0.0,2649.0,1296.0
1100940,Rondônia,Cujubim,114.0,876.0,3919.0,0.0,34.0,0.0,555.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,455.0,0.0,5528.0,876.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,1432.0,1269.0,0.0,0.0,55.0,149.0,0.0,0.0,112.0,294.0,0.0,0.0,70.0,211.0,0.0,1923.0,1669.0
1101104,Rondônia,Itapuã do Oeste,0.0,119.0,2844.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,483.0,0.0,3976.0,119.0
1101203,Rondônia,Ministro Andreazza,0.0,481.0,1734.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,228.0,0.0,2436.0,481.0
1101302,Rondônia,Mirante da Serra,36.0,542.0,2924.0,231.0,0.0,63.0,337.0,0.0,0.0,0.0,582.0,116.0,36.0,0.0,480.0,0.0,4395.0,952.0
1101401,Rondônia,Monte Negro,105.0,1021.0,3015.0,0.0,21.0,0.0,304.0,0.0,0.0,0.0,586.0,0.0,42.0,0.0,467.0,0.0,4540.0,1021.0
1101435,Rondônia,Nova União,0.0,551.0,1384.0,0.0,0.0,51.0,107.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,166.0,0.0,1993.0,602.0
1101450,Rondônia,Parecis,21.0,65.0,922.0,0.0,1.0,0.0,77.0,0.0,0.0,0.0,174.0,0.0,14.0,0.0,22.0,0.0,1231.0,65.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,598.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,763.0,0.0
1101476,Rondônia,Primavera de Rondônia,0.0,323.0,672.0,0.0,0.0,28.0,112.0,0.0,0.0,55.0,112.0,0.0,0.0,0.0,21.0,0.0,917.0,406.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1323.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,42.0,0.0,1720.0,0.0
1101492,Rondônia,São Francisco do Guaporé,0.0,1190.0,3969.0,108.0,0.0,0.0,375.0,0.0,0.0,0.0,586.0,91.0,0.0,0.0,1148.0,0.0,6078.0,1389.0
1101500,Rondônia,Seringueiras,0.0,1160.0,2785.0,0.0,0.0,69.0,184.0,0.0,0.0,0.0,508.0,0.0,0.0,94.0,922.0,0.0,4399.0,1323.0
1101559,Rondônia,Teixeirópolis,0.0,311.0,1052.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,230.0,0.0,0.0,0.0,113.0,0.0,1594.0,311.0
1101609,Rondônia,Theobroma,0.0,1615.0,1147.0,0.0,0.0,165.0,132.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,220.0,0.0,1876.0,1780.0
1101708,Rondônia,Urupá,0.0,1049.0,2191.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,432.0,0.0,0.0,0.0,368.0,0.0,3347.0,1049.0
1101757,Rondônia,Vale do Anari,18.0,733.0,1547.0,0.0,3.0,0.0,109.0,0.0,0.0,0.0,239.0,0.0,15.0,0.0,336.0,0.0,2267.0,733.0
1101807,Rondônia,Vale do Paraíso,0.0,344.0,1600.0,105.0,0.0,13.0,199.0,0.0,0.0,0.0,356.0,0.0,0.0,0.0,83.0,0.0,2238.0,462.0
