CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,81.0,2391.0,5143.0,0.0,18.0,35.0,431.0,0.0,0.0,0.0,1088.0,0.0,24.0,0.0,883.0,0.0,7668.0,2426.0
1100023,Rondônia,Ariquemes,2867.0,3265.0,24294.0,0.0,1205.0,70.0,1489.0,0.0,220.0,0.0,3671.0,0.0,202.0,357.0,5305.0,0.0,39253.0,3692.0
1100031,Rondônia,Cabixi,0.0,0.0,2031.0,0.0,0.0,0.0,206.0,0.0,0.0,0.0,261.0,0.0,0.0,0.0,341.0,0.0,2839.0,0.0
1100049,Rondônia,Cacoal,3430.0,3505.0,18544.0,207.0,598.0,159.0,1465.0,0.0,578.0,0.0,3833.0,139.0,344.0,0.0,3672.0,0.0,32464.0,4010.0
1100056,Rondônia,Cerejeiras,205.0,527.0,4743.0,0.0,93.0,0.0,477.0,0.0,21.0,0.0,709.0,0.0,0.0,0.0,1110.0,0.0,7358.0,527.0
1100064,Rondônia,Colorado do Oeste,280.0,1233.0,4510.0,0.0,34.0,0.0,395.0,0.0,0.0,328.0,781.0,0.0,0.0,32.0,971.0,0.0,6971.0,1593.0
1100072,Rondônia,Corumbiara,0.0,767.0,1660.0,0.0,0.0,0.0,172.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,163.0,0.0,2310.0,767.0
1100080,Rondônia,Costa Marques,359.0,1556.0,3184.0,0.0,332.0,124.0,152.0,0.0,0.0,0.0,557.0,0.0,27.0,0.0,634.0,0.0,5245.0,1680.0
1100098,Rondônia,Espigão D'Oeste,434.0,1905.0,6252.0,0.0,145.0,0.0,403.0,0.0,48.0,0.0,1166.0,0.0,57.0,0.0,1115.0,0.0,9620.0,1905.0
1100106,Rondônia,Guajará-Mirim,875.0,1472.0,11718.0,0.0,274.0,208.0,1410.0,0.0,78.0,0.0,1694.0,0.0,0.0,0.0,2035.0,0.0,18084.0,1680.0
1100114,Rondônia,Jaru,729.0,3843.0,13778.0,0.0,305.0,132.0,1500.0,0.0,65.0,506.0,1884.0,0.0,0.0,205.0,3239.0,0.0,21500.0,4686.0
1100122,Rondônia,Ji-Paraná,3547.0,3225.0,27277.0,160.0,1191.0,0.0,1680.0,0.0,336.0,245.0,4087.0,160.0,181.0,67.0,5135.0,0.0,43434.0,3857.0
1100130,Rondônia,Machadinho D'Oeste,130.0,3554.0,6133.0,0.0,42.0,0.0,457.0,0.0,0.0,0.0,927.0,0.0,15.0,0.0,1426.0,0.0,9130.0,3554.0
1100148,Rondônia,Nova Brasilândia D'Oeste,43.0,1948.0,3899.0,0.0,0.0,37.0,426.0,0.0,0.0,237.0,789.0,0.0,35.0,0.0,611.0,0.0,5803.0,2222.0
1100155,Rondônia,Ouro Preto do Oeste,606.0,1510.0,9440.0,288.0,87.0,0.0,1373.0,24.0,61.0,0.0,1132.0,0.0,52.0,0.0,1794.0,8.0,14545.0,1830.0
1100189,Rondônia,Pimenta Bueno,697.0,822.0,8834.0,0.0,114.0,16.0,1015.0,0.0,106.0,0.0,1521.0,0.0,94.0,103.0,1314.0,0.0,13695.0,941.0
1100205,Rondônia,Porto Velho,15516.0,14878.0,98582.0,0.0,2959.0,342.0,9220.0,0.0,2159.0,598.0,9974.0,0.0,139.0,1394.0,22019.0,0.0,160568.0,17212.0
1100254,Rondônia,Presidente Médici,326.0,1706.0,4949.0,0.0,42.0,121.0,457.0,0.0,0.0,155.0,711.0,0.0,216.0,0.0,1128.0,0.0,7829.0,1982.0
1100262,Rondônia,Rio Crespo,0.0,15.0,1232.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,139.0,0.0,1753.0,15.0
1100288,Rondônia,Rolim de Moura,828.0,1434.0,13686.0,0.0,219.0,0.0,1405.0,0.0,63.0,0.0,2552.0,0.0,112.0,0.0,1639.0,0.0,20504.0,1434.0
1100296,Rondônia,Santa Luzia D'Oeste,8.0,192.0,2366.0,0.0,2.0,17.0,145.0,0.0,0.0,0.0,355.0,0.0,4.0,0.0,487.0,0.0,3367.0,209.0
1100304,Rondônia,Vilhena,2557.0,578.0,19322.0,0.0,722.0,0.0,2196.0,0.0,311.0,0.0,2551.0,0.0,406.0,22.0,3320.0,0.0,31385.0,600.0
1100320,Rondônia,São Miguel do Guaporé,186.0,2647.0,3875.0,0.0,69.0,156.0,312.0,0.0,0.0,0.0,982.0,0.0,0.0,57.0,573.0,0.0,5997.0,2860.0
1100338,Rondônia,Nova Mamoré,257.0,2907.0,3617.0,24.0,26.0,112.0,446.0,24.0,0.0,204.0,390.0,0.0,91.0,95.0,750.0,0.0,5577.0,3366.0
