CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,0.0,800.0,4511.0,0.0,0.0,29.0,428.0,0.0,0.0,53.0,777.0,0.0,0.0,0.0,227.0,0.0,5943.0,882.0
1100023,Rondônia,Ariquemes,3521.0,3165.0,18515.0,0.0,1206.0,162.0,1984.0,0.0,123.0,856.0,3028.0,0.0,69.0,99.0,2008.0,0.0,30454.0,4282.0
1100031,Rondônia,Cabixi,0.0,130.0,1172.0,0.0,0.0,0.0,189.0,0.0,0.0,22.0,149.0,0.0,0.0,0.0,57.0,0.0,1567.0,152.0
1100049,Rondônia,Cacoal,4028.0,2157.0,14307.0,287.0,604.0,155.0,1687.0,0.0,534.0,74.0,2974.0,140.0,181.0,0.0,1358.0,0.0,25673.0,2813.0
1100056,Rondônia,Cerejeiras,92.0,0.0,3554.0,0.0,9.0,0.0,558.0,0.0,9.0,0.0,421.0,0.0,0.0,0.0,226.0,0.0,4869.0,0.0
1100064,Rondônia,Colorado do Oeste,153.0,1043.0,2861.0,0.0,32.0,51.0,445.0,0.0,0.0,536.0,431.0,0.0,34.0,0.0,173.0,0.0,4129.0,1630.0
1100072,Rondônia,Corumbiara,0.0,713.0,863.0,0.0,0.0,49.0,126.0,0.0,0.0,88.0,126.0,0.0,0.0,0.0,75.0,0.0,1190.0,850.0
1100080,Rondônia,Costa Marques,35.0,1260.0,2210.0,0.0,0.0,123.0,318.0,0.0,0.0,116.0,357.0,0.0,35.0,34.0,184.0,0.0,3139.0,1533.0
1100098,Rondônia,Espigão D'Oeste,324.0,868.0,5672.0,0.0,66.0,25.0,587.0,0.0,42.0,33.0,1000.0,0.0,0.0,0.0,292.0,0.0,7983.0,926.0
1100106,Rondônia,Guajará-Mirim,970.0,1502.0,9793.0,0.0,239.0,0.0,1085.0,0.0,18.0,43.0,1628.0,0.0,0.0,0.0,985.0,0.0,14718.0,1545.0
1100114,Rondônia,Jaru,1060.0,525.0,11084.0,76.0,305.0,41.0,1405.0,0.0,26.0,0.0,1970.0,76.0,101.0,0.0,867.0,0.0,16818.0,718.0
1100122,Rondônia,Ji-Paraná,3795.0,1886.0,24821.0,180.0,1245.0,121.0,2287.0,0.0,226.0,56.0,4679.0,180.0,93.0,0.0,1963.0,0.0,39109.0,2423.0
1100130,Rondônia,Machadinho D'Oeste,261.0,1249.0,7302.0,0.0,65.0,197.0,679.0,0.0,7.0,0.0,1010.0,0.0,25.0,0.0,1045.0,0.0,10394.0,1446.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,757.0,2780.0,0.0,0.0,64.0,336.0,0.0,0.0,0.0,610.0,0.0,0.0,8.0,196.0,0.0,3922.0,829.0
1100155,Rondônia,Ouro Preto do Oeste,528.0,413.0,7552.0,0.0,57.0,57.0,1237.0,0.0,26.0,0.0,1150.0,0.0,62.0,0.0,471.0,0.0,11083.0,470.0
1100189,Rondônia,Pimenta Bueno,524.0,836.0,8070.0,0.0,38.0,87.0,1183.0,0.0,35.0,263.0,1200.0,0.0,0.0,0.0,995.0,0.0,12045.0,1186.0
1100205,Rondônia,Porto Velho,21163.0,10415.0,99305.0,1409.0,4274.0,860.0,10573.0,23.0,1739.0,522.0,15438.0,0.0,0.0,732.0,12654.0,0.0,165146.0,13961.0
1100254,Rondônia,Presidente Médici,66.0,328.0,4238.0,0.0,0.0,7.0,565.0,0.0,0.0,0.0,700.0,0.0,66.0,0.0,369.0,0.0,6004.0,335.0
1100262,Rondônia,Rio Crespo,0.0,0.0,860.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,1071.0,0.0
1100288,Rondônia,Rolim de Moura,605.0,883.0,10802.0,0.0,78.0,78.0,1357.0,0.0,61.0,0.0,1906.0,0.0,0.0,0.0,785.0,0.0,15594.0,961.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,1556.0,0.0,0.0,0.0,199.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,83.0,0.0,2083.0,0.0
1100304,Rondônia,Vilhena,2347.0,610.0,20496.0,0.0,414.0,49.0,2508.0,0.0,225.0,15.0,3109.0,0.0,93.0,0.0,2350.0,0.0,31542.0,674.0
1100320,Rondônia,São Miguel do Guaporé,177.0,1159.0,3894.0,0.0,59.0,93.0,533.0,0.0,0.0,0.0,833.0,0.0,0.0,0.0,312.0,0.0,5808.0,1252.0
1100338,Rondônia,Nova Mamoré,252.0,1665.0,5121.0,0.0,41.0,149.0,414.0,0.0,0.0,0.0,929.0,0.0,48.0,0.0,473.0,0.0,7278.0,1814.0
1100346,Rondônia,Alvorada D'Oeste,0.0,276.0,2961.0,0.0,0.0,29.0,381.0,0.0,0.0,0.0,482.0,0.0,0.0,0.0,246.0,0.0,4070.0,305.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,957.0,1771.0,0.0,0.0,31.0,253.0,0.0,0.0,0.0,430.0,0.0,0.0,0.0,45.0,0.0,2499.0,988.0
1100403,Rondônia,Alto Paraíso,468.0,948.0,2078.0,0.0,96.0,43.0,190.0,0.0,0.0,0.0,465.0,0.0,0.0,0.0,295.0,0.0,3592.0,991.0
1100452,Rondônia,Buritis,275.0,792.0,7010.0,0.0,95.0,102.0,591.0,0.0,0.0,0.0,1259.0,0.0,73.0,0.0,551.0,0.0,9854.0,894.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,0.0,1835.0,190.0,0.0,0.0,201.0,0.0,0.0,0.0,271.0,190.0,0.0,0.0,113.0,0.0,2420.0,380.0
1100601,Rondônia,Cacaulândia,0.0,224.0,885.0,0.0,0.0,12.0,58.0,0.0,0.0,0.0,183.0,0.0,0.0,0.0,31.0,0.0,1157.0,236.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1250.0,1411.0,0.0,0.0,118.0,208.0,0.0,0.0,100.0,251.0,0.0,0.0,0.0,63.0,0.0,1933.0,1468.0
1100809,Rondônia,Candeias do Jamari,0.0,1156.0,5210.0,0.0,0.0,142.0,686.0,0.0,0.0,11.0,620.0,0.0,0.0,24.0,857.0,0.0,7373.0,1333.0
