CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,87.0,2339.0,5049.0,0.0,16.0,44.0,474.0,0.0,0.0,0.0,1086.0,0.0,41.0,0.0,830.0,0.0,7583.0,2383.0
1100023,Rondônia,Ariquemes,3537.0,3364.0,24496.0,0.0,1302.0,57.0,1603.0,0.0,241.0,0.0,3586.0,0.0,443.0,370.0,5742.0,0.0,40950.0,3791.0
1100031,Rondônia,Cabixi,0.0,0.0,1848.0,0.0,0.0,0.0,198.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,258.0,0.0,2549.0,0.0
1100049,Rondônia,Cacoal,3337.0,3251.0,18711.0,333.0,628.0,148.0,1619.0,0.0,548.0,0.0,3631.0,143.0,268.0,0.0,4168.0,0.0,32910.0,3875.0
1100056,Rondônia,Cerejeiras,229.0,490.0,4706.0,0.0,115.0,0.0,517.0,0.0,26.0,0.0,681.0,0.0,0.0,0.0,1155.0,0.0,7429.0,490.0
1100064,Rondônia,Colorado do Oeste,268.0,1145.0,4538.0,0.0,47.0,0.0,358.0,0.0,0.0,335.0,826.0,0.0,0.0,17.0,1055.0,0.0,7092.0,1497.0
1100072,Rondônia,Corumbiara,0.0,700.0,1770.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,212.0,0.0,2512.0,700.0
1100080,Rondônia,Costa Marques,346.0,1525.0,3262.0,0.0,318.0,113.0,153.0,0.0,0.0,0.0,563.0,0.0,28.0,0.0,628.0,0.0,5298.0,1638.0
1100098,Rondônia,Espigão D'Oeste,427.0,1906.0,6356.0,0.0,98.0,30.0,469.0,0.0,53.0,0.0,1140.0,0.0,58.0,0.0,1258.0,0.0,9859.0,1936.0
1100106,Rondônia,Guajará-Mirim,909.0,1418.0,11766.0,0.0,323.0,94.0,1057.0,0.0,95.0,0.0,1495.0,0.0,0.0,0.0,2407.0,0.0,18052.0,1512.0
1100114,Rondônia,Jaru,758.0,3748.0,13300.0,0.0,323.0,160.0,1585.0,0.0,73.0,523.0,1769.0,0.0,0.0,160.0,3148.0,0.0,20956.0,4591.0
1100122,Rondônia,Ji-Paraná,3446.0,3209.0,27697.0,208.0,1243.0,0.0,1801.0,0.0,277.0,280.0,3958.0,208.0,335.0,116.0,5500.0,0.0,44257.0,4021.0
1100130,Rondônia,Machadinho D'Oeste,156.0,3439.0,6009.0,0.0,52.0,0.0,475.0,0.0,0.0,0.0,725.0,0.0,38.0,0.0,1629.0,0.0,9084.0,3439.0
1100148,Rondônia,Nova Brasilândia D'Oeste,49.0,1618.0,4120.0,0.0,7.0,33.0,416.0,0.0,0.0,76.0,907.0,0.0,42.0,0.0,765.0,0.0,6306.0,1727.0
1100155,Rondônia,Ouro Preto do Oeste,857.0,1741.0,9727.0,0.0,92.0,41.0,1535.0,0.0,52.0,0.0,1230.0,0.0,48.0,60.0,1863.0,0.0,15404.0,1842.0
1100189,Rondônia,Pimenta Bueno,732.0,714.0,8959.0,0.0,149.0,40.0,1079.0,0.0,82.0,0.0,1375.0,0.0,147.0,55.0,1492.0,0.0,14015.0,809.0
1100205,Rondônia,Porto Velho,15968.0,15455.0,100264.0,0.0,3135.0,392.0,10071.0,0.0,2344.0,692.0,10102.0,0.0,301.0,1695.0,22585.0,0.0,164770.0,18234.0
1100254,Rondônia,Presidente Médici,349.0,1604.0,4881.0,0.0,54.0,155.0,520.0,0.0,0.0,135.0,767.0,0.0,223.0,0.0,1068.0,0.0,7862.0,1894.0
1100262,Rondônia,Rio Crespo,0.0,17.0,1158.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,121.0,0.0,1627.0,17.0
1100288,Rondônia,Rolim de Moura,916.0,1243.0,13378.0,0.0,169.0,0.0,1402.0,0.0,67.0,0.0,2608.0,0.0,182.0,0.0,1451.0,0.0,20173.0,1243.0
1100296,Rondônia,Santa Luzia D'Oeste,15.0,188.0,2274.0,0.0,6.0,11.0,185.0,0.0,0.0,0.0,350.0,0.0,9.0,0.0,444.0,0.0,3283.0,199.0
1100304,Rondônia,Vilhena,2569.0,565.0,20174.0,0.0,752.0,0.0,2491.0,0.0,309.0,0.0,2601.0,0.0,400.0,17.0,3859.0,0.0,33155.0,582.0
1100320,Rondônia,São Miguel do Guaporé,180.0,2509.0,4399.0,0.0,53.0,154.0,363.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,865.0,0.0,6960.0,2663.0
1100338,Rondônia,Nova Mamoré,231.0,3112.0,3670.0,22.0,27.0,112.0,419.0,22.0,0.0,194.0,398.0,0.0,83.0,114.0,830.0,0.0,5658.0,3576.0
1100346,Rondônia,Alvorada D'Oeste,232.0,915.0,3810.0,0.0,34.0,0.0,261.0,0.0,0.0,0.0,896.0,0.0,129.0,0.0,357.0,0.0,5719.0,915.0
1100379,Rondônia,Alto Alegre dos Parecis,24.0,1381.0,2148.0,0.0,3.0,0.0,183.0,0.0,0.0,0.0,498.0,0.0,6.0,0.0,278.0,0.0,3140.0,1381.0
1100403,Rondônia,Alto Paraíso,0.0,1682.0,3182.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,904.0,0.0,0.0,0.0,194.0,0.0,4480.0,1682.0
1100452,Rondônia,Buritis,228.0,2421.0,8082.0,0.0,169.0,0.0,452.0,0.0,0.0,0.0,1105.0,0.0,0.0,136.0,1420.0,0.0,11456.0,2557.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,333.0,2588.0,105.0,0.0,0.0,273.0,0.0,0.0,0.0,489.0,63.0,0.0,0.0,496.0,0.0,3846.0,501.0
1100601,Rondônia,Cacaulândia,0.0,396.0,1213.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,303.0,0.0,0.0,10.0,21.0,0.0,1641.0,406.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1686.0,1742.0,0.0,0.0,30.0,219.0,0.0,0.0,91.0,186.0,0.0,0.0,0.0,338.0,0.0,2485.0,1807.0
1100809,Rondônia,Candeias do Jamari,0.0,1213.0,5154.0,0.0,0.0,131.0,573.0,0.0,0.0,0.0,395.0,0.0,0.0,281.0,1269.0,0.0,7391.0,1625.0
1100908,Rondônia,Castanheiras,0.0,759.0,508.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,92.0,0.0,0.0,791.0,920.0
1100924,Rondônia,Chupinguaia,0.0,1093.0,1716.0,0.0,0.0,100.0,260.0,0.0,0.0,0.0,389.0,0.0,0.0,135.0,157.0,0.0,2522.0,1328.0
1100940,Rondônia,Cujubim,0.0,897.0,3773.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,693.0,0.0,5252.0,897.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,1371.0,2048.0,0.0,0.0,36.0,172.0,0.0,0.0,53.0,334.0,0.0,0.0,0.0,528.0,0.0,3082.0,1460.0
1101104,Rondônia,Itapuã do Oeste,0.0,162.0,2796.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,578.0,0.0,3911.0,162.0
1101203,Rondônia,Ministro Andreazza,0.0,793.0,1743.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,207.0,0.0,2342.0,793.0
1101302,Rondônia,Mirante da Serra,26.0,614.0,3375.0,194.0,0.0,0.0,331.0,0.0,0.0,0.0,570.0,96.0,17.0,0.0,685.0,0.0,5004.0,904.0
1101401,Rondônia,Monte Negro,289.0,1436.0,2892.0,0.0,48.0,0.0,204.0,0.0,0.0,0.0,697.0,0.0,174.0,0.0,208.0,0.0,4512.0,1436.0
1101435,Rondônia,Nova União,0.0,1189.0,1323.0,0.0,0.0,62.0,112.0,0.0,0.0,0.0,404.0,0.0,0.0,93.0,169.0,0.0,2008.0,1344.0
1101450,Rondônia,Parecis,15.0,159.0,1059.0,0.0,1.0,0.0,81.0,0.0,0.0,0.0,193.0,0.0,10.0,0.0,90.0,0.0,1449.0,159.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,653.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,43.0,0.0,867.0,0.0
1101476,Rondônia,Primavera de Rondônia,0.0,420.0,707.0,0.0,0.0,34.0,106.0,0.0,0.0,75.0,101.0,0.0,0.0,0.0,0.0,0.0,914.0,529.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1730.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,289.0,0.0,0.0,0.0,90.0,0.0,2266.0,0.0
1101492,Rondônia,São Francisco do Guaporé,33.0,1720.0,3580.0,290.0,0.0,0.0,165.0,0.0,0.0,0.0,577.0,145.0,0.0,435.0,706.0,0.0,5061.0,2590.0
1101500,Rondônia,Seringueiras,0.0,1641.0,2417.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,457.0,0.0,0.0,190.0,628.0,0.0,3597.0,1831.0
1101559,Rondônia,Teixeirópolis,0.0,442.0,1074.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,99.0,0.0,1577.0,442.0
1101609,Rondônia,Theobroma,0.0,1711.0,1019.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,400.0,0.0,0.0,69.0,70.0,0.0,1601.0,1780.0
1101708,Rondônia,Urupá,0.0,1500.0,2532.0,0.0,0.0,0.0,332.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,436.0,0.0,3884.0,1500.0
1101757,Rondônia,Vale do Anari,11.0,1013.0,1739.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,347.0,0.0,0.0,0.0,389.0,0.0,2605.0,1013.0
1101807,Rondônia,Vale do Paraíso,0.0,472.0,2014.0,114.0,0.0,15.0,210.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,248.0,0.0,2813.0,601.0
1200013,Acre,Acrelândia,0.0,1670.0,3140.0,0.0,0.0,124.0,514.0,0.0,0.0,92.0,415.0,0.0,0.0,80.0,389.0,0.0,4458.0,1966.0
1200054,Acre,Assis Brasil,0.0,1154.0,1955.0,0.0,0.0,0.0,279.0,0.0,0.0,40.0,236.0,0.0,0.0,8.0,429.0,0.0,2899.0,1202.0
1200104,Acre,Brasiléia,0.0,2092.0,5007.0,0.0,0.0,67.0,676.0,0.0,0.0,129.0,976.0,0.0,0.0,293.0,302.0,0.0,6961.0,2581.0
1200138,Acre,Bujari,0.0,1364.0,1843.0,0.0,0.0,56.0,319.0,0.0,0.0,91.0,286.0,0.0,0.0,114.0,82.0,0.0,2530.0,1625.0
1200179,Acre,Capixaba,0.0,1127.0,2016.0,0.0,0.0,70.0,225.0,0.0,0.0,37.0,213.0,0.0,0.0,56.0,300.0,0.0,2754.0,1290.0
1200203,Acre,Cruzeiro do Sul,1111.0,8510.0,22006.0,0.0,295.0,765.0,2798.0,0.0,139.0,646.0,3871.0,0.0,81.0,763.0,2379.0,0.0,32680.0,10684.0
1200252,Acre,Epitaciolândia,0.0,862.0,3546.0,0.0,0.0,0.0,446.0,0.0,0.0,16.0,655.0,0.0,0.0,0.0,289.0,0.0,4936.0,878.0
1200302,Acre,Feijó,0.0,5556.0,6131.0,0.0,0.0,510.0,770.0,0.0,0.0,0.0,1023.0,0.0,0.0,1099.0,468.0,0.0,8392.0,7165.0
1200328,Acre,Jordão,0.0,1935.0,1300.0,0.0,0.0,27.0,288.0,0.0,0.0,0.0,195.0,0.0,0.0,9.0,86.0,0.0,1869.0,1971.0
1200336,Acre,Mâncio Lima,0.0,2057.0,3860.0,0.0,0.0,226.0,557.0,0.0,0.0,94.0,558.0,0.0,0.0,340.0,372.0,0.0,5347.0,2717.0
1200344,Acre,Manoel Urbano,0.0,921.0,1758.0,0.0,0.0,34.0,215.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,166.0,0.0,2355.0,955.0
1200351,Acre,Marechal Thaumaturgo,0.0,4387.0,2526.0,0.0,0.0,499.0,308.0,0.0,0.0,214.0,332.0,0.0,0.0,147.0,259.0,0.0,3425.0,5247.0
1200385,Acre,Plácido de Castro,0.0,3232.0,2975.0,0.0,0.0,396.0,296.0,0.0,0.0,357.0,545.0,0.0,0.0,341.0,322.0,0.0,4138.0,4326.0
1200393,Acre,Porto Walter,0.0,1778.0,1902.0,0.0,0.0,122.0,183.0,0.0,0.0,0.0,378.0,0.0,0.0,265.0,160.0,0.0,2623.0,2165.0
1200401,Acre,Rio Branco,10274.0,8644.0,89350.0,0.0,1346.0,471.0,9311.0,0.0,1938.0,667.0,14820.0,0.0,731.0,840.0,11826.0,0.0,139596.0,10622.0
