CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,50.0,889.0,5105.0,0.0,0.0,33.0,538.0,0.0,0.0,7.0,881.0,0.0,50.0,0.0,427.0,0.0,7051.0,929.0
1100023,Rondônia,Ariquemes,3508.0,3161.0,19788.0,0.0,1243.0,226.0,1827.0,0.0,174.0,537.0,3190.0,0.0,153.0,111.0,2396.0,0.0,32279.0,4035.0
1100031,Rondônia,Cabixi,0.0,109.0,1281.0,0.0,0.0,0.0,183.0,0.0,0.0,17.0,168.0,0.0,0.0,0.0,69.0,0.0,1701.0,126.0
1100049,Rondônia,Cacoal,4742.0,2345.0,15481.0,206.0,562.0,136.0,1917.0,0.0,602.0,95.0,2957.0,95.0,217.0,0.0,2046.0,0.0,28524.0,2877.0
1100056,Rondônia,Cerejeiras,169.0,183.0,3815.0,0.0,36.0,38.0,598.0,0.0,8.0,0.0,483.0,0.0,45.0,0.0,481.0,0.0,5635.0,221.0
1100064,Rondônia,Colorado do Oeste,157.0,1119.0,3189.0,0.0,43.0,11.0,425.0,0.0,0.0,459.0,495.0,0.0,37.0,0.0,386.0,0.0,4732.0,1589.0
1100072,Rondônia,Corumbiara,0.0,868.0,1051.0,0.0,0.0,0.0,157.0,0.0,0.0,80.0,167.0,0.0,0.0,0.0,158.0,0.0,1533.0,948.0
1100080,Rondônia,Costa Marques,0.0,1409.0,2679.0,0.0,0.0,119.0,345.0,0.0,0.0,109.0,361.0,0.0,0.0,81.0,314.0,0.0,3699.0,1718.0
1100098,Rondônia,Espigão D'Oeste,411.0,1591.0,5442.0,0.0,67.0,76.0,661.0,0.0,65.0,20.0,1098.0,0.0,79.0,0.0,443.0,0.0,8266.0,1687.0
1100106,Rondônia,Guajará-Mirim,1063.0,2217.0,10728.0,0.0,209.0,67.0,1201.0,0.0,118.0,0.0,1549.0,0.0,0.0,9.0,1628.0,0.0,16496.0,2293.0
1100114,Rondônia,Jaru,959.0,2538.0,9963.0,110.0,327.0,184.0,1205.0,0.0,49.0,419.0,1586.0,110.0,110.0,0.0,1216.0,0.0,15415.0,3361.0
1100122,Rondônia,Ji-Paraná,4040.0,2682.0,26034.0,179.0,1147.0,36.0,2111.0,0.0,195.0,173.0,4430.0,179.0,47.0,12.0,3844.0,0.0,41848.0,3261.0
