CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,0.0,749.0,4625.0,0.0,0.0,40.0,606.0,0.0,0.0,58.0,749.0,0.0,0.0,0.0,251.0,0.0,6231.0,847.0
1100023,Rondônia,Ariquemes,3482.0,2904.0,18190.0,0.0,1129.0,253.0,2019.0,0.0,134.0,834.0,2958.0,0.0,60.0,12.0,1956.0,0.0,29928.0,4003.0
1100031,Rondônia,Cabixi,0.0,142.0,1220.0,0.0,0.0,0.0,221.0,0.0,0.0,22.0,169.0,0.0,0.0,0.0,70.0,0.0,1680.0,164.0
1100049,Rondônia,Cacoal,4160.0,2080.0,14114.0,224.0,585.0,203.0,1850.0,0.0,594.0,70.0,2996.0,107.0,205.0,0.0,1166.0,0.0,25670.0,2684.0
1100056,Rondônia,Cerejeiras,82.0,0.0,3662.0,0.0,11.0,0.0,649.0,0.0,0.0,0.0,486.0,0.0,0.0,0.0,240.0,0.0,5130.0,0.0
1100064,Rondônia,Colorado do Oeste,106.0,1005.0,2898.0,0.0,24.0,55.0,439.0,0.0,0.0,542.0,472.0,0.0,0.0,0.0,215.0,0.0,4154.0,1602.0
1100072,Rondônia,Corumbiara,0.0,703.0,902.0,0.0,0.0,68.0,168.0,0.0,0.0,94.0,155.0,0.0,0.0,0.0,63.0,0.0,1288.0,865.0
1100080,Rondônia,Costa Marques,34.0,1235.0,2224.0,0.0,0.0,143.0,291.0,0.0,0.0,133.0,397.0,0.0,34.0,23.0,214.0,0.0,3194.0,1534.0
1100098,Rondônia,Espigão D'Oeste,328.0,864.0,5578.0,0.0,61.0,49.0,662.0,0.0,38.0,31.0,1022.0,0.0,0.0,0.0,316.0,0.0,8005.0,944.0
1100106,Rondônia,Guajará-Mirim,889.0,1544.0,9494.0,0.0,235.0,0.0,1046.0,0.0,26.0,62.0,1765.0,0.0,0.0,0.0,828.0,0.0,14283.0,1606.0
1100114,Rondônia,Jaru,1038.0,519.0,10933.0,79.0,326.0,50.0,1511.0,0.0,34.0,0.0,2126.0,79.0,98.0,0.0,721.0,0.0,16787.0,727.0
1100122,Rondônia,Ji-Paraná,3623.0,1827.0,24631.0,196.0,1178.0,142.0,2349.0,0.0,210.0,66.0,4727.0,196.0,86.0,0.0,1826.0,0.0,38630.0,2427.0
1100130,Rondônia,Machadinho D'Oeste,244.0,1139.0,7410.0,0.0,38.0,212.0,760.0,0.0,9.0,0.0,1104.0,0.0,23.0,0.0,1128.0,0.0,10716.0,1351.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,722.0,2783.0,0.0,0.0,71.0,386.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,243.0,0.0,4038.0,793.0
1100155,Rondônia,Ouro Preto do Oeste,371.0,425.0,7519.0,0.0,39.0,89.0,1210.0,0.0,18.0,0.0,1119.0,0.0,61.0,0.0,511.0,0.0,10848.0,514.0
1100189,Rondônia,Pimenta Bueno,416.0,882.0,7944.0,0.0,20.0,121.0,1305.0,0.0,31.0,258.0,1213.0,0.0,21.0,0.0,857.0,0.0,11807.0,1261.0
1100205,Rondônia,Porto Velho,20456.0,9649.0,96282.0,1391.0,4019.0,1001.0,11750.0,10.0,1700.0,479.0,15653.0,0.0,1.0,573.0,12217.0,0.0,162078.0,13103.0
1100254,Rondônia,Presidente Médici,42.0,334.0,4151.0,0.0,0.0,27.0,612.0,0.0,0.0,27.0,673.0,0.0,42.0,0.0,352.0,0.0,5872.0,388.0
1100262,Rondônia,Rio Crespo,0.0,0.0,883.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,13.0,0.0,1148.0,0.0
1100288,Rondônia,Rolim de Moura,618.0,848.0,10588.0,0.0,59.0,97.0,1269.0,0.0,72.0,0.0,1967.0,0.0,0.0,0.0,613.0,0.0,15186.0,945.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,1565.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,137.0,0.0,2167.0,0.0
1100304,Rondônia,Vilhena,2315.0,529.0,20693.0,0.0,375.0,68.0,2639.0,0.0,252.0,14.0,3282.0,0.0,92.0,0.0,2195.0,0.0,31843.0,611.0
1100320,Rondônia,São Miguel do Guaporé,198.0,1095.0,3840.0,0.0,61.0,144.0,561.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,292.0,0.0,5774.0,1239.0
1100338,Rondônia,Nova Mamoré,228.0,1542.0,4929.0,0.0,36.0,185.0,468.0,0.0,0.0,0.0,950.0,0.0,25.0,0.0,364.0,0.0,7000.0,1727.0
1100346,Rondônia,Alvorada D'Oeste,0.0,289.0,2848.0,0.0,0.0,33.0,400.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,221.0,0.0,3942.0,322.0
