CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,26.0,1930.0,2517.0,0.0,0.0,0.0,1048.0,0.0,4473.0,1048.0
1100023,Rondônia,Ariquemes,1433.0,2707.0,12903.0,0.0,261.0,375.0,3392.0,0.0,17043.0,4028.0
1100031,Rondônia,Cabixi,0.0,133.0,841.0,0.0,0.0,37.0,228.0,0.0,974.0,265.0
1100049,Rondônia,Cacoal,1789.0,2787.0,8736.0,76.0,511.0,0.0,3828.0,172.0,13388.0,4511.0
1100056,Rondônia,Cerejeiras,77.0,429.0,2259.0,0.0,32.0,0.0,740.0,0.0,2765.0,772.0
1100064,Rondônia,Colorado do Oeste,17.0,707.0,2091.0,0.0,0.0,361.0,771.0,0.0,2815.0,1132.0
1100072,Rondônia,Corumbiara,0.0,881.0,658.0,0.0,0.0,190.0,264.0,0.0,1539.0,454.0
1100080,Rondônia,Costa Marques,28.0,1332.0,1665.0,0.0,0.0,182.0,378.0,0.0,3025.0,560.0
1100098,Rondônia,Espigão D'Oeste,171.0,1721.0,3296.0,0.0,73.0,0.0,1257.0,0.0,5188.0,1330.0
1100106,Rondônia,Guajará-Mirim,653.0,1400.0,6421.0,0.0,111.0,0.0,1515.0,0.0,8474.0,1626.0
1100114,Rondônia,Jaru,324.0,2444.0,6451.0,0.0,68.0,475.0,1810.0,0.0,9219.0,2353.0
1100122,Rondônia,Ji-Paraná,1536.0,2419.0,15805.0,0.0,192.0,211.0,4473.0,203.0,19760.0,5079.0
1100130,Rondônia,Machadinho D'Oeste,56.0,3085.0,3183.0,0.0,0.0,169.0,928.0,0.0,6324.0,1097.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,1180.0,2033.0,0.0,0.0,0.0,1011.0,0.0,3213.0,1011.0
1100155,Rondônia,Ouro Preto do Oeste,377.0,1093.0,5074.0,0.0,64.0,0.0,1285.0,0.0,6544.0,1349.0
1100189,Rondônia,Pimenta Bueno,261.0,657.0,4842.0,0.0,68.0,0.0,1374.0,0.0,5760.0,1442.0
1100205,Rondônia,Porto Velho,10146.0,13656.0,58533.0,148.0,2614.0,810.0,11963.0,34.0,82483.0,15421.0
1100254,Rondônia,Presidente Médici,77.0,1298.0,2425.0,0.0,0.0,127.0,794.0,0.0,3800.0,921.0
1100262,Rondônia,Rio Crespo,0.0,0.0,685.0,0.0,0.0,0.0,120.0,0.0,685.0,120.0
1100288,Rondônia,Rolim de Moura,310.0,1059.0,7650.0,0.0,100.0,0.0,2374.0,0.0,9019.0,2474.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,155.0,1117.0,0.0,0.0,0.0,353.0,0.0,1272.0,353.0
1100304,Rondônia,Vilhena,1131.0,586.0,10933.0,0.0,291.0,0.0,2917.0,0.0,12650.0,3208.0
1100320,Rondônia,São Miguel do Guaporé,90.0,1936.0,2070.0,0.0,0.0,0.0,1096.0,0.0,4096.0,1096.0
1100338,Rondônia,Nova Mamoré,119.0,2862.0,1998.0,0.0,0.0,241.0,449.0,0.0,4979.0,690.0
1100346,Rondônia,Alvorada D'Oeste,0.0,805.0,2145.0,0.0,0.0,0.0,869.0,0.0,2950.0,869.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,1256.0,1148.0,0.0,0.0,0.0,544.0,0.0,2404.0,544.0
1100403,Rondônia,Alto Paraíso,0.0,1496.0,1755.0,0.0,0.0,0.0,646.0,0.0,3251.0,646.0
1100452,Rondônia,Buritis,13.0,2048.0,5076.0,0.0,0.0,0.0,1268.0,0.0,7137.0,1268.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,113.0,1511.0,0.0,0.0,0.0,483.0,123.0,1624.0,606.0
1100601,Rondônia,Cacaulândia,0.0,330.0,734.0,0.0,0.0,0.0,221.0,0.0,1064.0,221.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1522.0,939.0,0.0,0.0,150.0,177.0,0.0,2461.0,327.0
1100809,Rondônia,Candeias do Jamari,0.0,819.0,3160.0,0.0,0.0,0.0,487.0,0.0,3979.0,487.0
1100908,Rondônia,Castanheiras,0.0,536.0,176.0,0.0,0.0,0.0,164.0,0.0,712.0,164.0
1100924,Rondônia,Chupinguaia,0.0,839.0,924.0,0.0,0.0,83.0,354.0,0.0,1763.0,437.0
1100940,Rondônia,Cujubim,0.0,917.0,2353.0,0.0,0.0,0.0,470.0,0.0,3270.0,470.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,1343.0,658.0,0.0,0.0,267.0,216.0,0.0,2001.0,483.0
1101104,Rondônia,Itapuã do Oeste,0.0,147.0,1670.0,0.0,0.0,0.0,232.0,0.0,1817.0,232.0
1101203,Rondônia,Ministro Andreazza,0.0,636.0,1070.0,0.0,0.0,0.0,282.0,0.0,1706.0,282.0
1101302,Rondônia,Mirante da Serra,41.0,558.0,1620.0,90.0,0.0,0.0,609.0,119.0,2309.0,728.0
1101401,Rondônia,Monte Negro,42.0,1291.0,1684.0,0.0,0.0,0.0,639.0,0.0,3017.0,639.0
1101435,Rondônia,Nova União,0.0,724.0,763.0,0.0,0.0,0.0,432.0,0.0,1487.0,432.0
1101450,Rondônia,Parecis,4.0,97.0,700.0,0.0,0.0,0.0,190.0,0.0,801.0,190.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,425.0,0.0,0.0,0.0,99.0,0.0,425.0,99.0
1101476,Rondônia,Primavera de Rondônia,0.0,282.0,470.0,0.0,0.0,61.0,110.0,0.0,752.0,171.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1020.0,0.0,0.0,0.0,259.0,0.0,1020.0,259.0
1101492,Rondônia,São Francisco do Guaporé,0.0,1264.0,1883.0,0.0,0.0,0.0,593.0,91.0,3147.0,684.0
1101500,Rondônia,Seringueiras,0.0,1217.0,1246.0,0.0,0.0,0.0,562.0,0.0,2463.0,562.0
1101559,Rondônia,Teixeirópolis,0.0,374.0,531.0,0.0,0.0,0.0,281.0,0.0,905.0,281.0
1101609,Rondônia,Theobroma,0.0,1625.0,361.0,0.0,0.0,0.0,463.0,0.0,1986.0,463.0
1101708,Rondônia,Urupá,0.0,1254.0,1097.0,0.0,0.0,0.0,624.0,0.0,2351.0,624.0
1101757,Rondônia,Vale do Anari,23.0,964.0,855.0,0.0,0.0,0.0,498.0,0.0,1842.0,498.0
1101807,Rondônia,Vale do Paraíso,0.0,388.0,1057.0,113.0,0.0,0.0,418.0,0.0,1558.0,418.0
1200013,Acre,Acrelândia,0.0,1329.0,1604.0,0.0,0.0,177.0,395.0,0.0,2933.0,572.0
1200054,Acre,Assis Brasil,0.0,1143.0,1000.0,0.0,0.0,73.0,239.0,0.0,2143.0,312.0
1200104,Acre,Brasiléia,0.0,1459.0,3150.0,0.0,0.0,184.0,1120.0,0.0,4609.0,1304.0
1200138,Acre,Bujari,0.0,1098.0,1060.0,0.0,0.0,40.0,317.0,0.0,2158.0,357.0
1200179,Acre,Capixaba,0.0,940.0,1426.0,0.0,0.0,64.0,305.0,0.0,2366.0,369.0
1200203,Acre,Cruzeiro do Sul,570.0,6476.0,12713.0,0.0,162.0,941.0,3915.0,0.0,19759.0,5018.0
1200252,Acre,Epitaciolândia,0.0,873.0,2013.0,0.0,0.0,71.0,734.0,0.0,2886.0,805.0
1200302,Acre,Feijó,0.0,4196.0,3852.0,0.0,0.0,56.0,1054.0,0.0,8048.0,1110.0
1200328,Acre,Jordão,0.0,2180.0,692.0,0.0,0.0,0.0,230.0,0.0,2872.0,230.0
1200336,Acre,Mâncio Lima,0.0,1451.0,2360.0,0.0,0.0,273.0,603.0,0.0,3811.0,876.0
1200344,Acre,Manoel Urbano,0.0,799.0,1306.0,0.0,0.0,0.0,215.0,0.0,2105.0,215.0
1200351,Acre,Marechal Thaumaturgo,0.0,3619.0,1397.0,0.0,0.0,318.0,510.0,0.0,5016.0,828.0
1200385,Acre,Plácido de Castro,0.0,2038.0,1757.0,0.0,0.0,355.0,529.0,0.0,3795.0,884.0
1200393,Acre,Porto Walter,0.0,1471.0,1238.0,0.0,0.0,0.0,388.0,0.0,2709.0,388.0
1200401,Acre,Rio Branco,6324.0,6510.0,51102.0,0.0,1940.0,580.0,16351.0,0.0,63936.0,18871.0
1200427,Acre,Rodrigues Alves,0.0,2538.0,1249.0,0.0,0.0,304.0,371.0,0.0,3787.0,675.0
1200435,Acre,Santa Rosa do Purus,0.0,1533.0,453.0,0.0,0.0,0.0,201.0,0.0,1986.0,201.0
1200450,Acre,Senador Guiomard,100.0,1777.0,2916.0,0.0,0.0,140.0,717.0,0.0,4793.0,857.0
1200500,Acre,Sena Madureira,0.0,3685.0,4876.0,0.0,0.0,162.0,1542.0,0.0,8561.0,1704.0
1200609,Acre,Tarauacá,0.0,5433.0,4993.0,0.0,0.0,272.0,1254.0,0.0,10426.0,1526.0
1200708,Acre,Xapuri,0.0,1598.0,1917.0,0.0,0.0,218.0,501.0,0.0,3515.0,719.0
1200807,Acre,Porto Acre,0.0,3516.0,598.0,0.0,0.0,608.0,73.0,0.0,4114.0,681.0
1300029,Amazonas,Alvarães,0.0,1694.0,2368.0,0.0,0.0,51.0,529.0,0.0,4062.0,580.0
1300060,Amazonas,Amaturá,0.0,1429.0,1155.0,0.0,0.0,39.0,269.0,0.0,2584.0,308.0
1300086,Amazonas,Anamã,0.0,1169.0,1197.0,0.0,0.0,197.0,400.0,0.0,2366.0,597.0
1300102,Amazonas,Anori,0.0,835.0,2070.0,0.0,0.0,89.0,477.0,0.0,2905.0,566.0
1300144,Amazonas,Apuí,16.0,1585.0,1120.0,0.0,0.0,157.0,458.0,0.0,2721.0,615.0
1300201,Amazonas,Atalaia do Norte,0.0,2316.0,1557.0,0.0,0.0,20.0,383.0,0.0,3873.0,403.0
1300300,Amazonas,Autazes,0.0,5147.0,3240.0,0.0,0.0,501.0,1017.0,0.0,8387.0,1518.0
1300409,Amazonas,Barcelos,0.0,1328.0,2589.0,0.0,0.0,34.0,521.0,0.0,3917.0,555.0
1300508,Amazonas,Barreirinha,0.0,5639.0,2590.0,0.0,0.0,902.0,914.0,0.0,8229.0,1816.0
