CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,0.0,640.0,2872.0,0.0,0.0,49.0,840.0,0.0,3512.0,889.0
1100023,Rondônia,Ariquemes,1520.0,1671.0,10986.0,0.0,143.0,908.0,3281.0,0.0,14177.0,4332.0
1100031,Rondônia,Cabixi,0.0,125.0,727.0,0.0,0.0,23.0,176.0,0.0,852.0,199.0
1100049,Rondônia,Cacoal,2121.0,1725.0,7788.0,6.0,600.0,71.0,3255.0,107.0,11640.0,4033.0
1100056,Rondônia,Cerejeiras,111.0,0.0,2173.0,0.0,0.0,0.0,545.0,24.0,2284.0,569.0
1100064,Rondônia,Colorado do Oeste,80.0,391.0,1681.0,0.0,0.0,554.0,464.0,0.0,2152.0,1018.0
1100072,Rondônia,Corumbiara,0.0,519.0,509.0,0.0,0.0,98.0,148.0,0.0,1028.0,246.0
1100080,Rondônia,Costa Marques,0.0,957.0,1286.0,0.0,0.0,157.0,420.0,0.0,2243.0,577.0
1100098,Rondônia,Espigão D'Oeste,197.0,795.0,3367.0,0.0,44.0,31.0,1152.0,0.0,4359.0,1227.0
1100106,Rondônia,Guajará-Mirim,487.0,1573.0,5655.0,0.0,18.0,65.0,1936.0,0.0,7715.0,2019.0
1100114,Rondônia,Jaru,358.0,436.0,6314.0,0.0,25.0,0.0,2289.0,58.0,7108.0,2372.0
1100122,Rondônia,Ji-Paraná,1474.0,1523.0,15257.0,0.0,195.0,64.0,5161.0,172.0,18254.0,5592.0
1100130,Rondônia,Machadinho D'Oeste,184.0,1233.0,3961.0,0.0,22.0,180.0,1121.0,0.0,5378.0,1323.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,619.0,1427.0,0.0,0.0,0.0,638.0,0.0,2046.0,638.0
1100155,Rondônia,Ouro Preto do Oeste,216.0,281.0,4512.0,0.0,23.0,0.0,1241.0,0.0,5009.0,1264.0
1100189,Rondônia,Pimenta Bueno,162.0,448.0,4392.0,0.0,27.0,220.0,1323.0,0.0,5002.0,1570.0
1100205,Rondônia,Porto Velho,12039.0,6963.0,55227.0,1399.0,1893.0,601.0,17637.0,0.0,75628.0,20131.0
1100254,Rondônia,Presidente Médici,0.0,279.0,2367.0,0.0,0.0,31.0,707.0,0.0,2646.0,738.0
1100262,Rondônia,Rio Crespo,0.0,0.0,580.0,0.0,0.0,0.0,171.0,0.0,580.0,171.0
1100288,Rondônia,Rolim de Moura,330.0,731.0,6515.0,0.0,72.0,0.0,2038.0,0.0,7576.0,2110.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,926.0,0.0,0.0,0.0,258.0,0.0,926.0,258.0
1100304,Rondônia,Vilhena,1177.0,427.0,12368.0,0.0,291.0,10.0,3640.0,0.0,13972.0,3941.0
1100320,Rondônia,São Miguel do Guaporé,125.0,897.0,2075.0,0.0,0.0,0.0,877.0,0.0,3097.0,877.0
1100338,Rondônia,Nova Mamoré,147.0,1385.0,3107.0,0.0,0.0,0.0,1086.0,0.0,4639.0,1086.0
1100346,Rondônia,Alvorada D'Oeste,0.0,240.0,1686.0,0.0,0.0,0.0,529.0,0.0,1926.0,529.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,913.0,931.0,0.0,0.0,0.0,439.0,0.0,1844.0,439.0
1100403,Rondônia,Alto Paraíso,326.0,804.0,1064.0,0.0,0.0,0.0,505.0,0.0,2194.0,505.0
1100452,Rondônia,Buritis,126.0,525.0,4039.0,0.0,0.0,0.0,1507.0,0.0,4690.0,1507.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,0.0,1054.0,0.0,0.0,0.0,319.0,170.0,1054.0,489.0
1100601,Rondônia,Cacaulândia,0.0,158.0,536.0,0.0,0.0,0.0,174.0,0.0,694.0,174.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,883.0,769.0,0.0,0.0,128.0,228.0,0.0,1652.0,356.0
1100809,Rondônia,Candeias do Jamari,23.0,971.0,2878.0,0.0,0.0,5.0,779.0,0.0,3872.0,784.0
1100908,Rondônia,Castanheiras,0.0,420.0,53.0,0.0,0.0,0.0,138.0,0.0,473.0,138.0
1100924,Rondônia,Chupinguaia,0.0,611.0,1189.0,0.0,0.0,57.0,472.0,0.0,1800.0,529.0
1100940,Rondônia,Cujubim,77.0,673.0,1916.0,0.0,0.0,0.0,640.0,0.0,2666.0,640.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,522.0,696.0,0.0,0.0,0.0,358.0,0.0,1218.0,358.0
1101104,Rondônia,Itapuã do Oeste,0.0,63.0,1507.0,0.0,0.0,0.0,303.0,0.0,1570.0,303.0
1101203,Rondônia,Ministro Andreazza,0.0,202.0,749.0,0.0,0.0,0.0,301.0,0.0,951.0,301.0
1101302,Rondônia,Mirante da Serra,0.0,268.0,1129.0,159.0,0.0,0.0,470.0,139.0,1556.0,609.0
1101401,Rondônia,Monte Negro,0.0,651.0,1341.0,0.0,0.0,0.0,520.0,0.0,1992.0,520.0
1101435,Rondônia,Nova União,0.0,340.0,592.0,0.0,0.0,0.0,238.0,0.0,932.0,238.0
1101450,Rondônia,Parecis,0.0,63.0,510.0,0.0,0.0,6.0,139.0,0.0,573.0,145.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,398.0,0.0,0.0,0.0,106.0,0.0,398.0,106.0
1101476,Rondônia,Primavera de Rondônia,0.0,161.0,381.0,0.0,0.0,51.0,92.0,0.0,542.0,143.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,726.0,0.0,0.0,0.0,285.0,0.0,726.0,285.0
1101492,Rondônia,São Francisco do Guaporé,0.0,840.0,1670.0,0.0,0.0,0.0,712.0,85.0,2510.0,797.0
