CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,56.0,2534.0,2753.0,0.0,0.0,0.0,1161.0,0.0,5343.0,1161.0
1100023,Rondônia,Ariquemes,1182.0,2673.0,13609.0,0.0,240.0,0.0,3454.0,0.0,17464.0,3694.0
1100031,Rondônia,Cabixi,0.0,51.0,1154.0,0.0,0.0,0.0,265.0,0.0,1205.0,265.0
1100049,Rondônia,Cacoal,1766.0,3348.0,9244.0,57.0,644.0,0.0,3731.0,162.0,14415.0,4537.0
1100056,Rondônia,Cerejeiras,69.0,581.0,2509.0,0.0,16.0,0.0,687.0,0.0,3159.0,703.0
1100064,Rondônia,Colorado do Oeste,62.0,983.0,2438.0,0.0,0.0,353.0,766.0,0.0,3483.0,1119.0
1100072,Rondônia,Corumbiara,0.0,843.0,1037.0,0.0,0.0,0.0,340.0,0.0,1880.0,340.0
1100080,Rondônia,Costa Marques,12.0,1503.0,1825.0,0.0,0.0,0.0,487.0,0.0,3340.0,487.0
1100098,Rondônia,Espigão D'Oeste,240.0,1892.0,3443.0,0.0,86.0,0.0,1049.0,0.0,5575.0,1135.0
1100106,Rondônia,Guajará-Mirim,535.0,1458.0,6595.0,0.0,73.0,0.0,1667.0,0.0,8588.0,1740.0
1100114,Rondônia,Jaru,381.0,2677.0,7611.0,0.0,66.0,92.0,2212.0,0.0,10669.0,2370.0
1100122,Rondônia,Ji-Paraná,1763.0,2962.0,16651.0,0.0,455.0,230.0,4038.0,135.0,21376.0,4858.0
1100130,Rondônia,Machadinho D'Oeste,125.0,3606.0,3528.0,0.0,0.0,167.0,669.0,0.0,7259.0,836.0
1100148,Rondônia,Nova Brasilândia D'Oeste,11.0,1772.0,2047.0,0.0,0.0,388.0,751.0,0.0,3830.0,1139.0
1100155,Rondônia,Ouro Preto do Oeste,376.0,1488.0,5329.0,214.0,67.0,0.0,1163.0,0.0,7407.0,1230.0
1100189,Rondônia,Pimenta Bueno,332.0,703.0,4925.0,0.0,134.0,0.0,1459.0,0.0,5960.0,1593.0
1100205,Rondônia,Porto Velho,9222.0,11785.0,57128.0,0.0,2258.0,472.0,9511.0,0.0,78135.0,12241.0
1100254,Rondônia,Presidente Médici,40.0,1589.0,2624.0,0.0,0.0,138.0,658.0,0.0,4253.0,796.0
1100262,Rondônia,Rio Crespo,0.0,29.0,698.0,0.0,0.0,0.0,203.0,0.0,727.0,203.0
1100288,Rondônia,Rolim de Moura,323.0,1449.0,7878.0,0.0,46.0,0.0,2482.0,0.0,9650.0,2528.0
1100296,Rondônia,Santa Luzia D'Oeste,8.0,273.0,1362.0,0.0,0.0,0.0,396.0,0.0,1643.0,396.0
1100304,Rondônia,Vilhena,1160.0,542.0,10862.0,0.0,283.0,0.0,2457.0,0.0,12564.0,2740.0
1100320,Rondônia,São Miguel do Guaporé,91.0,2242.0,1919.0,0.0,0.0,0.0,893.0,0.0,4252.0,893.0
