CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,32.0,1795.0,2385.0,0.0,0.0,0.0,1099.0,0.0,4212.0,1099.0
1100023,Rondônia,Ariquemes,1306.0,2679.0,12748.0,0.0,245.0,498.0,3453.0,0.0,16733.0,4196.0
1100031,Rondônia,Cabixi,0.0,120.0,830.0,0.0,0.0,38.0,230.0,0.0,950.0,268.0
1100049,Rondônia,Cacoal,1796.0,2606.0,8332.0,64.0,586.0,0.0,3413.0,162.0,12798.0,4161.0
1100056,Rondônia,Cerejeiras,69.0,301.0,2222.0,0.0,23.0,0.0,729.0,0.0,2592.0,752.0
1100064,Rondônia,Colorado do Oeste,23.0,647.0,1988.0,0.0,0.0,415.0,733.0,0.0,2658.0,1148.0
1100072,Rondônia,Corumbiara,0.0,888.0,550.0,0.0,0.0,155.0,237.0,0.0,1438.0,392.0
1100080,Rondônia,Costa Marques,18.0,1349.0,1683.0,0.0,0.0,192.0,380.0,0.0,3050.0,572.0
1100098,Rondônia,Espigão D'Oeste,170.0,1566.0,3235.0,0.0,59.0,0.0,1252.0,0.0,4971.0,1311.0
1100106,Rondônia,Guajará-Mirim,646.0,1777.0,6386.0,0.0,108.0,0.0,1530.0,0.0,8809.0,1638.0
1100114,Rondônia,Jaru,364.0,2309.0,6322.0,0.0,52.0,502.0,1819.0,0.0,8995.0,2373.0
1100122,Rondônia,Ji-Paraná,1635.0,2352.0,15499.0,0.0,156.0,210.0,4631.0,191.0,19486.0,5188.0
1100130,Rondônia,Machadinho D'Oeste,40.0,2886.0,3256.0,0.0,0.0,156.0,922.0,0.0,6182.0,1078.0
1100148,Rondônia,Nova Brasilândia D'Oeste,10.0,1080.0,2033.0,0.0,0.0,0.0,1014.0,0.0,3123.0,1014.0
1100155,Rondônia,Ouro Preto do Oeste,368.0,1016.0,4862.0,0.0,59.0,0.0,1342.0,0.0,6246.0,1401.0
1100189,Rondônia,Pimenta Bueno,267.0,708.0,4731.0,0.0,63.0,0.0,1405.0,0.0,5706.0,1468.0
1100205,Rondônia,Porto Velho,10053.0,14227.0,58765.0,195.0,2523.0,833.0,12651.0,68.0,83240.0,16075.0
1100254,Rondônia,Presidente Médici,50.0,1138.0,2296.0,0.0,0.0,128.0,758.0,0.0,3484.0,886.0
1100262,Rondônia,Rio Crespo,0.0,0.0,657.0,0.0,0.0,0.0,112.0,0.0,657.0,112.0
1100288,Rondônia,Rolim de Moura,318.0,988.0,7430.0,0.0,106.0,0.0,2319.0,0.0,8736.0,2425.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,134.0,1113.0,0.0,0.0,0.0,354.0,0.0,1247.0,354.0
1100304,Rondônia,Vilhena,1199.0,543.0,11193.0,0.0,306.0,0.0,3046.0,0.0,12935.0,3352.0
1100320,Rondônia,São Miguel do Guaporé,104.0,1815.0,2091.0,0.0,0.0,0.0,1004.0,0.0,4010.0,1004.0
1100338,Rondônia,Nova Mamoré,115.0,2842.0,2066.0,0.0,0.0,221.0,435.0,0.0,5023.0,656.0
1100346,Rondônia,Alvorada D'Oeste,22.0,771.0,2049.0,0.0,0.0,0.0,764.0,0.0,2842.0,764.0
1100379,Rondônia,Alto Alegre dos Parecis,13.0,1246.0,1060.0,0.0,0.0,0.0,557.0,0.0,2319.0,557.0
1100403,Rondônia,Alto Paraíso,0.0,1412.0,1774.0,0.0,0.0,0.0,678.0,0.0,3186.0,678.0
1100452,Rondônia,Buritis,31.0,2013.0,4885.0,0.0,0.0,0.0,1352.0,0.0,6929.0,1352.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,92.0,1441.0,0.0,0.0,0.0,502.0,123.0,1533.0,625.0
1100601,Rondônia,Cacaulândia,0.0,312.0,714.0,0.0,0.0,0.0,208.0,0.0,1026.0,208.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1514.0,939.0,0.0,0.0,166.0,185.0,0.0,2453.0,351.0
1100809,Rondônia,Candeias do Jamari,0.0,771.0,3349.0,0.0,0.0,0.0,548.0,0.0,4120.0,548.0
1100908,Rondônia,Castanheiras,0.0,516.0,153.0,0.0,0.0,0.0,145.0,0.0,669.0,145.0
1100924,Rondônia,Chupinguaia,0.0,842.0,945.0,0.0,0.0,78.0,357.0,0.0,1787.0,435.0
1100940,Rondônia,Cujubim,58.0,874.0,2327.0,0.0,0.0,0.0,448.0,0.0,3259.0,448.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,1279.0,650.0,0.0,0.0,240.0,232.0,0.0,1929.0,472.0
1101104,Rondônia,Itapuã do Oeste,0.0,126.0,1672.0,0.0,0.0,0.0,261.0,0.0,1798.0,261.0
1101203,Rondônia,Ministro Andreazza,0.0,538.0,1107.0,0.0,0.0,0.0,288.0,0.0,1645.0,288.0
1101302,Rondônia,Mirante da Serra,23.0,501.0,1567.0,117.0,0.0,0.0,621.0,130.0,2208.0,751.0
1101401,Rondônia,Monte Negro,42.0,1130.0,1710.0,0.0,0.0,0.0,610.0,0.0,2882.0,610.0
1101435,Rondônia,Nova União,0.0,687.0,673.0,0.0,0.0,0.0,372.0,0.0,1360.0,372.0
1101450,Rondônia,Parecis,3.0,76.0,663.0,0.0,0.0,0.0,180.0,0.0,742.0,180.0
