CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,39.0,863.0,4909.0,0.0,0.0,26.0,568.0,0.0,0.0,20.0,817.0,0.0,39.0,0.0,377.0,0.0,6749.0,909.0
1100023,Rondônia,Ariquemes,3443.0,3299.0,19451.0,0.0,1236.0,243.0,1991.0,0.0,166.0,731.0,3098.0,0.0,156.0,136.0,2303.0,0.0,31844.0,4409.0
1100031,Rondônia,Cabixi,11.0,107.0,1230.0,0.0,0.0,0.0,167.0,0.0,0.0,17.0,163.0,0.0,11.0,0.0,41.0,0.0,1623.0,124.0
1100049,Rondônia,Cacoal,4467.0,2292.0,14411.0,325.0,580.0,142.0,1723.0,0.0,552.0,79.0,2805.0,148.0,232.0,0.0,1423.0,0.0,26193.0,2986.0
1100056,Rondônia,Cerejeiras,167.0,137.0,3587.0,0.0,19.0,23.0,573.0,0.0,12.0,0.0,462.0,0.0,46.0,0.0,315.0,0.0,5181.0,160.0
1100064,Rondônia,Colorado do Oeste,162.0,1042.0,3064.0,0.0,44.0,31.0,439.0,0.0,0.0,483.0,474.0,0.0,29.0,0.0,223.0,0.0,4435.0,1556.0
1100072,Rondônia,Corumbiara,0.0,840.0,938.0,0.0,0.0,46.0,126.0,0.0,0.0,76.0,127.0,0.0,0.0,0.0,96.0,0.0,1287.0,962.0
1100080,Rondônia,Costa Marques,0.0,1467.0,2470.0,0.0,0.0,108.0,318.0,0.0,0.0,107.0,367.0,0.0,0.0,83.0,258.0,0.0,3413.0,1765.0
1100098,Rondônia,Espigão D'Oeste,389.0,1627.0,5299.0,0.0,69.0,81.0,612.0,0.0,56.0,41.0,1101.0,0.0,76.0,0.0,303.0,0.0,7905.0,1749.0
1100106,Rondônia,Guajará-Mirim,977.0,2120.0,10201.0,0.0,216.0,56.0,1150.0,0.0,161.0,43.0,1636.0,0.0,0.0,11.0,1249.0,0.0,15590.0,2230.0
1100114,Rondônia,Jaru,927.0,2409.0,9518.0,79.0,329.0,212.0,1230.0,0.0,50.0,383.0,1576.0,79.0,112.0,0.0,710.0,0.0,14452.0,3162.0
1100122,Rondônia,Ji-Paraná,3575.0,1952.0,25829.0,180.0,986.0,106.0,2223.0,0.0,197.0,25.0,4469.0,180.0,104.0,0.0,3036.0,0.0,40419.0,2443.0
1100130,Rondônia,Machadinho D'Oeste,276.0,2878.0,5890.0,0.0,68.0,244.0,579.0,0.0,16.0,155.0,804.0,0.0,23.0,37.0,1002.0,0.0,8658.0,3314.0
1100148,Rondônia,Nova Brasilândia D'Oeste,27.0,837.0,3179.0,0.0,0.0,104.0,328.0,0.0,0.0,0.0,666.0,0.0,27.0,0.0,313.0,0.0,4540.0,941.0
1100155,Rondônia,Ouro Preto do Oeste,530.0,724.0,8040.0,0.0,57.0,74.0,1390.0,0.0,18.0,0.0,1120.0,0.0,55.0,0.0,844.0,0.0,12054.0,798.0
1100189,Rondônia,Pimenta Bueno,566.0,837.0,8068.0,0.0,101.0,32.0,1219.0,0.0,36.0,272.0,1040.0,0.0,63.0,8.0,909.0,0.0,12002.0,1149.0
1100205,Rondônia,Porto Velho,17067.0,17831.0,97562.0,230.0,3216.0,785.0,11437.0,42.0,1687.0,1395.0,14098.0,13.0,87.0,1373.0,15312.0,0.0,160466.0,21669.0
1100254,Rondônia,Presidente Médici,68.0,935.0,4309.0,0.0,0.0,38.0,674.0,0.0,0.0,73.0,591.0,0.0,68.0,0.0,635.0,0.0,6345.0,1046.0
1100262,Rondônia,Rio Crespo,0.0,0.0,911.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,1153.0,0.0
