CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_BAS_Privada_Urbana,QT_MAT_BAS_Pública_Rural,QT_MAT_BAS_Pública_Urbana,QT_MAT_BAS_Privada_Rural,QT_MAT_INF_Privada_Urbana,QT_MAT_INF_Pública_Rural,QT_MAT_INF_Pública_Urbana,QT_MAT_INF_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,QT_MAT_EJA_Privada_Urbana,QT_MAT_EJA_Pública_Rural,QT_MAT_EJA_Pública_Urbana,QT_MAT_EJA_Privada_Rural,Total_Urbana,Total_Rural
1100015,Rondônia,Alta Floresta D'Oeste,120.0,1843.0,4657.0,0.0,41.0,48.0,498.0,0.0,0.0,0.0,1099.0,0.0,47.0,0.0,675.0,0.0,7137.0,1891.0
1100023,Rondônia,Ariquemes,3472.0,3612.0,22739.0,0.0,1442.0,192.0,1753.0,0.0,245.0,498.0,3453.0,0.0,215.0,213.0,4785.0,0.0,38104.0,4515.0
1100031,Rondônia,Cabixi,0.0,158.0,1572.0,0.0,0.0,0.0,263.0,0.0,0.0,38.0,230.0,0.0,0.0,0.0,249.0,0.0,2314.0,196.0
1100049,Rondônia,Cacoal,3700.0,2786.0,15891.0,388.0,770.0,180.0,1590.0,0.0,586.0,0.0,3413.0,162.0,240.0,0.0,2464.0,0.0,28654.0,3516.0
1100056,Rondônia,Cerejeiras,105.0,321.0,4377.0,0.0,13.0,20.0,539.0,0.0,23.0,0.0,729.0,0.0,0.0,0.0,887.0,0.0,6673.0,341.0
1100064,Rondônia,Colorado do Oeste,123.0,1062.0,3881.0,0.0,47.0,0.0,423.0,0.0,0.0,415.0,733.0,0.0,0.0,0.0,737.0,0.0,5944.0,1477.0
1100072,Rondônia,Corumbiara,0.0,1043.0,1179.0,0.0,0.0,0.0,119.0,0.0,0.0,155.0,237.0,0.0,0.0,0.0,273.0,0.0,1808.0,1198.0
1100080,Rondônia,Costa Marques,289.0,1682.0,2721.0,0.0,245.0,141.0,216.0,0.0,0.0,192.0,380.0,0.0,26.0,0.0,442.0,0.0,4319.0,2015.0
1100098,Rondônia,Espigão D'Oeste,379.0,1616.0,6369.0,0.0,84.0,50.0,625.0,0.0,59.0,0.0,1252.0,0.0,66.0,0.0,1257.0,0.0,10091.0,1666.0
1100106,Rondônia,Guajará-Mirim,1005.0,1900.0,10936.0,0.0,251.0,77.0,1140.0,0.0,108.0,0.0,1530.0,0.0,0.0,46.0,1827.0,0.0,16797.0,2023.0
