CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,0.0,651.0,3019.0,0.0,0.0,58.0,749.0,0.0,3670.0,807.0
1100023,Rondônia,Ariquemes,1824.0,1755.0,11257.0,0.0,134.0,834.0,2958.0,0.0,14836.0,3926.0
1100031,Rondônia,Cabixi,0.0,120.0,760.0,0.0,0.0,22.0,169.0,0.0,880.0,191.0
1100049,Rondônia,Cacoal,2284.0,1807.0,8043.0,11.0,594.0,70.0,2996.0,107.0,12145.0,3767.0
1100056,Rondônia,Cerejeiras,71.0,0.0,2287.0,0.0,0.0,0.0,486.0,0.0,2358.0,486.0
1100064,Rondônia,Colorado do Oeste,82.0,408.0,1772.0,0.0,0.0,542.0,472.0,0.0,2262.0,1014.0
1100072,Rondônia,Corumbiara,0.0,541.0,516.0,0.0,0.0,94.0,155.0,0.0,1057.0,249.0
1100080,Rondônia,Costa Marques,0.0,936.0,1322.0,0.0,0.0,133.0,397.0,0.0,2258.0,530.0
1100098,Rondônia,Espigão D'Oeste,229.0,784.0,3578.0,0.0,38.0,31.0,1022.0,0.0,4591.0,1091.0
1100106,Rondônia,Guajará-Mirim,628.0,1482.0,5855.0,0.0,26.0,62.0,1765.0,0.0,7965.0,1853.0
1100114,Rondônia,Jaru,445.0,469.0,6530.0,0.0,34.0,0.0,2126.0,79.0,7444.0,2239.0
1100122,Rondônia,Ji-Paraná,1642.0,1619.0,15729.0,0.0,210.0,66.0,4727.0,196.0,18990.0,5199.0
1100130,Rondônia,Machadinho D'Oeste,174.0,927.0,4418.0,0.0,9.0,0.0,1104.0,0.0,5519.0,1113.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,651.0,1528.0,0.0,0.0,0.0,626.0,0.0,2179.0,626.0
1100155,Rondônia,Ouro Preto do Oeste,253.0,336.0,4679.0,0.0,18.0,0.0,1119.0,0.0,5268.0,1137.0
1100189,Rondônia,Pimenta Bueno,180.0,482.0,4569.0,0.0,31.0,258.0,1213.0,0.0,5231.0,1502.0
1100205,Rondônia,Porto Velho,13162.0,7596.0,54879.0,1381.0,1700.0,479.0,15653.0,0.0,77018.0,17832.0
1100254,Rondônia,Presidente Médici,0.0,280.0,2514.0,0.0,0.0,27.0,673.0,0.0,2794.0,700.0
1100262,Rondônia,Rio Crespo,0.0,0.0,618.0,0.0,0.0,0.0,136.0,0.0,618.0,136.0
1100288,Rondônia,Rolim de Moura,366.0,751.0,6739.0,0.0,72.0,0.0,1967.0,0.0,7856.0,2039.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,0.0,963.0,0.0,0.0,0.0,264.0,0.0,963.0,264.0
1100304,Rondônia,Vilhena,1279.0,447.0,12558.0,0.0,252.0,14.0,3282.0,0.0,14284.0,3548.0
1100320,Rondônia,São Miguel do Guaporé,137.0,951.0,2165.0,0.0,0.0,0.0,822.0,0.0,3253.0,822.0
1100338,Rondônia,Nova Mamoré,167.0,1357.0,3147.0,0.0,0.0,0.0,950.0,0.0,4671.0,950.0
1100346,Rondônia,Alvorada D'Oeste,0.0,256.0,1754.0,0.0,0.0,0.0,473.0,0.0,2010.0,473.0
1100379,Rondônia,Alto Alegre dos Parecis,0.0,904.0,955.0,0.0,0.0,0.0,408.0,0.0,1859.0,408.0
1100403,Rondônia,Alto Paraíso,346.0,843.0,1073.0,0.0,0.0,0.0,440.0,0.0,2262.0,440.0
1100452,Rondônia,Buritis,101.0,610.0,4381.0,0.0,0.0,0.0,1349.0,0.0,5092.0,1349.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,0.0,1149.0,0.0,0.0,0.0,307.0,182.0,1149.0,489.0
1100601,Rondônia,Cacaulândia,0.0,189.0,578.0,0.0,0.0,0.0,170.0,0.0,767.0,170.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,939.0,755.0,0.0,0.0,102.0,209.0,0.0,1694.0,311.0
1100809,Rondônia,Candeias do Jamari,0.0,907.0,2960.0,0.0,0.0,4.0,698.0,0.0,3867.0,702.0
1100908,Rondônia,Castanheiras,0.0,438.0,75.0,0.0,0.0,0.0,125.0,0.0,513.0,125.0
1100924,Rondônia,Chupinguaia,0.0,620.0,1227.0,0.0,0.0,50.0,366.0,0.0,1847.0,416.0
1100940,Rondônia,Cujubim,74.0,663.0,1964.0,0.0,0.0,0.0,570.0,0.0,2701.0,570.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,598.0,654.0,0.0,0.0,0.0,317.0,0.0,1252.0,317.0
1101104,Rondônia,Itapuã do Oeste,0.0,59.0,1571.0,0.0,0.0,0.0,243.0,0.0,1630.0,243.0
1101203,Rondônia,Ministro Andreazza,0.0,220.0,781.0,0.0,0.0,0.0,285.0,0.0,1001.0,285.0
1101302,Rondônia,Mirante da Serra,0.0,297.0,1170.0,139.0,0.0,0.0,441.0,108.0,1606.0,549.0
1101401,Rondônia,Monte Negro,0.0,627.0,1365.0,0.0,0.0,0.0,487.0,0.0,1992.0,487.0
1101435,Rondônia,Nova União,0.0,337.0,636.0,0.0,0.0,0.0,202.0,0.0,973.0,202.0
