CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,39.0,2356.0,2741.0,0.0,0.0,0.0,1088.0,0.0,5136.0,1088.0
1100023,Rondônia,Ariquemes,1158.0,2651.0,13829.0,0.0,220.0,0.0,3671.0,0.0,17638.0,3891.0
1100031,Rondônia,Cabixi,0.0,0.0,1223.0,0.0,0.0,0.0,261.0,0.0,1223.0,261.0
1100049,Rondônia,Cacoal,1721.0,3346.0,9574.0,68.0,578.0,0.0,3833.0,139.0,14709.0,4550.0
1100056,Rondônia,Cerejeiras,91.0,527.0,2447.0,0.0,21.0,0.0,709.0,0.0,3065.0,730.0
1100064,Rondônia,Colorado do Oeste,71.0,873.0,2363.0,0.0,0.0,328.0,781.0,0.0,3307.0,1109.0
1100072,Rondônia,Corumbiara,0.0,767.0,1010.0,0.0,0.0,0.0,315.0,0.0,1777.0,315.0
1100080,Rondônia,Costa Marques,0.0,1432.0,1841.0,0.0,0.0,0.0,557.0,0.0,3273.0,557.0
1100098,Rondônia,Espigão D'Oeste,184.0,1905.0,3568.0,0.0,48.0,0.0,1166.0,0.0,5657.0,1214.0
1100106,Rondônia,Guajará-Mirim,523.0,1264.0,6579.0,0.0,78.0,0.0,1694.0,0.0,8366.0,1772.0
1100114,Rondônia,Jaru,359.0,3000.0,7155.0,0.0,65.0,506.0,1884.0,0.0,10514.0,2455.0
1100122,Rondônia,Ji-Paraná,1715.0,2913.0,16375.0,0.0,336.0,245.0,4087.0,160.0,21003.0,4828.0
1100130,Rondônia,Machadinho D'Oeste,73.0,3554.0,3323.0,0.0,0.0,0.0,927.0,0.0,6950.0,927.0
1100148,Rondônia,Nova Brasilândia D'Oeste,8.0,1674.0,2073.0,0.0,0.0,237.0,789.0,0.0,3755.0,1026.0
1100155,Rondônia,Ouro Preto do Oeste,406.0,1510.0,5141.0,256.0,61.0,0.0,1132.0,0.0,7313.0,1193.0
1100189,Rondônia,Pimenta Bueno,361.0,703.0,4984.0,0.0,106.0,0.0,1521.0,0.0,6048.0,1627.0
1100205,Rondônia,Porto Velho,9131.0,12544.0,57264.0,0.0,2159.0,598.0,9974.0,0.0,78939.0,12731.0
1100254,Rondônia,Presidente Médici,68.0,1430.0,2653.0,0.0,0.0,155.0,711.0,0.0,4151.0,866.0
1100262,Rondônia,Rio Crespo,0.0,15.0,711.0,0.0,0.0,0.0,243.0,0.0,726.0,243.0
1100288,Rondônia,Rolim de Moura,372.0,1434.0,8090.0,0.0,63.0,0.0,2552.0,0.0,9896.0,2615.0
1100296,Rondônia,Santa Luzia D'Oeste,2.0,175.0,1379.0,0.0,0.0,0.0,355.0,0.0,1556.0,355.0
1100304,Rondônia,Vilhena,1118.0,556.0,11255.0,0.0,311.0,0.0,2551.0,0.0,12929.0,2862.0
1100320,Rondônia,São Miguel do Guaporé,117.0,2434.0,2008.0,0.0,0.0,0.0,982.0,0.0,4559.0,982.0
1100338,Rondônia,Nova Mamoré,140.0,2496.0,2031.0,0.0,0.0,204.0,390.0,0.0,4667.0,594.0
1100346,Rondônia,Alvorada D'Oeste,130.0,924.0,2352.0,0.0,9.0,0.0,831.0,0.0,3406.0,840.0
1100379,Rondônia,Alto Alegre dos Parecis,14.0,1484.0,1151.0,0.0,0.0,0.0,458.0,0.0,2649.0,458.0
1100403,Rondônia,Alto Paraíso,0.0,1736.0,1867.0,0.0,0.0,0.0,883.0,0.0,3603.0,883.0
1100452,Rondônia,Buritis,6.0,2380.0,5053.0,0.0,0.0,0.0,1036.0,0.0,7439.0,1036.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,405.0,1217.0,80.0,0.0,0.0,475.0,23.0,1702.0,498.0
1100601,Rondônia,Cacaulândia,0.0,438.0,790.0,0.0,0.0,0.0,300.0,0.0,1228.0,300.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1472.0,1033.0,0.0,0.0,0.0,190.0,0.0,2505.0,190.0
1100809,Rondônia,Candeias do Jamari,0.0,810.0,2701.0,0.0,0.0,0.0,369.0,0.0,3511.0,369.0
1100908,Rondônia,Castanheiras,0.0,643.0,194.0,0.0,0.0,0.0,269.0,0.0,837.0,269.0
1100924,Rondônia,Chupinguaia,0.0,902.0,893.0,0.0,0.0,0.0,364.0,0.0,1795.0,364.0
1100940,Rondônia,Cujubim,0.0,905.0,2287.0,0.0,0.0,0.0,375.0,0.0,3192.0,375.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,1281.0,1005.0,0.0,0.0,0.0,331.0,0.0,2286.0,331.0
1101104,Rondônia,Itapuã do Oeste,0.0,170.0,1765.0,0.0,0.0,0.0,249.0,0.0,1935.0,249.0
1101203,Rondônia,Ministro Andreazza,0.0,871.0,1164.0,0.0,0.0,0.0,246.0,0.0,2035.0,246.0
1101302,Rondônia,Mirante da Serra,30.0,702.0,1863.0,89.0,0.0,0.0,528.0,112.0,2684.0,640.0
1101401,Rondônia,Monte Negro,58.0,1619.0,1795.0,0.0,0.0,0.0,662.0,0.0,3472.0,662.0
1101435,Rondônia,Nova União,0.0,987.0,694.0,0.0,0.0,0.0,353.0,0.0,1681.0,353.0
1101450,Rondônia,Parecis,4.0,180.0,701.0,0.0,0.0,0.0,206.0,0.0,885.0,206.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,18.0,421.0,0.0,0.0,0.0,92.0,0.0,439.0,92.0
1101476,Rondônia,Primavera de Rondônia,0.0,302.0,495.0,0.0,0.0,80.0,114.0,0.0,797.0,194.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,1196.0,0.0,0.0,0.0,343.0,0.0,1196.0,343.0
1101492,Rondônia,São Francisco do Guaporé,15.0,1307.0,2139.0,0.0,0.0,247.0,373.0,0.0,3461.0,620.0
1101500,Rondônia,Seringueiras,0.0,1615.0,1359.0,0.0,0.0,0.0,433.0,0.0,2974.0,433.0
1101559,Rondônia,Teixeirópolis,0.0,480.0,564.0,0.0,0.0,0.0,267.0,0.0,1044.0,267.0
1101609,Rondônia,Theobroma,0.0,1789.0,440.0,0.0,0.0,0.0,311.0,0.0,2229.0,311.0
1101708,Rondônia,Urupá,0.0,1662.0,1146.0,0.0,0.0,0.0,537.0,0.0,2808.0,537.0
1101757,Rondônia,Vale do Anari,0.0,1031.0,861.0,0.0,0.0,0.0,270.0,0.0,1892.0,270.0
1101807,Rondônia,Vale do Paraíso,0.0,498.0,1293.0,118.0,0.0,0.0,314.0,0.0,1909.0,314.0
1200013,Acre,Acrelândia,0.0,1430.0,1677.0,0.0,0.0,91.0,456.0,0.0,3107.0,547.0
1200054,Acre,Assis Brasil,0.0,922.0,972.0,0.0,0.0,0.0,261.0,0.0,1894.0,261.0
1200104,Acre,Brasiléia,0.0,1659.0,2941.0,0.0,0.0,0.0,972.0,0.0,4600.0,972.0
1200138,Acre,Bujari,0.0,1069.0,1167.0,0.0,0.0,73.0,186.0,0.0,2236.0,259.0
1200179,Acre,Capixaba,0.0,1093.0,1291.0,0.0,0.0,25.0,203.0,0.0,2384.0,228.0
1200203,Acre,Cruzeiro do Sul,552.0,6010.0,12845.0,0.0,126.0,474.0,3361.0,0.0,19407.0,3961.0
1200252,Acre,Epitaciolândia,0.0,816.0,2148.0,0.0,0.0,0.0,493.0,0.0,2964.0,493.0
1200302,Acre,Feijó,0.0,3549.0,3702.0,0.0,0.0,0.0,869.0,0.0,7251.0,869.0
1200328,Acre,Jordão,0.0,1785.0,725.0,0.0,0.0,0.0,154.0,0.0,2510.0,154.0
1200336,Acre,Mâncio Lima,0.0,1445.0,2356.0,0.0,0.0,56.0,588.0,0.0,3801.0,644.0
1200344,Acre,Manoel Urbano,0.0,928.0,1180.0,0.0,0.0,0.0,189.0,0.0,2108.0,189.0
1200351,Acre,Marechal Thaumaturgo,0.0,3324.0,1431.0,0.0,0.0,0.0,412.0,0.0,4755.0,412.0
1200385,Acre,Plácido de Castro,0.0,2314.0,1875.0,0.0,0.0,237.0,476.0,0.0,4189.0,713.0
1200393,Acre,Porto Walter,0.0,1430.0,1153.0,0.0,0.0,0.0,348.0,0.0,2583.0,348.0
1200401,Acre,Rio Branco,6374.0,6704.0,51065.0,0.0,1988.0,512.0,16018.0,0.0,64143.0,18518.0
1200427,Acre,Rodrigues Alves,0.0,2620.0,1294.0,0.0,0.0,181.0,335.0,0.0,3914.0,516.0
1200435,Acre,Santa Rosa do Purus,0.0,1075.0,439.0,0.0,0.0,0.0,108.0,0.0,1514.0,108.0
1200450,Acre,Senador Guiomard,72.0,1717.0,2847.0,0.0,0.0,100.0,554.0,0.0,4636.0,654.0
1200500,Acre,Sena Madureira,0.0,3828.0,5076.0,0.0,0.0,0.0,1122.0,0.0,8904.0,1122.0
1200609,Acre,Tarauacá,0.0,4840.0,5084.0,0.0,0.0,0.0,1197.0,0.0,9924.0,1197.0
1200708,Acre,Xapuri,0.0,1468.0,2122.0,0.0,0.0,56.0,341.0,0.0,3590.0,397.0
1200807,Acre,Porto Acre,0.0,3315.0,635.0,0.0,0.0,475.0,76.0,0.0,3950.0,551.0
1300029,Amazonas,Alvarães,0.0,1632.0,2336.0,0.0,0.0,0.0,620.0,0.0,3968.0,620.0
1300060,Amazonas,Amaturá,0.0,1089.0,1443.0,0.0,0.0,0.0,287.0,0.0,2532.0,287.0
1300086,Amazonas,Anamã,0.0,1187.0,1107.0,0.0,0.0,39.0,473.0,0.0,2294.0,512.0
1300102,Amazonas,Anori,0.0,920.0,2124.0,0.0,0.0,0.0,576.0,0.0,3044.0,576.0
1300144,Amazonas,Apuí,0.0,1785.0,1196.0,0.0,0.0,0.0,685.0,0.0,2981.0,685.0
1300201,Amazonas,Atalaia do Norte,0.0,2192.0,1372.0,0.0,0.0,0.0,313.0,0.0,3564.0,313.0
1300300,Amazonas,Autazes,0.0,5548.0,3060.0,0.0,0.0,0.0,1099.0,0.0,8608.0,1099.0
1300409,Amazonas,Barcelos,0.0,1603.0,2904.0,0.0,0.0,0.0,454.0,0.0,4507.0,454.0
1300508,Amazonas,Barreirinha,0.0,4958.0,2627.0,0.0,0.0,359.0,1101.0,0.0,7585.0,1460.0
1300607,Amazonas,Benjamin Constant,47.0,4812.0,5599.0,0.0,0.0,358.0,1369.0,0.0,10458.0,1727.0
1300631,Amazonas,Beruri,0.0,2552.0,2118.0,0.0,0.0,26.0,464.0,0.0,4670.0,490.0
1300680,Amazonas,Boa Vista do Ramos,53.0,1678.0,2067.0,0.0,0.0,0.0,772.0,0.0,3798.0,772.0
1300706,Amazonas,Boca do Acre,0.0,3037.0,4468.0,0.0,0.0,0.0,1227.0,0.0,7505.0,1227.0
1300805,Amazonas,Borba,0.0,5070.0,4569.0,0.0,0.0,125.0,830.0,0.0,9639.0,955.0
1300839,Amazonas,Caapiranga,0.0,1690.0,1136.0,0.0,0.0,0.0,311.0,0.0,2826.0,311.0
1300904,Amazonas,Canutama,0.0,751.0,1741.0,0.0,0.0,0.0,408.0,0.0,2492.0,408.0
1301001,Amazonas,Carauari,0.0,1421.0,5557.0,0.0,0.0,0.0,902.0,0.0,6978.0,902.0
1301100,Amazonas,Careiro,0.0,5598.0,2602.0,0.0,0.0,255.0,848.0,0.0,8200.0,1103.0
1301159,Amazonas,Careiro da Várzea,0.0,3873.0,883.0,0.0,0.0,375.0,660.0,0.0,4756.0,1035.0
1301209,Amazonas,Coari,321.0,6740.0,12452.0,0.0,0.0,0.0,3221.0,0.0,19513.0,3221.0
1301308,Amazonas,Codajás,0.0,1144.0,3784.0,0.0,0.0,38.0,610.0,0.0,4928.0,648.0
1301407,Amazonas,Eirunepé,71.0,3030.0,5794.0,0.0,0.0,0.0,1095.0,0.0,8895.0,1095.0
1301506,Amazonas,Envira,0.0,1268.0,2473.0,0.0,0.0,0.0,337.0,0.0,3741.0,337.0
1301605,Amazonas,Fonte Boa,0.0,2017.0,4053.0,0.0,0.0,0.0,838.0,0.0,6070.0,838.0
