CO_MUNICIPIO,NO_UF,NO_MUNICIPIO,QT_MAT_FUND_Privada_Urbana,QT_MAT_FUND_Pública_Rural,QT_MAT_FUND_Pública_Urbana,QT_MAT_FUND_Privada_Rural,QT_MAT_MED_Privada_Urbana,QT_MAT_MED_Pública_Rural,QT_MAT_MED_Pública_Urbana,QT_MAT_MED_Privada_Rural,Total_Fundamental,Total_Medio
1100015,Rondônia,Alta Floresta D'Oeste,0.0,817.0,3147.0,0.0,0.0,20.0,817.0,0.0,3964.0,837.0
1100023,Rondônia,Ariquemes,1679.0,2129.0,12059.0,0.0,166.0,731.0,3098.0,0.0,15867.0,3995.0
1100031,Rondônia,Cabixi,0.0,90.0,859.0,0.0,0.0,17.0,163.0,0.0,949.0,180.0
1100049,Rondônia,Cacoal,2203.0,2071.0,8386.0,21.0,552.0,79.0,2805.0,148.0,12681.0,3584.0
1100056,Rondônia,Cerejeiras,90.0,114.0,2237.0,0.0,12.0,0.0,462.0,0.0,2441.0,474.0
1100064,Rondônia,Colorado do Oeste,89.0,528.0,1928.0,0.0,0.0,483.0,474.0,0.0,2545.0,957.0
1100072,Rondônia,Corumbiara,0.0,718.0,589.0,0.0,0.0,76.0,127.0,0.0,1307.0,203.0
1100080,Rondônia,Costa Marques,0.0,1169.0,1527.0,0.0,0.0,107.0,367.0,0.0,2696.0,474.0
1100098,Rondônia,Espigão D'Oeste,188.0,1505.0,3283.0,0.0,56.0,41.0,1101.0,0.0,4976.0,1198.0
1100106,Rondônia,Guajará-Mirim,600.0,2010.0,6003.0,0.0,161.0,43.0,1636.0,0.0,8613.0,1840.0
1100114,Rondônia,Jaru,369.0,1814.0,5822.0,0.0,50.0,383.0,1576.0,79.0,8005.0,2088.0
1100122,Rondônia,Ji-Paraná,1675.0,1821.0,16077.0,0.0,197.0,25.0,4469.0,180.0,19573.0,4871.0
1100130,Rondônia,Machadinho D'Oeste,169.0,2442.0,3505.0,0.0,16.0,155.0,804.0,0.0,6116.0,975.0
1100148,Rondônia,Nova Brasilândia D'Oeste,0.0,733.0,1872.0,0.0,0.0,0.0,666.0,0.0,2605.0,666.0
1100155,Rondônia,Ouro Preto do Oeste,279.0,650.0,4686.0,0.0,18.0,0.0,1120.0,0.0,5615.0,1138.0
1100189,Rondônia,Pimenta Bueno,248.0,525.0,4900.0,0.0,36.0,272.0,1040.0,0.0,5673.0,1348.0
1100205,Rondônia,Porto Velho,10727.0,14278.0,55292.0,175.0,1687.0,1395.0,14098.0,13.0,80472.0,17193.0
1100254,Rondônia,Presidente Médici,0.0,824.0,2409.0,0.0,0.0,73.0,591.0,0.0,3233.0,664.0
1100262,Rondônia,Rio Crespo,0.0,0.0,669.0,0.0,0.0,0.0,141.0,0.0,669.0,141.0
1100288,Rondônia,Rolim de Moura,330.0,865.0,7185.0,0.0,72.0,0.0,1808.0,0.0,8380.0,1880.0
1100296,Rondônia,Santa Luzia D'Oeste,0.0,71.0,1027.0,0.0,0.0,0.0,228.0,0.0,1098.0,228.0
1100304,Rondônia,Vilhena,1335.0,522.0,12099.0,0.0,305.0,24.0,2922.0,0.0,13956.0,3251.0
1100320,Rondônia,São Miguel do Guaporé,76.0,1204.0,2280.0,0.0,0.0,0.0,804.0,0.0,3560.0,804.0
1100338,Rondônia,Nova Mamoré,140.0,3208.0,1939.0,0.0,0.0,425.0,498.0,0.0,5287.0,923.0
1100346,Rondônia,Alvorada D'Oeste,0.0,404.0,1851.0,0.0,0.0,0.0,459.0,0.0,2255.0,459.0
1100379,Rondônia,Alto Alegre dos Parecis,5.0,1072.0,1069.0,0.0,0.0,0.0,418.0,0.0,2146.0,418.0
1100403,Rondônia,Alto Paraíso,0.0,1163.0,1567.0,0.0,0.0,0.0,545.0,0.0,2730.0,545.0
1100452,Rondônia,Buritis,110.0,1481.0,4308.0,0.0,0.0,0.0,1104.0,0.0,5899.0,1104.0
1100502,Rondônia,Novo Horizonte do Oeste,0.0,306.0,1042.0,0.0,0.0,148.0,180.0,115.0,1348.0,443.0
1100601,Rondônia,Cacaulândia,0.0,212.0,696.0,0.0,0.0,0.0,212.0,0.0,908.0,212.0
1100700,Rondônia,Campo Novo de Rondônia,0.0,1335.0,835.0,0.0,0.0,103.0,242.0,0.0,2170.0,345.0
1100809,Rondônia,Candeias do Jamari,0.0,1287.0,2886.0,0.0,0.0,9.0,700.0,0.0,4173.0,709.0
1100908,Rondônia,Castanheiras,0.0,519.0,66.0,0.0,0.0,0.0,134.0,0.0,585.0,134.0
1100924,Rondônia,Chupinguaia,0.0,776.0,1157.0,0.0,0.0,35.0,385.0,0.0,1933.0,420.0
1100940,Rondônia,Cujubim,114.0,860.0,2143.0,0.0,0.0,0.0,481.0,0.0,3117.0,481.0
1101005,Rondônia,Governador Jorge Teixeira,0.0,973.0,555.0,0.0,0.0,112.0,253.0,0.0,1528.0,365.0
1101104,Rondônia,Itapuã do Oeste,0.0,112.0,1708.0,0.0,0.0,0.0,252.0,0.0,1820.0,252.0
1101203,Rondônia,Ministro Andreazza,0.0,340.0,940.0,0.0,0.0,0.0,338.0,0.0,1280.0,338.0
1101302,Rondônia,Mirante da Serra,0.0,345.0,1302.0,176.0,0.0,0.0,412.0,85.0,1823.0,497.0
1101401,Rondônia,Monte Negro,60.0,862.0,1609.0,0.0,0.0,0.0,540.0,0.0,2531.0,540.0
1101435,Rondônia,Nova União,0.0,437.0,680.0,0.0,0.0,0.0,256.0,0.0,1117.0,256.0
1101450,Rondônia,Parecis,3.0,66.0,627.0,0.0,0.0,4.0,135.0,0.0,696.0,139.0
1101468,Rondônia,Pimenteiras do Oeste,0.0,0.0,449.0,0.0,0.0,0.0,103.0,0.0,449.0,103.0
1101476,Rondônia,Primavera de Rondônia,0.0,206.0,432.0,0.0,0.0,43.0,87.0,0.0,638.0,130.0
1101484,Rondônia,São Felipe D'Oeste,0.0,0.0,933.0,0.0,0.0,0.0,184.0,0.0,933.0,184.0
1101492,Rondônia,São Francisco do Guaporé,0.0,1067.0,1959.0,0.0,0.0,15.0,605.0,76.0,3026.0,696.0
1101500,Rondônia,Seringueiras,0.0,753.0,1174.0,0.0,0.0,0.0,461.0,0.0,1927.0,461.0
1101559,Rondônia,Teixeirópolis,0.0,251.0,498.0,0.0,0.0,0.0,160.0,0.0,749.0,160.0
1101609,Rondônia,Theobroma,0.0,1178.0,451.0,0.0,0.0,0.0,365.0,0.0,1629.0,365.0
1101708,Rondônia,Urupá,0.0,843.0,1016.0,0.0,0.0,0.0,355.0,0.0,1859.0,355.0
1101757,Rondônia,Vale do Anari,0.0,449.0,1076.0,0.0,0.0,0.0,242.0,0.0,1525.0,242.0
1101807,Rondônia,Vale do Paraíso,0.0,271.0,866.0,116.0,0.0,0.0,272.0,0.0,1253.0,272.0
1200013,Acre,Acrelândia,0.0,997.0,1634.0,0.0,0.0,150.0,487.0,0.0,2631.0,637.0
1200054,Acre,Assis Brasil,0.0,1258.0,1153.0,0.0,0.0,69.0,212.0,0.0,2411.0,281.0
1200104,Acre,Brasiléia,0.0,1418.0,2848.0,0.0,0.0,205.0,904.0,0.0,4266.0,1109.0
1200138,Acre,Bujari,0.0,1275.0,1131.0,0.0,0.0,199.0,198.0,0.0,2406.0,397.0
1200179,Acre,Capixaba,0.0,950.0,1188.0,0.0,0.0,179.0,313.0,0.0,2138.0,492.0
1200203,Acre,Cruzeiro do Sul,476.0,6895.0,11753.0,0.0,110.0,1240.0,4184.0,0.0,19124.0,5534.0
1200252,Acre,Epitaciolândia,0.0,588.0,1955.0,0.0,0.0,13.0,579.0,0.0,2543.0,592.0
1200302,Acre,Feijó,0.0,4465.0,3621.0,0.0,0.0,641.0,1223.0,0.0,8086.0,1864.0
1200328,Acre,Jordão,0.0,1840.0,843.0,0.0,0.0,230.0,275.0,0.0,2683.0,505.0
1200336,Acre,Mâncio Lima,0.0,1211.0,2687.0,0.0,0.0,188.0,658.0,0.0,3898.0,846.0
1200344,Acre,Manoel Urbano,0.0,736.0,1483.0,0.0,0.0,0.0,435.0,0.0,2219.0,435.0
1200351,Acre,Marechal Thaumaturgo,0.0,3431.0,1461.0,0.0,0.0,349.0,579.0,0.0,4892.0,928.0
1200385,Acre,Plácido de Castro,0.0,1550.0,1544.0,0.0,0.0,269.0,494.0,0.0,3094.0,763.0
1200393,Acre,Porto Walter,0.0,1704.0,1167.0,0.0,0.0,96.0,359.0,0.0,2871.0,455.0
1200401,Acre,Rio Branco,6371.0,6478.0,48011.0,0.0,1549.0,743.0,15458.0,0.0,60860.0,17750.0
1200427,Acre,Rodrigues Alves,0.0,2259.0,1264.0,0.0,0.0,542.0,361.0,0.0,3523.0,903.0
1200435,Acre,Santa Rosa do Purus,0.0,1381.0,626.0,0.0,0.0,252.0,112.0,0.0,2007.0,364.0
1200450,Acre,Senador Guiomard,93.0,1391.0,2857.0,0.0,0.0,246.0,821.0,0.0,4341.0,1067.0
1200500,Acre,Sena Madureira,0.0,2998.0,4493.0,0.0,0.0,400.0,1484.0,0.0,7491.0,1884.0
1200609,Acre,Tarauacá,0.0,5668.0,5500.0,0.0,0.0,482.0,1418.0,0.0,11168.0,1900.0
1200708,Acre,Xapuri,0.0,1233.0,1787.0,0.0,0.0,214.0,481.0,0.0,3020.0,695.0
1200807,Acre,Porto Acre,0.0,3190.0,554.0,0.0,0.0,690.0,135.0,0.0,3744.0,825.0
1300029,Amazonas,Alvarães,0.0,1651.0,2274.0,0.0,0.0,127.0,623.0,0.0,3925.0,750.0
1300060,Amazonas,Amaturá,0.0,1368.0,1055.0,0.0,0.0,373.0,339.0,0.0,2423.0,712.0
1300086,Amazonas,Anamã,0.0,1048.0,1013.0,0.0,0.0,263.0,436.0,0.0,2061.0,699.0
1300102,Amazonas,Anori,0.0,574.0,2038.0,0.0,0.0,103.0,458.0,0.0,2612.0,561.0
1300144,Amazonas,Apuí,0.0,565.0,1842.0,0.0,0.0,104.0,492.0,0.0,2407.0,596.0
1300201,Amazonas,Atalaia do Norte,0.0,1363.0,1752.0,0.0,0.0,75.0,467.0,0.0,3115.0,542.0
1300300,Amazonas,Autazes,0.0,5392.0,3388.0,0.0,0.0,749.0,1525.0,0.0,8780.0,2274.0
1300409,Amazonas,Barcelos,0.0,1261.0,1928.0,0.0,0.0,158.0,612.0,0.0,3189.0,770.0
1300508,Amazonas,Barreirinha,0.0,6280.0,2249.0,0.0,0.0,1282.0,1012.0,0.0,8529.0,2294.0
